0.296,0.422,0.624,0.833,0.918,0.959,1.151,1.267,1.298,1.423,1.496,1.607,1.773,1.858,1.95,1.987,2.011,2.33,2.456,2.941,3.576,3.656,3.762,3.781,4.29,4.532,4.573,4.642,4.722,4.781,4.916,5.111,5.163,5.41,5.58,5.983,6.028,6.13,6.459,7.788,7.855,8.032,8.291,8.357,8.502,8.744,8.849,8.94,9.058,9.319,9.361,9.532,9.725,9.767,9.886,9.909,9.943,9.976,10.053,10.19,10.53,11.086,11.432,11.605,11.881,12.245,12.417,12.71,12.744,12.818,12.878,12.956,13.04,13.137,13.301,13.527,13.706,13.751,13.84,13.914,14.191,14.48,14.622,14.676,15.013,16.282,16.363,16.543,17.049,17.086,17.127,17.341,17.358,17.409,17.51,17.62,17.705,17.916,18.062,18.1,18.679,19.44,19.862,19.942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.405,0.465,0.512,0.632,0.733,1.108,1.164,1.441,1.52,1.617,1.983,2.235,2.337,2.647,3.064,3.169,3.283,3.43,3.539,3.635,4.454,4.504,4.577,4.858,4.914,4.938,5.272,5.596,5.84,6.793,6.86,7.154,7.459,7.737,7.848,7.92,7.988,8.239,8.372,8.577,8.606,8.653,9.005,9.206,9.255,9.31,9.76,9.791,9.866,10.038,10.077,10.516,11.001,11.137,11.249,11.374,11.582,11.62,11.691,12.032,12.416,12.682,12.74,12.775,12.862,12.883,12.969,13.075,13.331,13.531,13.798,14.093,14.795,15.158,15.228,15.547,15.926,16.149,16.272,16.49,16.73,17.001,17.114,17.287,17.376,17.639,17.962,18.117,18.323,18.335,18.843,19.109,19.153,19.501,19.586,19.831,19.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.446,0.502,1.197,1.296,1.59,2.086,2.265,3.315,3.724,4.153,4.705,4.765,4.876,4.914,4.953,5.199,5.424,5.496,5.66,5.846,5.98,6.065,6.782,7.216,7.595,7.64,7.753,7.79,8.316,8.341,8.503,8.539,8.562,8.676,8.847,8.934,9.075,9.189,9.479,9.795,9.894,10.594,10.713,10.785,11.1,11.333,11.899,11.956,12.156,12.216,12.43,12.557,12.727,12.763,12.992,13.103,13.292,13.355,13.543,13.585,13.776,14.171,14.422,14.505,14.786,15.126,15.507,15.578,15.822,15.889,15.983,16.427,16.47,16.508,16.618,17.002,17.11,17.292,17.552,17.729,18.301,18.839,18.959,19.141,19.421,19.551,19.695,19.829,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.257,0.315,0.538,0.626,0.644,1.05,1.135,1.16,1.245,1.307,1.345,1.88,2.214,2.416,2.724,2.824,3.198,3.513,3.646,3.681,3.767,4.112,4.264,4.51,4.676,4.791,4.872,4.907,4.988,5.097,5.244,5.327,5.46,5.494,5.759,5.774,6.1,6.512,6.815,7.028,7.275,7.364,7.592,7.636,7.734,7.861,7.886,8.305,8.349,8.56,8.751,8.78,9.065,9.394,9.446,9.474,9.523,9.642,9.872,9.957,10.093,10.118,10.259,10.32,10.587,10.756,10.962,11.615,11.812,11.898,12.104,12.163,12.433,12.725,12.865,13.392,13.429,13.568,13.615,14.09,14.126,14.28,14.338,14.399,14.554,14.75,15.022,15.097,15.77,16.149,16.231,16.264,16.294,16.754,16.914,17.439,17.529,17.793,17.861,18.109,18.329,18.508,18.543,18.585,19.323,19.39,19.851,19.939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.163,0.351,0.418,0.715,0.785,0.844,1.107,1.313,1.508,1.734,2.189,2.351,2.451,3.107,3.176,3.491,3.542,3.679,4.006,4.099,4.283,4.557,4.841,5.029,5.163,5.289,5.341,5.376,5.741,5.949,5.968,6.223,6.485,6.7,7.245,7.389,7.717,7.809,7.901,8.349,8.639,8.914,8.934,8.96,9.063,9.19,9.289,9.374,9.462,9.57,9.657,9.74,9.844,10.438,10.563,10.893,10.98,11.503,11.62,12.236,12.357,12.439,12.525,12.737,12.781,12.893,12.954,13.014,13.328,13.483,13.819,13.911,13.977,14.223,14.345,14.528,14.788,14.954,15.41,15.652,15.857,16.044,16.197,16.449,16.723,16.842,17.12,17.369,17.603,17.688,17.737,17.808,17.839,19.131,19.604,19.727,19.808,19.842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.247,0.297,0.455,0.541,0.692,0.848,1.12,1.202,1.268,1.674,1.724,1.743,1.798,1.858,2.066,2.501,2.669,2.757,2.999,3.276,3.462,3.499,3.622,3.788,3.825,4.057,4.11,4.228,4.315,4.371,4.462,4.625,4.762,4.797,4.876,5.04,5.145,5.412,5.734,5.775,5.836,6.094,6.132,6.183,6.519,7.071,7.541,7.577,7.86,8.11,8.155,8.326,8.68,8.877,9.072,9.289,9.424,9.505,9.819,10.366,10.44,10.632,11.274,11.606,11.858,12.042,12.13,12.39,12.771,12.826,12.858,13.188,13.293,13.381,13.523,13.55,13.627,13.875,13.929,14.098,14.156,15.163,15.423,15.479,15.934,16.029,16.046,16.14,16.207,16.268,16.793,16.816,16.923,17.121,17.188,17.356,17.57,17.624,17.687,17.736,17.998,18.18,18.409,18.512,18.985,19.268,19.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.142,0.167,0.299,0.732,0.84,1.1,1.215,1.324,1.382,1.495,1.514,3.003,3.041,3.259,3.347,3.703,3.818,3.912,4.276,5.026,5.055,5.089,5.649,5.766,5.824,6.063,6.34,6.702,6.937,7.321,7.487,7.638,7.768,7.934,8.094,8.351,8.812,8.863,9.077,9.112,9.16,9.309,9.835,9.91,10.112,10.218,10.296,10.544,10.921,11.528,11.624,11.843,11.976,12.103,12.349,12.822,12.948,13.042,13.071,13.214,13.384,13.538,13.618,13.7,13.775,13.95,14.045,14.078,14.201,14.717,14.745,14.914,15.31,15.343,15.522,15.571,15.922,16.033,16.126,16.226,16.268,16.391,16.552,16.579,16.706,16.898,17.238,18.075,18.672,18.904,19.668,19.729,19.818,19.891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.184,0.265,0.333,0.492,0.55,0.598,0.622,0.697,0.73,0.824,0.882,0.993,1.072,1.144,1.181,1.297,1.352,1.497,1.668,1.92,2.289,2.383,2.667,3.497,3.712,3.881,3.99,4.23,4.357,4.48,4.504,4.558,4.598,4.707,4.923,5.096,5.458,5.634,5.788,5.896,6.044,6.43,6.932,7.025,7.117,7.318,7.545,7.771,7.954,8.049,8.271,8.358,8.5,8.665,8.691,8.836,8.971,9.277,9.45,9.653,9.941,9.992,10.028,10.174,10.219,10.493,11.548,12.034,12.151,12.303,12.599,12.889,13.15,13.446,13.478,13.498,13.793,13.978,14.054,14.224,14.575,15.469,15.495,15.798,16.251,16.293,16.356,16.424,16.526,16.664,16.763,16.855,16.958,17.044,17.08,17.371,17.739,18.057,18.09,18.27,18.484,18.612,18.83,18.94,19.224,19.844,19.913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.136,0.387,0.602,0.712,0.774,0.955,1.009,1.045,1.124,1.215,1.402,1.426,1.582,1.779,1.866,2.03,2.121,2.486,2.535,2.931,3.121,3.203,3.359,3.779,3.995,4.386,4.83,4.872,5.379,5.403,5.464,5.503,5.652,5.683,5.716,5.999,6.42,6.582,7.466,7.505,7.771,8.125,8.221,8.421,8.813,9.126,9.267,9.426,9.619,9.677,9.848,10.115,10.139,10.306,10.405,10.71,10.737,11.275,11.665,11.775,12.045,12.136,12.217,12.483,12.546,12.622,12.958,13.17,13.227,13.592,13.878,14.064,14.365,14.649,15.081,15.159,15.257,15.323,15.464,15.613,15.894,15.961,16.274,16.354,16.397,16.482,16.67,16.797,16.964,17.085,17.63,17.694,18.023,18.119,18.412,18.538,18.849,19.126,19.32,19.441,19.694,19.768,19.975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.155,0.23,0.276,0.329,0.483,0.56,0.607,0.648,0.689,0.716,0.835,0.868,1.097,1.122,1.173,1.198,1.434,1.486,1.933,1.967,2.369,2.49,2.614,3.019,3.507,3.749,3.785,3.834,3.888,4.124,4.276,4.394,4.475,4.51,4.809,5.008,5.176,5.385,5.424,5.514,5.644,5.848,5.95,6.049,6.126,6.304,6.615,6.797,7.469,7.684,7.986,8.08,8.214,8.315,8.8,8.941,8.983,9.01,9.132,9.245,9.372,9.531,9.638,10.039,10.307,10.494,10.568,10.618,10.839,11.619,11.705,11.772,11.905,11.968,12.146,12.272,12.294,12.345,12.39,12.438,12.827,12.955,13.199,13.247,13.438,13.844,14.062,14.1,14.163,14.41,14.934,14.997,15.25,15.306,15.46,15.521,15.706,16.033,16.242,16.533,16.708,16.908,17.156,17.425,17.476,17.545,17.696,17.856,17.903,18.086,18.307,18.542,18.617,18.833,19.128,19.361,nan,nan
0.27,0.328,0.426,0.489,1.015,1.041,1.29,1.335,1.492,1.576,1.639,1.751,2.309,2.458,3.023,3.121,3.58,4.034,4.146,4.173,4.713,4.907,5.26,5.389,5.503,5.532,5.567,5.594,5.732,5.816,5.84,5.94,6.091,6.122,6.448,6.665,7.474,8.019,8.043,8.224,8.432,8.469,8.564,8.854,8.97,9.082,9.098,9.137,9.269,9.343,9.562,9.587,9.625,9.736,9.878,10.057,10.129,10.347,10.762,11.047,11.284,11.633,11.883,11.952,12.026,12.058,12.179,12.307,12.372,12.449,12.594,12.718,12.893,13.483,13.553,13.626,13.738,13.933,13.977,14.016,14.063,14.285,14.392,14.714,14.731,15.02,15.47,15.82,15.977,16.21,16.296,16.816,17.069,17.202,17.362,17.635,17.66,17.865,19.398,19.794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.065,0.138,0.477,0.701,0.779,0.815,0.999,1.135,1.266,1.374,1.421,1.538,1.601,1.746,1.82,2.083,2.405,2.669,2.811,3.336,3.917,4.538,4.614,4.807,4.864,4.899,4.948,5.057,5.156,5.211,5.461,5.808,5.999,6.032,6.134,6.915,7.087,7.363,8.012,8.269,8.301,8.542,8.695,8.915,9.119,9.151,9.2,9.268,9.396,9.588,9.677,9.729,10.009,10.357,10.585,11.13,11.274,11.294,11.42,11.637,11.798,11.956,12.049,12.222,12.32,12.429,12.642,12.807,12.896,12.972,13.352,13.439,13.56,13.766,13.816,13.854,13.965,13.989,14.342,14.7,15.531,16.116,16.534,16.665,16.689,16.912,17.068,17.294,17.407,17.447,18.097,18.301,18.419,18.701,18.936,19.012,19.474,19.531,19.705,19.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.43,0.673,0.79,1.06,1.086,1.399,1.683,1.97,2.084,2.193,2.404,2.538,3.382,3.695,3.796,3.835,3.993,4.232,4.357,4.677,4.985,5.347,5.384,5.526,5.591,5.658,5.694,5.721,5.959,6.188,6.497,6.72,6.828,7.236,7.799,7.933,7.967,8.507,8.542,8.643,8.695,8.776,8.953,9.012,9.167,9.286,9.349,9.452,9.563,9.61,9.728,9.79,9.808,9.909,10.131,10.434,10.93,11.073,11.149,11.513,11.82,12.116,12.181,12.301,12.476,12.718,12.783,12.814,12.895,12.935,12.972,13.132,13.354,13.379,13.419,13.469,13.546,13.885,13.949,14.008,14.27,14.364,14.428,14.721,15.11,15.203,15.327,15.375,15.46,15.766,15.883,16.018,16.116,16.625,16.666,16.849,17.101,17.138,17.156,17.254,17.307,17.429,17.456,17.527,17.744,17.964,18.084,18.143,18.449,18.671,18.739,19.375,19.613,19.794,19.813,19.875,nan,nan
0.097,0.285,0.332,0.384,0.446,0.498,0.947,1.168,1.222,1.431,2.198,2.306,2.587,2.958,4.182,4.313,4.363,4.433,4.67,4.714,5.141,5.188,5.374,5.413,5.739,5.955,6.179,6.261,6.461,6.523,6.832,7.589,7.863,8.371,8.41,8.45,8.538,8.608,8.661,8.769,9.039,9.222,9.544,9.81,10.045,10.138,10.203,10.443,11.292,11.594,11.732,11.776,11.948,12.444,12.521,12.556,12.834,12.925,12.955,13.051,13.104,13.304,13.34,13.396,13.502,13.617,13.753,13.819,14.089,14.293,14.497,14.877,15.074,15.207,15.486,15.796,15.965,16.12,16.518,16.704,16.858,16.92,17.066,17.103,17.127,17.291,17.404,17.521,17.738,17.914,18.338,18.435,18.611,18.649,18.831,19.46,19.483,19.656,19.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.442,0.516,0.656,0.729,0.885,1.076,1.132,1.175,1.381,1.429,1.521,1.6,1.674,1.885,1.928,2.317,2.355,2.495,2.546,3.133,3.502,3.617,3.661,3.921,4.216,4.266,4.372,4.431,4.461,4.543,4.731,4.778,5.127,5.312,5.517,5.653,5.813,6.415,6.769,6.908,7.005,7.131,7.476,7.648,7.76,7.823,8.256,8.674,8.902,9.23,9.307,9.34,9.513,9.704,9.874,10.13,10.33,10.395,10.516,10.68,10.87,11.362,11.725,11.836,11.984,12.082,12.245,12.743,12.864,12.999,13.102,13.162,13.398,13.461,13.685,13.782,13.863,14.695,15.235,15.609,15.731,15.811,15.958,16.11,16.164,16.717,16.97,17.041,17.222,17.299,17.322,17.387,17.509,17.606,17.635,17.744,17.777,18.119,18.456,18.581,18.785,19.144,19.785,19.884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043,0.233,0.844,1.327,2.6,2.621,3.2,3.513,3.546,3.574,3.7,4.238,4.663,4.713,4.789,4.981,5.072,5.282,5.35,5.619,5.648,5.691,5.93,6.015,6.069,6.126,6.405,6.62,6.731,7.429,7.528,7.587,8.046,8.113,8.316,8.434,8.464,8.607,8.696,8.732,8.756,9.151,9.387,9.703,10.006,10.112,10.246,10.361,10.407,11.48,11.819,11.868,11.978,12.259,12.458,12.506,12.591,12.743,12.876,12.927,12.964,13.145,13.334,13.365,13.495,13.547,13.717,13.766,13.8,14.06,14.599,15.238,15.28,15.907,16.224,16.354,16.786,17.068,17.391,17.7,17.732,17.923,17.972,18.272,18.342,18.52,18.582,18.62,18.744,18.923,19.16,19.219,19.309,19.332,19.44,19.668,19.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,1.087,1.483,1.565,1.627,1.649,1.681,1.729,1.838,2.03,2.149,2.287,2.403,2.666,2.978,3.035,3.198,3.794,4.139,4.209,4.294,4.53,4.589,4.625,4.927,5.272,5.371,5.901,6.031,6.499,6.612,6.899,7.387,7.454,7.543,7.719,7.747,8.061,8.089,8.166,8.352,8.491,8.545,8.607,8.647,9.011,9.108,9.138,9.305,9.339,9.434,9.634,9.669,9.817,9.856,9.874,9.911,10.038,10.209,10.268,10.473,11.117,11.24,11.343,11.691,11.74,11.772,11.988,12.265,12.694,12.736,13.209,13.329,13.514,13.615,13.661,13.808,13.922,14.974,15.198,15.561,15.951,16.189,16.377,16.646,16.709,16.807,16.827,16.945,17.028,17.118,17.172,17.302,17.369,17.457,17.669,17.717,17.789,17.854,17.884,18.096,18.217,18.453,18.85,18.876,18.937,19.187,19.273,19.492,19.576,19.739,19.864,nan,nan,nan,nan,nan,nan
0.092,0.172,0.236,0.331,0.435,0.513,0.77,1.316,1.36,1.39,1.428,1.586,1.632,1.8,1.888,2.079,2.214,2.58,3.081,3.837,3.881,3.91,4.021,4.101,4.151,4.371,4.523,4.597,4.754,5.029,5.234,5.262,5.358,5.378,5.411,5.443,5.501,5.623,5.682,5.765,6.523,6.63,6.821,6.94,7.606,7.658,7.805,8.158,8.231,8.542,8.709,8.785,8.931,9.273,9.687,9.749,9.857,10.014,10.207,10.267,11.055,11.403,11.563,11.816,11.975,12.069,12.213,12.874,12.904,13.033,13.357,13.399,13.758,13.803,13.863,14.399,14.461,14.62,15.912,16.074,16.123,16.527,16.768,16.903,17.054,17.459,17.829,18.457,18.55,18.692,18.877,18.941,19.042,19.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.228,0.284,0.422,0.549,0.842,1.159,1.19,1.216,1.263,1.626,1.811,2.04,2.128,2.293,2.502,2.797,3.454,3.718,4.055,4.099,4.136,4.221,4.291,4.365,4.393,4.583,4.648,5.16,5.348,5.461,5.608,5.785,5.897,5.958,6.212,6.337,6.725,6.808,6.906,7.697,7.739,7.984,8.338,8.529,8.661,8.723,8.749,8.935,8.974,9.307,9.393,9.449,9.599,9.702,9.925,9.972,9.992,10.072,10.41,10.479,10.51,10.549,10.854,11.79,11.883,11.947,12.315,12.503,12.56,12.924,12.989,13.151,13.169,13.214,13.261,13.279,13.559,13.607,13.701,13.926,14.397,14.456,14.758,14.819,15.675,15.768,15.966,15.991,16.022,16.145,16.468,16.65,16.69,16.718,16.867,16.918,16.966,17.131,17.229,17.297,17.384,17.481,17.515,17.674,17.848,17.939,18.376,18.937,18.977,19.072,19.627,19.923,nan,nan,nan,nan,nan,nan
0.278,0.445,0.537,0.644,0.747,0.818,0.86,0.999,1.212,1.371,1.503,1.591,1.635,1.83,1.866,1.916,2.008,2.072,2.219,2.454,2.487,2.677,2.706,3.024,3.304,3.641,3.722,3.765,4.094,4.256,4.284,4.405,4.681,4.902,5.097,5.498,5.64,5.784,6.356,7.185,7.721,8.129,8.256,8.312,8.333,8.379,8.407,8.445,8.928,9.021,9.172,9.336,9.468,9.581,9.598,9.644,9.774,9.914,10.117,10.161,10.215,10.517,10.731,10.888,11.822,11.851,11.989,12.194,12.243,12.544,12.605,12.676,12.753,12.797,12.872,12.895,12.968,13.293,13.334,13.442,13.532,13.576,13.626,13.658,13.674,13.946,14.602,14.751,14.865,15.048,15.079,15.226,15.687,16.21,16.271,16.391,16.468,16.5,16.558,16.586,16.679,16.765,17.287,17.323,17.437,17.626,17.676,17.882,18.059,18.386,18.844,19.086,19.178,19.535,19.556,19.67,19.709,19.83
