0.204,1.03,1.48,1.53,1.621,1.728,2.148,2.339,2.45,2.524,2.907,3.266,3.891,4.052,4.097,4.276,4.602,4.856,4.92,5.386,5.501,5.625,6.03,6.155,6.247,6.322,6.436,6.501,6.637,6.789,7.006,7.529,7.722,7.891,8.013,8.315,8.549,8.874,8.911,8.986,9.063,9.787,10.012,10.104,10.189,10.312,10.381,10.765,10.832,11.07,11.271,11.557,11.801,11.991,12.061,12.59,12.854,12.997,13.159,13.347,13.667,13.767,14.199,14.626,14.69,14.918,15.018,15.135,15.165,15.218,15.353,16.014,16.045,16.465,17.036,17.206,17.293,17.455,17.864,17.951,18.076,18.337,18.686,18.941,19.011,19.076,19.396,19.622,19.737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.034,0.133,0.192,0.248,0.534,0.568,0.864,0.915,1.098,1.358,1.418,1.458,1.556,1.652,1.757,1.809,2.296,2.624,2.736,2.801,2.891,3.102,3.295,3.369,3.826,3.869,3.994,4.092,4.115,4.413,4.5,4.783,5.095,5.199,5.515,6.254,6.312,6.41,6.691,7.114,7.524,7.996,8.781,9.012,9.907,10.007,10.201,10.276,10.321,10.361,10.574,10.671,10.763,10.826,10.93,11.132,11.184,11.267,11.38,11.424,11.792,11.899,11.99,12.264,12.662,12.881,13.105,13.145,13.211,13.233,13.324,13.38,13.455,13.494,13.618,14.249,14.83,14.858,14.939,15.0,15.263,15.464,15.515,15.665,15.727,15.884,16.01,16.057,16.156,16.195,16.249,16.714,16.832,16.875,17.223,18.035,18.236,18.666,18.716,18.8,19.061,19.102,19.474,19.652,19.709,19.781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.439,0.68,1.062,1.102,1.184,1.321,1.353,1.419,1.978,2.072,2.188,2.666,2.724,3.03,3.193,3.638,3.793,3.968,4.016,4.064,4.1,4.319,4.663,4.78,4.802,4.844,5.111,5.21,5.405,5.541,5.677,5.851,6.029,6.089,6.417,6.969,7.03,7.106,7.389,7.469,7.547,7.67,8.058,8.12,8.245,8.429,8.483,8.522,8.734,8.92,9.224,9.298,9.337,9.441,9.47,9.5,9.595,9.92,10.015,10.109,10.15,10.437,10.571,10.642,10.695,11.231,11.353,11.406,11.626,11.697,11.787,11.886,11.912,11.984,12.905,12.967,13.066,13.13,13.271,13.442,13.578,13.703,13.944,14.443,14.581,14.701,14.776,14.802,14.937,15.383,15.421,15.628,16.029,16.053,16.155,16.462,16.526,16.584,16.656,16.807,16.956,17.026,17.054,17.432,17.575,17.645,17.694,17.823,18.037,18.246,18.379,18.652,18.722,18.761,19.071,19.094,19.365,19.723,19.948,nan
0.055,0.329,0.423,0.501,0.767,0.992,1.076,1.532,1.629,1.821,1.884,1.944,2.249,2.361,2.426,2.588,2.754,2.783,2.927,3.529,3.941,4.18,4.339,4.629,4.677,4.845,4.907,4.942,5.326,5.482,5.681,5.841,6.245,6.299,6.378,6.401,6.435,6.505,6.565,6.84,6.879,7.072,7.162,7.328,7.367,7.483,7.535,7.676,9.116,9.267,10.279,10.399,10.444,10.53,10.606,10.761,10.788,10.955,11.02,11.103,11.152,11.185,11.456,11.594,11.771,11.923,12.032,12.138,12.606,12.823,13.019,13.102,13.398,13.714,13.87,14.316,14.379,14.556,14.72,15.096,15.238,15.366,15.46,15.517,15.606,15.646,16.147,16.35,16.484,16.506,16.641,16.897,16.94,17.08,17.149,17.203,17.333,17.671,17.775,17.96,17.994,18.045,18.208,18.493,18.661,18.873,19.12,19.244,19.417,19.463,19.476,19.511,19.55,19.724,nan,nan,nan,nan,nan,nan
0.63,0.862,1.427,1.976,2.006,2.248,2.344,2.468,2.632,2.663,2.957,3.261,3.328,3.461,3.753,3.774,3.856,3.996,4.138,4.641,4.886,5.047,5.083,5.119,5.251,5.3,5.397,5.456,5.498,5.692,5.937,6.514,7.056,7.122,7.154,7.347,7.392,7.726,7.777,7.861,8.239,8.405,8.51,8.563,8.644,8.676,8.82,9.132,9.333,9.418,9.456,9.563,9.653,9.74,9.799,9.898,9.983,10.178,10.294,10.991,11.444,11.584,11.633,12.672,12.874,13.206,13.359,13.413,13.655,13.748,13.979,14.131,14.253,14.479,14.593,14.684,14.874,14.995,15.143,15.171,15.341,15.778,16.348,16.385,16.527,16.694,16.767,16.875,17.088,17.438,17.816,17.905,18.074,18.316,18.414,18.866,18.962,19.233,19.277,19.612,19.831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.031,0.12,0.171,0.356,0.718,1.26,1.299,1.383,1.735,2.07,2.123,2.159,2.451,2.517,2.578,2.64,2.799,2.91,3.089,3.785,3.841,3.936,4.081,4.111,4.524,4.649,4.855,4.924,5.01,5.413,5.692,5.795,6.137,6.36,6.419,6.498,6.572,6.694,6.834,6.995,7.352,7.399,7.49,7.553,7.637,7.827,7.894,8.008,8.197,8.341,8.478,8.711,8.964,9.162,9.27,9.344,9.384,9.509,9.665,9.773,9.92,10.106,10.234,10.507,10.543,10.64,10.807,10.993,11.097,11.143,11.405,11.575,11.654,11.714,11.771,11.995,12.189,12.674,12.705,12.793,12.914,13.0,13.138,13.177,13.268,13.312,13.563,13.637,13.865,13.944,14.085,14.146,14.241,14.335,14.39,14.479,14.638,15.033,15.146,15.254,15.286,15.398,15.483,16.021,16.217,16.591,16.862,17.207,17.302,17.34,17.478,17.691,17.894,18.467,18.542,18.612,18.831,18.921,19.52,19.865
0.307,1.06,1.681,1.719,2.098,2.188,2.462,2.594,2.662,3.007,3.063,3.232,3.353,3.471,3.536,3.595,3.631,3.724,3.973,4.2,4.518,4.603,4.649,4.791,4.828,4.977,5.114,5.502,5.648,5.668,6.185,6.438,6.616,6.806,7.705,7.748,7.9,7.957,8.02,8.351,8.433,8.489,8.528,8.992,9.067,9.334,9.385,9.538,9.603,9.667,9.801,9.859,9.908,9.939,10.38,10.578,11.007,11.084,11.175,11.382,11.57,11.73,11.858,11.928,11.946,12.062,13.035,13.059,13.102,13.208,13.298,13.346,13.537,13.571,13.602,14.018,14.3,14.359,14.392,14.52,14.634,14.682,15.012,15.141,15.204,15.56,15.666,15.748,15.852,15.938,16.377,16.605,16.779,16.818,16.857,17.31,17.571,17.709,17.733,17.919,18.908,18.981,19.25,19.44,19.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.683,0.917,1.159,1.216,1.286,1.325,1.412,1.613,1.637,1.758,1.984,2.34,2.489,2.826,3.352,3.671,3.852,4.623,4.775,5.077,5.339,5.381,6.403,6.423,6.506,6.606,6.798,6.95,7.175,7.214,7.345,7.411,7.666,7.781,8.048,8.141,8.187,8.453,8.595,9.125,9.159,9.377,9.534,9.722,9.783,9.908,9.971,10.056,10.275,10.344,10.472,10.627,10.801,10.963,11.322,11.553,11.63,11.897,12.037,12.322,12.52,12.892,13.042,13.477,13.555,13.728,13.754,13.922,14.321,14.394,14.516,14.553,14.599,14.818,15.101,15.542,15.659,15.862,16.139,16.23,17.498,17.698,18.165,18.436,18.476,18.707,18.771,19.083,19.31,19.41,19.454,19.53,19.668,19.781,19.821,19.854,19.888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.221,0.305,0.382,0.443,0.543,0.736,1.035,1.571,1.918,2.066,2.361,2.451,2.7,2.812,2.9,3.037,3.195,3.224,3.266,3.42,3.742,3.99,4.076,4.119,4.253,4.356,4.476,4.709,4.771,4.86,5.342,5.588,5.85,6.039,6.088,6.433,6.577,6.654,6.736,6.931,7.191,7.414,7.458,7.559,7.698,7.787,9.653,9.909,10.149,10.201,10.235,10.505,11.202,11.286,11.565,11.599,11.857,12.256,12.481,12.506,12.536,12.854,12.954,13.132,13.244,13.311,13.362,13.427,13.518,13.568,13.74,13.803,13.986,14.131,14.248,14.273,14.289,14.38,14.438,14.888,14.934,15.01,15.182,15.264,15.332,16.003,16.076,16.13,16.842,16.955,17.194,17.256,17.733,17.785,17.838,18.002,18.041,18.383,18.66,18.882,19.556,19.711,19.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.095,0.195,0.494,0.917,1.07,1.131,1.221,1.319,1.678,1.772,1.811,2.337,2.421,2.456,2.596,2.732,2.749,3.068,3.162,3.25,3.633,3.888,4.042,4.208,4.556,4.722,4.842,4.928,5.473,5.682,5.719,5.758,5.883,6.137,6.283,6.616,6.673,6.802,7.075,7.559,7.751,7.856,8.129,8.364,8.553,8.804,8.918,8.996,9.044,9.212,9.295,9.407,9.451,10.18,10.239,10.357,10.572,10.69,10.734,11.043,11.504,11.66,11.69,11.736,11.869,12.012,12.078,12.33,12.402,12.482,12.579,12.736,12.918,13.205,13.334,13.517,13.805,13.847,13.926,14.15,14.311,14.337,14.37,14.457,14.494,14.658,14.752,14.812,14.877,15.086,15.358,15.766,15.944,15.995,16.156,16.206,16.245,16.338,16.466,16.783,17.015,17.096,17.147,17.496,17.869,17.956,18.487,18.604,18.653,18.716,19.059,19.211,19.329,19.698,19.752,19.808,19.914,nan,nan,nan
0.205,0.308,0.648,0.749,1.209,1.228,1.471,1.594,1.802,1.823,1.955,2.123,2.252,2.487,2.524,3.207,3.382,3.566,3.703,4.003,4.401,4.701,4.765,4.928,5.13,5.189,5.263,5.661,6.041,6.355,6.458,6.538,6.618,6.653,7.084,7.267,7.302,7.351,7.51,7.57,7.679,8.089,8.874,8.986,9.294,9.405,9.695,10.178,10.519,10.691,10.961,11.13,11.343,11.396,11.515,11.56,11.581,11.636,12.019,12.12,12.167,12.596,12.689,12.794,12.825,13.033,13.226,13.428,13.581,13.861,14.03,14.281,14.333,14.421,14.677,15.018,15.461,15.697,15.782,15.833,16.001,16.04,16.119,16.179,16.69,17.163,17.191,17.393,17.607,17.816,18.203,18.289,18.384,18.587,18.618,18.94,19.026,19.201,19.312,19.954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.665,0.739,0.849,0.985,1.229,1.421,1.475,1.715,1.746,1.882,2.138,2.376,2.626,2.81,2.933,3.119,3.184,3.472,3.858,3.891,3.936,4.077,4.115,4.34,4.709,4.951,5.122,5.157,5.215,5.329,5.364,5.446,5.608,5.686,5.852,5.984,6.159,6.551,6.68,6.797,6.873,7.269,7.408,7.519,8.537,8.977,9.007,9.058,9.147,9.22,9.499,9.526,9.735,9.815,9.924,10.39,10.482,10.575,10.681,10.784,11.279,11.604,11.917,12.269,12.503,12.587,12.759,13.217,13.45,13.48,13.929,14.075,14.232,14.28,14.347,14.475,14.545,14.593,14.962,15.002,15.032,15.37,15.866,15.998,16.118,16.459,17.117,17.257,17.588,17.724,17.814,17.922,17.964,18.407,18.52,18.696,18.784,18.826,19.015,19.053,19.172,19.197,19.651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.153,0.222,0.451,0.686,0.718,1.05,1.113,1.204,1.333,1.426,1.708,1.926,2.158,2.257,2.448,2.627,2.791,2.828,3.031,3.862,4.097,4.243,4.358,4.535,4.74,4.758,5.036,5.182,5.272,5.474,5.513,5.562,5.737,5.904,6.008,6.245,6.275,6.335,6.469,6.524,6.773,6.804,7.093,7.175,7.322,7.342,7.417,7.613,7.671,7.715,7.843,8.459,8.503,8.612,8.737,8.924,9.044,9.12,9.206,9.274,9.768,10.12,10.285,10.898,10.941,11.059,11.142,11.464,11.572,11.677,12.19,12.323,12.492,12.528,12.678,12.732,12.933,13.033,13.522,13.631,13.948,14.037,14.108,14.241,14.416,15.196,15.386,15.897,16.034,16.08,16.357,16.553,16.774,16.857,16.941,16.992,17.13,17.388,17.581,17.829,17.924,18.092,18.541,18.564,18.848,19.11,19.307,19.392,19.587,19.645,19.729,19.934,19.969,nan,nan,nan,nan,nan,nan,nan
0.049,0.105,0.485,0.724,0.949,1.678,1.769,1.97,2.032,2.531,2.755,2.842,2.875,2.938,3.056,3.09,3.408,3.562,3.696,3.888,3.921,4.318,4.395,4.518,4.648,4.72,4.799,4.852,4.987,5.015,5.076,5.104,5.334,5.823,6.078,6.284,6.594,6.64,6.854,7.075,7.189,7.44,7.539,7.667,7.754,7.871,7.924,7.973,8.17,8.924,9.162,9.304,9.578,9.872,10.22,10.343,11.043,11.179,11.271,11.3,11.389,11.453,11.676,11.765,11.875,12.023,12.073,12.543,12.592,12.693,13.213,13.261,13.428,13.548,13.84,13.919,14.212,14.512,14.689,14.831,14.893,15.084,15.114,15.18,15.279,15.383,15.408,15.502,15.858,16.06,16.253,16.469,16.489,17.107,17.157,17.183,17.529,18.018,18.687,18.812,18.887,19.045,19.084,19.132,19.391,19.462,19.874,19.921,19.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.851,1.138,1.178,1.338,1.527,1.558,1.681,2.031,2.228,2.452,2.478,2.503,2.565,2.761,2.816,2.969,3.066,3.106,3.541,3.642,3.822,3.937,4.472,4.797,4.934,4.959,5.282,5.313,5.697,5.811,6.06,6.15,6.182,6.338,6.353,6.425,6.584,6.748,7.157,7.179,7.215,7.284,7.337,7.659,7.984,8.255,8.343,8.463,8.536,8.722,9.264,9.301,9.491,9.659,9.713,9.832,9.87,10.287,10.33,10.401,10.587,10.648,10.795,10.909,11.027,11.498,11.534,11.565,12.238,12.735,12.919,13.083,13.117,13.341,13.428,13.639,13.985,14.039,14.218,14.34,14.739,14.853,14.888,14.955,15.045,15.373,15.569,15.85,16.394,16.495,16.519,16.578,16.687,16.709,16.976,17.041,17.08,17.27,17.336,17.397,17.534,17.765,17.876,18.074,18.136,18.235,18.523,18.614,18.64,18.854,18.973,19.036,19.087,19.144,19.195,19.331,19.537,19.997,nan
0.087,0.23,0.33,0.509,0.55,0.62,1.218,1.397,1.428,1.56,1.646,1.842,1.891,1.988,2.169,2.206,2.753,2.859,3.103,3.734,3.828,3.873,3.909,3.938,4.046,4.138,4.233,4.295,4.33,4.624,4.913,4.939,5.219,5.552,5.675,5.936,5.985,6.059,6.182,6.272,6.364,6.393,7.156,7.508,7.572,7.684,7.739,8.075,8.203,8.313,8.333,8.431,8.518,8.829,8.893,9.155,9.408,9.508,9.581,9.825,10.086,10.572,10.752,11.066,11.829,12.06,12.143,12.322,12.909,13.251,13.322,13.435,13.542,13.574,13.8,14.001,14.058,14.301,14.335,14.408,14.741,14.93,15.051,15.154,15.219,15.293,15.34,15.397,15.513,15.616,15.774,16.018,16.282,16.589,16.661,16.703,16.754,16.966,17.158,17.41,17.731,17.777,18.039,18.218,18.551,18.653,19.037,19.102,19.307,19.357,19.54,19.859,19.962,nan,nan,nan,nan,nan,nan,nan
0.067,0.174,0.468,0.589,0.755,0.803,0.908,0.966,0.994,1.1,1.256,1.414,1.538,1.844,1.991,2.05,2.191,2.247,2.284,2.496,3.037,3.19,3.216,3.491,3.645,3.79,3.848,3.921,4.298,4.356,4.652,4.683,4.703,4.79,4.9,4.94,5.008,5.041,5.083,5.264,5.363,5.609,5.68,5.836,6.053,6.167,6.232,6.253,6.382,6.72,6.929,6.98,7.109,7.152,7.273,7.686,7.785,7.828,8.566,8.666,8.696,9.017,9.879,10.153,10.256,10.546,10.58,11.651,11.8,12.707,12.779,13.735,13.767,13.981,14.162,14.288,14.389,14.828,15.3,15.379,15.457,15.673,15.87,15.938,15.996,16.125,16.274,16.367,16.41,16.488,16.588,17.224,17.254,17.3,17.524,17.914,18.506,18.566,18.601,18.751,18.789,18.973,19.151,19.561,19.681,19.725,19.784,19.846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
