0.025,0.132,0.168,0.52,0.539,0.586,0.611,0.685,0.803,0.906,0.958,1.034,1.114,1.147,1.186,1.355,1.423,1.556,1.621,1.71,1.787,1.916,1.975,2.095,2.121,2.181,2.329,2.368,2.419,2.559,2.604,2.652,2.724,2.745,2.775,2.893,2.957,3.158,3.218,3.335,3.358,3.555,3.59,3.658,3.674,3.693,3.792,4.088,4.14,4.267,4.381,4.474,4.554,4.675,4.707,4.727,4.77,4.87,5.012,5.057,5.112,5.292,5.335,5.392,5.432,5.466,5.495,5.585,5.719,5.815,5.839,5.864,6.018,6.109,6.167,6.202,6.227,6.273,6.391,6.47,6.504,6.576,6.6,6.748,6.913,7.028,7.074,7.101,7.218,7.254,7.283,7.385,7.473,7.504,7.604,7.628,7.686,7.726,7.773,7.792,7.828,7.931,7.975,7.999,8.081,8.134,8.185,8.322,8.375,8.388,8.442,8.477,8.542,8.589,8.619,8.783,8.868,8.946,9.018,9.048,9.198,9.226,9.25,9.276,9.297,9.316,9.358,9.446,9.518,9.588,9.627,9.709,9.746,9.889,9.977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.116,0.139,0.156,0.205,0.332,0.362,0.43,0.466,0.6,0.721,0.909,1.018,1.039,1.149,1.24,1.287,1.342,1.48,1.814,1.85,1.912,1.986,2.058,2.125,2.141,2.207,2.232,2.259,2.321,2.531,2.563,2.62,2.671,2.8,2.832,2.869,2.897,3.03,3.086,3.166,3.178,3.227,3.278,3.313,3.477,3.527,3.674,3.754,3.787,3.819,3.856,3.906,3.987,4.03,4.076,4.107,4.131,4.239,4.301,4.419,4.727,4.761,4.808,4.957,4.97,5.006,5.123,5.195,5.299,5.335,5.474,5.51,5.556,5.592,5.619,5.668,5.736,5.795,5.912,5.971,6.194,6.235,6.273,6.321,6.36,6.49,6.586,6.628,6.649,6.828,6.968,6.996,7.102,7.165,7.24,7.301,7.394,7.435,7.477,7.638,7.696,7.783,7.807,7.845,7.879,7.938,8.017,8.119,8.202,8.287,8.301,8.359,8.382,8.407,8.429,8.447,8.472,8.511,8.56,8.597,8.672,8.78,8.81,8.895,8.924,8.951,9.001,9.105,9.398,9.42,9.46,9.76,9.829,9.891,9.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.115,0.144,0.372,0.532,0.611,0.683,0.727,0.773,0.924,0.994,1.024,1.1,1.151,1.201,1.271,1.393,1.451,1.553,1.582,1.64,1.709,1.748,1.811,1.877,1.922,2.037,2.129,2.163,2.226,2.253,2.316,2.399,2.41,2.479,2.582,2.625,2.721,2.784,2.823,2.91,2.969,3.017,3.106,3.132,3.194,3.262,3.297,3.428,3.486,3.559,3.6,3.631,3.719,3.748,3.781,3.85,3.883,3.994,4.035,4.087,4.184,4.228,4.247,4.303,4.377,4.421,4.497,4.557,4.616,4.709,4.759,4.817,4.928,5.002,5.066,5.12,5.146,5.202,5.295,5.333,5.463,5.504,5.547,5.706,5.721,5.757,5.79,5.856,5.889,5.997,6.076,6.14,6.267,6.34,6.386,6.485,6.597,6.622,6.857,6.905,6.953,7.05,7.139,7.181,7.452,7.487,7.532,7.577,7.628,7.721,7.821,7.892,7.916,7.957,8.061,8.118,8.164,8.206,8.28,8.375,8.402,8.478,8.542,8.593,8.657,8.675,8.714,8.755,8.841,8.865,8.888,8.959,8.98,9.013,9.049,9.077,9.108,9.147,9.161,9.19,9.264,9.287,9.399,9.471,9.513,9.586,9.647,9.697,9.859,9.879,nan,nan,nan,nan,nan
0.068,0.102,0.13,0.177,0.222,0.295,0.336,0.521,0.554,0.658,0.702,0.736,0.779,1.046,1.116,1.152,1.189,1.298,1.342,1.383,1.442,1.49,1.525,1.601,1.636,1.683,1.794,1.933,1.999,2.053,2.115,2.168,2.326,2.352,2.385,2.447,2.557,2.596,2.644,2.743,2.817,2.9,3.011,3.05,3.107,3.23,3.254,3.279,3.313,3.336,3.376,3.488,3.546,3.609,3.636,3.671,3.699,3.734,3.804,3.825,3.852,3.934,4.002,4.1,4.209,4.259,4.306,4.387,4.479,4.5,4.583,4.815,4.861,4.9,5.015,5.073,5.197,5.214,5.282,5.362,5.405,5.439,5.457,5.486,5.595,5.629,5.683,5.707,5.734,5.919,5.984,6.089,6.164,6.203,6.24,6.287,6.321,6.384,6.492,6.804,6.871,6.915,7.004,7.018,7.061,7.102,7.319,7.418,7.456,7.598,7.622,7.671,7.69,7.71,7.8,7.836,7.912,8.009,8.135,8.19,8.209,8.28,8.305,8.327,8.372,8.538,8.584,8.63,8.835,8.873,9.055,9.076,9.131,9.154,9.3,9.541,9.593,9.645,9.68,9.794,9.814,9.953,9.996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.043,0.149,0.208,0.339,0.419,0.459,0.545,0.642,0.683,0.757,0.777,0.807,0.841,0.933,0.986,1.052,1.185,1.28,1.39,1.517,1.539,1.553,1.63,1.689,1.766,1.905,1.92,1.941,1.983,2.017,2.047,2.103,2.211,2.261,2.326,2.348,2.413,2.485,2.539,2.611,2.669,2.783,2.812,2.838,2.962,3.083,3.18,3.207,3.226,3.316,3.355,3.488,3.728,3.807,3.846,3.876,3.92,3.957,4.03,4.09,4.146,4.228,4.346,4.388,4.48,4.518,4.782,4.869,4.909,4.977,5.104,5.146,5.189,5.329,5.376,5.485,5.516,5.544,5.596,5.69,5.865,5.904,5.935,6.001,6.029,6.115,6.218,6.316,6.37,6.424,6.565,6.595,6.635,6.794,6.851,6.953,7.005,7.099,7.172,7.397,7.498,7.576,7.652,7.721,7.767,7.819,7.875,7.942,7.961,7.999,8.035,8.061,8.085,8.106,8.155,8.225,8.273,8.369,8.463,8.559,8.594,8.629,8.734,8.786,8.838,8.887,9.019,9.056,9.109,9.212,9.239,9.29,9.369,9.448,9.491,9.535,9.612,9.637,9.675,9.738,9.805,9.829,9.876,9.9,9.934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033,0.149,0.184,0.273,0.319,0.348,0.386,0.463,0.569,0.62,0.717,0.736,0.807,0.894,0.975,1.013,1.128,1.169,1.196,1.315,1.376,1.533,1.684,1.702,1.898,1.921,2.131,2.218,2.277,2.293,2.385,2.416,2.443,2.496,2.566,2.668,2.7,2.763,2.846,2.908,3.003,3.044,3.08,3.124,3.147,3.16,3.184,3.228,3.291,3.408,3.42,3.463,3.655,3.733,3.784,3.886,4.012,4.04,4.074,4.262,4.413,4.508,4.542,4.569,4.677,4.854,4.904,5.011,5.084,5.228,5.327,5.357,5.396,5.454,5.473,5.503,5.528,5.553,5.7,5.744,5.791,5.849,5.909,6.044,6.065,6.163,6.217,6.296,6.315,6.365,6.386,6.462,6.495,6.526,6.558,6.609,6.627,6.643,6.677,6.912,6.962,6.989,7.014,7.055,7.124,7.331,7.373,7.405,7.663,7.721,7.75,7.831,7.878,8.063,8.106,8.148,8.164,8.224,8.295,8.476,8.509,8.559,8.628,8.73,8.769,8.783,8.934,9.005,9.131,9.206,9.248,9.312,9.401,9.424,9.463,9.531,9.592,9.655,9.769,9.809,9.871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.092,0.255,0.349,0.395,0.472,0.499,0.565,0.632,0.696,0.855,0.952,0.979,1.085,1.162,1.212,1.277,1.315,1.358,1.483,1.555,1.616,1.661,1.72,1.746,1.779,1.824,1.918,2.0,2.048,2.112,2.15,2.178,2.279,2.358,2.443,2.493,2.524,2.588,2.628,2.651,2.678,2.759,2.84,2.901,2.984,3.037,3.218,3.232,3.347,3.427,3.563,3.608,3.693,3.741,3.799,3.88,3.911,3.937,4.05,4.227,4.27,4.289,4.352,4.408,4.531,4.625,4.697,4.74,4.782,4.816,4.913,4.983,5.093,5.132,5.195,5.218,5.242,5.336,5.433,5.455,5.487,5.577,5.67,5.764,5.859,5.902,5.925,5.962,5.984,6.06,6.151,6.294,6.333,6.377,6.402,6.459,6.535,6.56,6.581,6.613,6.671,6.766,6.839,6.983,7.059,7.089,7.119,7.158,7.22,7.277,7.298,7.337,7.445,7.648,7.714,7.733,7.79,7.958,8.074,8.108,8.166,8.223,8.259,8.296,8.35,8.393,8.51,8.587,8.606,8.624,8.659,8.724,8.754,8.826,8.913,9.09,9.153,9.255,9.35,9.386,9.481,9.562,9.674,9.706,9.874,9.957,9.98,nan,nan,nan,nan,nan,nan,nan
0.068,0.189,0.261,0.308,0.356,0.473,0.53,0.654,0.683,0.704,0.826,0.865,0.97,1.049,1.161,1.18,1.235,1.286,1.378,1.427,1.469,1.499,1.576,1.65,1.674,1.707,1.74,1.848,1.935,2.09,2.148,2.277,2.342,2.42,2.492,2.578,2.63,2.749,2.775,2.919,2.964,2.999,3.071,3.116,3.178,3.265,3.298,3.332,3.406,3.419,3.495,3.511,3.536,3.576,3.681,3.724,3.779,3.833,3.913,3.983,4.213,4.271,4.493,4.517,4.594,4.612,4.626,4.815,5.065,5.152,5.255,5.392,5.41,5.562,5.591,5.616,5.64,5.83,5.879,5.915,6.017,6.076,6.133,6.188,6.32,6.409,6.464,6.495,6.546,6.65,6.886,6.941,6.983,7.051,7.095,7.17,7.209,7.227,7.275,7.308,7.411,7.586,7.701,7.834,7.885,7.966,8.012,8.135,8.178,8.22,8.243,8.393,8.492,8.561,8.598,8.669,8.85,8.889,8.913,9.024,9.054,9.193,9.237,9.277,9.371,9.41,9.493,9.529,9.587,9.625,9.644,9.71,9.777,9.801,9.843,9.884,9.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.069,0.136,0.203,0.246,0.296,0.319,0.346,0.498,0.598,0.622,0.675,0.818,0.946,1.014,1.033,1.137,1.184,1.228,1.246,1.275,1.394,1.48,1.517,1.642,1.805,1.836,1.885,1.922,2.058,2.123,2.164,2.195,2.216,2.272,2.304,2.337,2.399,2.455,2.489,2.564,2.694,2.726,2.772,2.839,2.86,2.898,2.931,2.947,3.015,3.052,3.175,3.255,3.362,3.384,3.47,3.518,3.658,3.7,3.761,3.796,3.841,3.899,3.946,4.002,4.174,4.211,4.247,4.308,4.333,4.382,4.446,4.477,4.563,4.608,4.787,4.824,4.852,4.959,5.049,5.078,5.115,5.142,5.188,5.271,5.357,5.38,5.451,5.545,5.583,5.705,5.839,5.891,5.908,5.963,6.0,6.05,6.113,6.307,6.374,6.436,6.525,6.56,6.593,6.71,6.876,6.911,6.971,7.023,7.093,7.175,7.251,7.266,7.352,7.395,7.425,7.469,7.57,7.615,7.772,7.861,7.913,7.935,7.974,8.026,8.075,8.132,8.148,8.35,8.428,8.49,8.517,8.549,8.712,8.762,8.815,8.869,8.947,9.19,9.226,9.32,9.397,9.438,9.572,9.678,9.729,9.811,9.854,9.895,9.927,9.994,nan,nan,nan,nan,nan
0.055,0.144,0.208,0.349,0.409,0.434,0.461,0.58,0.628,0.689,0.775,0.809,0.891,1.039,1.081,1.11,1.195,1.208,1.301,1.379,1.54,1.554,1.595,1.719,1.753,1.815,1.892,1.975,2.135,2.206,2.291,2.424,2.476,2.531,2.569,2.607,2.639,2.782,3.114,3.161,3.284,3.42,3.586,3.698,3.774,3.833,3.968,4.018,4.061,4.225,4.241,4.33,4.361,4.398,4.438,4.658,4.711,4.779,4.928,4.94,4.975,5.021,5.04,5.097,5.149,5.182,5.336,5.466,5.509,5.575,5.634,5.652,5.68,5.74,5.788,5.943,6.158,6.214,6.253,6.333,6.373,6.459,6.566,6.675,6.829,6.887,6.958,7.009,7.042,7.209,7.283,7.303,7.351,7.46,7.502,7.699,7.821,7.899,7.96,8.054,8.082,8.132,8.238,8.355,8.423,8.539,8.676,8.723,8.772,8.814,8.841,9.065,9.089,9.203,9.27,9.505,9.647,9.69,9.788,9.829,9.887,9.983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.087,0.176,0.215,0.254,0.315,0.394,0.517,0.668,0.7,0.728,0.75,0.888,0.941,0.961,1.015,1.057,1.087,1.14,1.187,1.243,1.429,1.555,1.59,1.632,1.668,1.747,1.791,1.847,1.978,2.043,2.085,2.231,2.279,2.324,2.447,2.49,2.541,2.593,2.637,2.679,2.803,2.842,2.866,3.11,3.322,3.466,3.499,3.744,3.826,3.93,3.948,3.975,4.005,4.028,4.083,4.215,4.302,4.345,4.394,4.438,4.507,4.651,4.667,4.696,4.716,4.775,4.826,4.876,4.969,5.109,5.16,5.264,5.321,5.358,5.466,5.549,5.643,5.699,5.751,5.922,5.94,5.986,6.016,6.042,6.061,6.093,6.118,6.18,6.29,6.362,6.4,6.557,6.605,6.641,6.827,6.946,7.009,7.1,7.153,7.198,7.228,7.311,7.406,7.45,7.543,7.662,7.705,7.752,7.82,8.033,8.129,8.151,8.188,8.217,8.295,8.323,8.381,8.406,8.51,8.603,8.965,9.05,9.081,9.307,9.386,9.433,9.468,9.503,9.757,9.916,9.934,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.081,0.191,0.273,0.442,0.457,0.492,0.54,0.56,0.617,0.655,0.806,0.866,0.978,1.128,1.266,1.317,1.357,1.431,1.499,1.558,1.687,1.737,1.878,1.908,1.983,2.038,2.079,2.106,2.132,2.151,2.303,2.527,2.581,2.598,2.636,2.681,2.709,2.776,2.821,2.927,3.008,3.078,3.114,3.164,3.199,3.236,3.271,3.32,3.38,3.409,3.456,3.489,3.566,3.705,3.831,3.894,3.945,4.049,4.102,4.3,4.368,4.412,4.587,4.622,4.733,4.866,4.911,4.987,5.017,5.113,5.138,5.169,5.213,5.33,5.441,5.457,5.534,5.652,5.715,5.891,5.915,5.955,5.994,6.027,6.205,6.285,6.369,6.433,6.5,6.62,6.76,6.798,6.841,6.876,6.906,6.956,7.012,7.04,7.14,7.397,7.437,7.47,7.665,7.701,7.786,7.864,7.921,8.042,8.083,8.152,8.218,8.242,8.291,8.4,8.467,8.532,8.557,8.581,8.706,9.19,9.231,9.293,9.373,9.519,9.553,9.615,9.641,9.684,9.716,9.783,9.839,9.862,9.888,9.927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.177,0.227,0.328,0.351,0.472,0.553,0.676,0.704,0.757,0.781,0.926,0.971,1.066,1.118,1.151,1.209,1.245,1.273,1.307,1.435,1.575,1.6,1.665,1.777,1.819,1.848,1.965,2.248,2.272,2.386,2.444,2.561,2.69,2.771,2.798,2.825,2.877,3.097,3.148,3.185,3.404,3.455,3.566,3.605,3.641,3.677,3.706,3.952,4.003,4.028,4.103,4.161,4.204,4.322,4.42,4.449,4.469,4.567,4.605,4.63,4.739,4.806,4.859,4.891,4.93,4.953,5.058,5.192,5.268,5.358,5.437,5.476,5.51,5.549,5.587,5.611,5.73,5.78,5.826,5.894,5.935,6.008,6.115,6.213,6.245,6.305,6.346,6.413,6.446,6.497,6.568,6.722,6.77,6.874,6.933,6.961,7.02,7.072,7.106,7.156,7.176,7.224,7.273,7.36,7.438,7.476,7.572,7.601,7.692,7.748,7.796,7.821,7.935,7.957,7.983,8.091,8.177,8.2,8.368,8.452,8.524,8.631,8.66,8.691,8.738,8.895,8.962,9.075,9.1,9.119,9.143,9.208,9.231,9.247,9.396,9.428,9.453,9.48,9.558,9.612,9.648,9.733,9.768,9.827,9.866,9.887,9.943,nan,nan,nan,nan,nan,nan,nan
