0.251,0.707,0.96,1.181,1.362,1.46,1.993,2.242,2.415,2.767,3.2,3.416,3.764,4.007,4.26,4.404,4.99,5.159,5.218,5.475,5.648,5.848,5.95,5.983,6.114,6.516,6.92,7.029,7.298,7.368,7.592,7.718,7.865,7.953,8.033,8.116,8.205,8.392,8.614,8.656,8.714,8.93,9.007,9.13,9.303,9.43,9.686,9.762,9.864,9.972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15,0.252,0.424,0.477,0.575,0.961,1.187,1.235,1.456,1.626,1.757,1.882,2.02,2.149,2.273,2.488,2.547,2.831,2.872,2.93,3.177,3.382,3.41,3.448,3.664,3.79,4.023,4.466,4.604,4.648,4.942,5.013,5.174,5.257,5.363,5.446,5.544,5.57,5.713,5.946,6.043,6.097,6.385,6.684,6.767,7.333,7.364,7.517,7.553,7.7,7.734,8.174,8.211,8.248,8.45,8.594,8.669,8.813,8.853,8.908,9.159,9.248,9.308,9.422,9.803
0.48,0.744,0.901,1.253,1.546,1.797,2.048,2.075,2.119,2.366,2.5,2.778,3.367,3.67,3.692,4.094,4.495,4.511,4.805,5.005,5.073,5.131,5.159,5.231,5.3,5.344,5.509,5.688,6.064,6.132,6.343,6.414,6.706,7.835,8.147,8.375,8.519,8.775,9.132,9.184,9.409,9.832,9.892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.187,0.213,0.345,0.417,0.618,0.772,1.544,1.608,1.719,1.83,2.152,2.201,2.433,3.116,3.177,3.453,3.551,3.571,3.601,3.659,4.015,4.134,4.319,4.429,4.668,4.773,4.821,4.931,5.031,5.05,5.139,5.275,5.468,5.551,5.63,5.783,5.902,6.043,6.157,6.211,6.253,6.294,6.371,6.676,6.707,6.844,6.958,7.017,7.419,7.511,7.657,7.98,8.274,8.404,8.436,9.248,9.294,9.336,9.439,9.61,nan,nan,nan,nan,nan
0.024,0.128,0.186,0.34,0.533,0.747,0.946,1.182,1.254,1.41,1.484,1.569,1.964,2.371,2.621,2.741,2.848,3.384,3.593,3.748,4.257,4.31,4.443,4.786,5.074,5.124,5.191,5.365,6.049,6.086,6.353,6.671,6.744,6.945,7.212,7.286,7.386,7.432,7.727,7.899,7.975,8.053,8.124,8.255,8.533,8.552,8.799,8.962,9.006,9.256,9.598,9.708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074,0.489,0.646,0.801,0.933,1.033,1.558,1.652,1.821,2.089,2.136,3.35,3.777,4.092,4.114,4.297,4.491,4.596,4.704,4.77,4.819,5.19,5.275,5.451,5.519,5.581,5.658,5.822,5.949,6.025,6.301,7.096,7.19,7.225,7.352,7.4,7.534,7.741,7.819,8.121,8.364,8.407,8.494,8.663,8.782,8.972,9.017,9.202,9.313,9.53,9.831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.152,0.339,0.455,0.542,0.711,0.855,0.942,1.131,1.439,1.77,2.131,2.175,2.32,2.581,2.719,3.045,3.767,3.817,4.029,4.125,4.166,4.195,4.501,4.63,4.98,5.068,5.194,5.495,5.764,6.142,6.742,6.868,6.94,7.006,7.102,7.17,7.215,7.362,7.388,7.495,7.549,7.845,8.39,8.442,8.95,9.068,9.121,9.432,9.679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.258,0.882,0.999,1.042,1.87,1.922,2.002,2.269,2.501,2.634,2.684,2.83,2.93,3.09,3.454,3.662,3.813,4.018,4.047,4.336,4.653,4.76,4.824,4.863,4.961,5.232,5.363,5.605,5.998,6.245,6.365,6.422,6.627,6.971,7.034,7.263,7.307,7.394,7.728,8.032,8.068,8.265,8.378,8.544,8.675,8.877,8.932,9.092,9.198,9.468,9.757,9.88,9.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.168,0.204,0.36,0.593,0.669,0.69,0.851,0.895,1.068,1.101,1.148,1.495,1.545,1.861,1.938,2.012,2.218,2.336,2.464,2.583,2.803,2.852,3.127,3.187,3.877,4.172,4.426,4.458,5.076,5.252,5.529,5.631,5.972,6.14,6.238,6.264,6.279,6.34,6.429,6.458,7.361,7.541,7.637,7.839,8.469,9.175,9.399,9.563,9.735,9.811,9.925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.257,0.607,0.849,0.912,0.937,0.971,1.458,1.528,1.595,1.665,2.012,2.159,2.193,2.857,3.358,3.556,3.875,3.954,4.197,4.233,4.547,4.667,5.012,5.09,5.251,5.559,5.692,5.802,6.003,6.166,6.248,6.372,6.402,6.446,6.5,6.799,6.843,7.009,7.261,7.348,7.565,7.627,7.736,7.806,7.916,7.971,8.05,8.144,8.608,9.06,9.119,9.447,9.991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.16,0.35,0.484,0.513,0.685,0.87,1.066,1.364,1.437,1.489,1.666,1.696,2.274,2.349,2.583,2.757,2.798,2.998,3.095,3.195,3.304,3.456,3.626,3.707,3.887,3.961,4.029,4.075,4.221,4.439,4.776,5.236,5.628,5.793,5.958,6.384,6.459,6.656,7.005,7.419,7.595,7.715,7.812,7.882,8.039,8.125,8.241,8.814,8.909,9.103,9.141,9.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.111,0.218,0.704,0.981,1.011,1.056,1.291,1.585,2.064,2.199,2.259,2.349,2.49,2.694,2.971,3.089,3.388,3.766,3.828,3.882,4.117,4.168,4.531,4.585,4.925,4.961,5.362,5.553,5.935,6.112,6.137,6.388,6.44,7.292,7.624,7.943,7.992,8.084,8.177,8.202,8.699,8.789,8.894,9.061,9.189,9.239,9.423,9.476,9.789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.448,0.593,1.112,1.159,1.438,1.542,1.639,2.022,2.214,2.262,2.312,2.565,2.909,3.043,3.482,3.701,3.92,4.027,4.043,4.127,4.442,4.566,4.785,4.875,5.02,5.054,5.246,5.299,5.343,5.744,5.943,5.974,6.237,6.358,6.448,6.51,7.08,7.224,7.844,7.896,8.063,8.111,8.446,8.49,8.575,8.801,9.165,9.284,9.313,9.371,9.592,9.791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.039,0.093,0.833,1.092,1.397,1.853,1.935,2.175,2.407,2.557,2.631,2.851,2.972,3.027,3.148,3.202,3.52,3.725,3.827,3.884,3.914,4.147,4.431,4.627,4.73,4.819,4.997,5.693,5.845,5.929,6.475,6.6,6.656,6.823,6.956,6.987,7.597,7.743,7.972,8.433,8.592,9.073,9.289,9.422,9.798,9.853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.097,0.415,0.579,0.719,0.951,1.67,1.919,2.253,2.34,2.397,2.562,2.697,2.946,3.263,3.33,3.476,3.943,3.972,4.15,4.282,4.437,5.005,5.25,5.357,5.459,5.75,5.845,6.17,6.279,6.558,6.694,7.163,7.178,7.313,7.355,7.439,7.52,7.618,7.963,8.712,8.762,8.861,8.889,8.957,9.014,9.271,9.379,9.529,9.778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.277,0.461,0.517,0.602,0.656,0.882,0.953,1.07,1.094,1.262,1.352,1.403,1.505,1.54,2.335,2.711,2.958,3.236,3.308,3.46,3.511,3.705,3.927,4.041,4.103,4.423,4.578,4.638,5.226,5.364,5.697,5.948,5.991,6.048,6.194,6.334,6.485,6.681,6.732,6.971,7.535,7.739,8.005,8.185,8.247,8.582,9.03,9.06,9.443,9.863,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.212,0.276,0.803,0.901,1.207,1.272,1.451,1.526,1.699,2.156,2.243,2.359,3.278,3.348,3.54,3.754,3.848,4.232,4.253,4.339,4.505,4.622,5.397,5.457,5.586,5.607,5.685,6.341,6.883,6.931,6.962,7.075,7.317,7.405,7.525,7.558,7.792,7.989,8.065,8.172,8.365,8.39,8.419,8.563,8.703,8.811,8.966,9.215,9.454,9.571,9.654,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.224,0.311,0.605,0.702,0.783,1.384,1.95,2.04,2.281,2.306,2.435,2.481,2.579,2.619,2.747,2.799,3.282,3.579,3.632,3.713,3.838,4.145,4.367,4.604,4.836,5.148,5.258,5.429,5.473,5.511,5.699,5.89,6.027,6.372,6.537,6.913,6.992,7.019,7.121,7.363,7.49,8.096,8.564,8.877,9.088,9.137,9.489,9.52,9.764,9.922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.071,0.154,0.424,0.464,0.532,0.938,1.459,1.613,1.819,2.171,2.317,2.381,2.604,2.925,3.104,3.185,3.217,3.347,3.559,3.598,3.642,3.832,3.895,3.974,4.037,4.114,5.704,5.744,6.156,6.366,6.511,6.579,6.774,7.366,7.593,7.837,8.01,8.295,8.571,8.781,8.796,8.854,9.323,9.494,9.731,9.794,9.961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.044,0.16,0.29,0.479,0.717,0.84,0.924,1.013,1.073,1.146,1.543,1.614,1.837,2.214,2.437,2.931,2.974,3.149,3.547,3.8,4.044,4.07,4.322,4.413,4.78,5.095,5.231,5.379,5.644,5.821,5.854,5.966,6.353,6.44,6.706,7.113,7.183,7.241,7.279,7.476,7.584,7.895,8.057,8.204,8.256,8.422,8.69,8.763,8.9,8.962,9.024,9.118,9.43,9.468,9.842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.477,0.518,0.598,0.775,0.952,1.057,1.251,1.301,1.441,1.782,1.941,1.997,2.017,2.264,2.493,2.561,2.895,2.942,3.055,3.348,3.442,3.638,3.768,3.84,4.16,4.363,4.707,4.793,4.854,4.963,5.025,5.178,5.237,5.644,5.763,5.821,6.475,6.514,6.952,7.399,7.577,7.909,8.141,8.552,8.61,8.763,8.892,9.398,9.675,9.821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.041,0.085,0.153,0.322,0.673,0.699,0.859,1.496,1.666,2.034,2.045,2.204,2.377,2.444,2.54,2.772,2.819,2.901,2.949,2.998,3.203,3.383,3.417,3.664,4.021,4.344,4.482,4.592,4.779,4.816,4.968,5.189,5.311,5.736,5.754,5.933,6.054,6.348,6.915,7.001,7.168,7.765,8.088,8.191,8.533,8.67,8.75,8.866,9.246,9.425,9.515,9.864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.109,0.41,0.534,0.68,0.921,1.017,1.161,1.205,1.318,1.386,1.452,1.473,1.519,1.62,1.944,2.072,2.104,2.156,2.239,2.382,2.737,3.014,3.117,3.476,3.585,3.73,3.848,4.066,4.269,4.355,4.518,4.804,5.09,5.341,5.405,5.745,6.494,6.635,6.84,7.049,7.223,7.452,7.675,8.097,8.399,8.633,8.705,8.759,8.958,9.158,9.229,9.333,9.425,9.498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.139,0.291,0.323,0.359,0.802,1.06,1.427,1.458,1.733,1.862,1.89,1.978,2.338,2.419,2.529,2.608,3.024,3.101,3.216,3.604,3.919,3.974,4.038,4.19,4.237,4.914,4.938,5.577,5.677,5.796,5.87,6.139,6.229,6.25,6.491,6.578,6.757,6.89,7.155,7.199,7.258,7.449,7.588,7.763,8.089,8.226,8.323,8.493,8.64,9.044,9.181,9.454,9.508,9.654,9.738,9.901,9.931,nan,nan,nan,nan,nan,nan,nan,nan
0.448,0.536,0.613,1.114,1.274,1.349,1.826,1.998,2.301,2.426,2.775,3.18,3.334,3.454,3.905,4.167,4.517,4.584,4.715,4.753,4.845,4.91,5.003,5.485,6.055,6.18,6.291,6.336,6.401,6.527,6.826,7.187,7.35,7.48,7.591,8.043,8.076,8.275,8.399,8.485,8.658,8.846,9.45,9.505,9.643,9.911,9.965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.511,0.62,0.849,1.328,1.66,2.02,2.183,2.541,2.803,2.88,3.046,3.301,3.365,3.538,3.58,3.854,4.096,4.224,4.342,4.387,4.482,4.505,5.06,5.172,5.243,5.321,5.396,5.63,5.808,6.159,6.251,6.338,6.42,6.522,6.587,6.812,6.939,7.434,7.464,7.533,7.676,7.967,8.486,8.556,8.803,9.017,9.125,9.205,9.264,9.434,9.584,9.661,9.768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.536,0.645,0.874,1.353,1.685,2.045,2.208,2.566,2.828,2.905,3.071,3.326,3.39,3.563,3.605,3.879,4.121,4.249,4.367,4.412,4.507,4.53,5.085,5.197,5.268,5.346,5.421,5.655,5.833,6.184,6.276,6.363,6.445,6.547,6.612,6.837,6.964,7.459,7.489,7.558,7.701,7.992,8.511,8.581,8.828,9.042,9.15,9.23,9.289,9.459,9.609,9.686,9.793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.561,0.67,0.899,1.378,1.71,2.07,2.233,2.591,2.853,2.93,3.096,3.351,3.415,3.588,3.63,3.904,4.146,4.274,4.392,4.437,4.532,4.555,5.11,5.222,5.293,5.371,5.446,5.68,5.858,6.209,6.301,6.388,6.47,6.572,6.637,6.862,6.989,7.484,7.514,7.583,7.726,8.017,8.536,8.606,8.853,9.067,9.175,9.255,9.314,9.484,9.634,9.711,9.818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.586,0.695,0.924,1.403,1.735,2.095,2.258,2.616,2.878,2.955,3.121,3.376,3.44,3.613,3.655,3.929,4.171,4.299,4.417,4.462,4.557,4.58,5.135,5.247,5.318,5.396,5.471,5.705,5.883,6.234,6.326,6.413,6.495,6.597,6.662,6.887,7.014,7.509,7.539,7.608,7.751,8.042,8.561,8.631,8.878,9.092,9.2,9.28,9.339,9.509,9.659,9.736,9.843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
