0.013,0.039,0.107,0.134,0.192,0.222,0.292,0.408,0.478,0.5,0.567,0.593,0.613,0.659,0.694,0.729,0.831,0.916,0.93,1.015,1.049,1.166,1.39,1.405,1.468,1.505,1.733,1.81,1.852,1.912,1.964,1.995,2.019,2.151,2.17,2.198,2.258,2.318,2.36,2.373,2.532,2.687,2.893,2.928,3.045,3.097,3.114,3.137,3.175,3.202,3.248,3.29,3.348,3.44,3.5,3.536,3.676,3.81,4.009,4.068,4.122,4.248,4.333,4.392,4.409,4.435,4.46,4.513,4.549,4.673,4.705,4.732,4.809,4.834,4.925,5.006,5.129,5.208,5.233,5.258,5.322,5.399,5.467,5.493,5.53,5.689,5.751,5.896,5.984,6.085,6.117,6.177,6.198,6.243,6.447,6.864,6.894,6.905,6.932,6.978,7.139,7.163,7.341,7.369,7.549,7.597,7.618,7.676,7.716,7.757,7.898,8.017,8.204,8.307,8.33,8.39,8.449,8.525,8.65,8.75,8.78,8.853,8.916,8.987,9.013,9.124,9.145,9.21,9.236,9.378,9.42,9.485,9.516,9.551,9.651,9.72,9.833,9.879,9.929,9.952,10.061,10.112,10.15,10.262,10.38,10.441,10.48,10.568,10.619,10.64,10.684,10.963,11.01,11.077,11.108,11.191,11.365,11.47,11.522,11.663,11.775,11.865,11.956,12.006,12.075,12.153,12.232,12.292,12.322,12.362,12.425,12.47,12.552,12.607,12.854,12.882,12.993,13.024,13.054,13.104,13.127,13.152,13.168,13.221,13.284,13.518,13.577,13.642,13.689,13.794,13.907,13.941,14.056,14.281,14.335,14.385,14.461,14.504,14.569,14.594,14.645,14.777,14.837,14.905,15.103,15.22,15.307,15.364,15.51,15.585,15.687,15.709,15.854,15.97,16.004,16.044,16.091,16.184,16.256,16.367,16.434,16.474,16.515,16.571,16.6,16.766,16.793,16.816,16.856,16.966,17.076,17.225,17.255,17.287,17.318,17.378,17.426,17.465,17.506,17.544,17.592,17.654,17.693,17.721,17.792,17.84,17.912,17.978,18.008,18.072,18.125,18.245,18.273,18.315,18.373,18.446,18.569,18.624,18.751,18.811,18.852,18.924,19.073,19.15,19.2,19.251,19.372,19.697,19.786,19.843,19.939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.156,0.23,0.363,0.494,0.527,0.602,0.724,0.763,0.809,0.845,0.871,0.919,0.94,1.138,1.172,1.196,1.277,1.313,1.394,1.495,1.539,1.601,1.622,1.685,1.731,1.79,1.866,1.94,2.009,2.047,2.086,2.127,2.158,2.198,2.254,2.316,2.348,2.458,2.493,2.635,2.695,2.902,2.959,3.034,3.188,3.307,3.34,3.397,3.475,3.64,3.749,3.842,4.016,4.057,4.094,4.176,4.199,4.253,4.312,4.383,4.432,4.455,4.482,4.55,4.592,4.668,4.696,4.745,4.861,4.973,4.998,5.113,5.132,5.211,5.232,5.267,5.29,5.321,5.49,5.511,5.735,5.859,5.934,5.956,6.118,6.136,6.297,6.437,6.515,6.533,6.571,6.647,6.694,6.772,6.813,6.902,7.15,7.26,7.285,7.311,7.442,7.539,7.607,7.936,7.97,8.054,8.092,8.23,8.257,8.297,8.334,8.405,8.502,8.523,8.698,8.736,8.789,9.07,9.15,9.167,9.26,9.314,9.427,9.465,9.549,9.589,9.684,9.828,9.889,9.949,9.978,10.04,10.081,10.13,10.217,10.345,10.609,10.658,10.71,10.859,11.027,11.084,11.163,11.302,11.367,11.554,11.619,11.638,11.695,11.736,11.832,11.875,11.923,12.07,12.106,12.311,12.471,12.576,12.598,12.623,12.635,12.656,12.7,12.743,12.8,12.825,12.855,12.879,12.897,12.927,12.946,12.981,13.007,13.035,13.178,13.206,13.232,13.257,13.296,13.329,13.408,13.481,13.515,13.574,13.63,13.771,13.861,13.994,14.256,14.356,14.441,14.511,14.554,14.587,14.618,14.849,14.913,15.089,15.129,15.162,15.292,15.351,15.477,15.54,15.587,15.745,15.821,15.87,15.955,15.984,16.187,16.204,16.314,16.438,16.508,16.535,16.603,16.712,16.78,16.864,16.889,17.025,17.077,17.215,17.238,17.272,17.332,17.376,17.426,17.44,17.555,17.579,17.696,17.717,17.769,17.879,17.942,18.005,18.199,18.255,18.457,18.602,18.632,18.782,18.884,19.029,19.073,19.129,19.152,19.213,19.25,19.268,19.362,19.39,19.526,19.793,19.907,19.926,19.951,19.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.142,0.214,0.241,0.364,0.404,0.44,0.509,0.564,0.615,0.651,0.766,0.837,0.928,0.995,1.033,1.178,1.202,1.301,1.321,1.388,1.468,1.555,1.598,1.647,1.681,1.708,1.756,1.84,1.878,1.967,2.13,2.157,2.194,2.382,2.452,2.588,2.641,2.728,2.933,2.979,3.204,3.229,3.283,3.381,3.468,3.487,3.528,3.61,3.651,3.696,3.783,3.886,3.951,4.069,4.089,4.292,4.319,4.377,4.474,4.492,4.577,4.668,4.785,4.841,4.894,5.101,5.137,5.211,5.253,5.282,5.4,5.548,5.569,5.589,5.631,5.652,5.678,5.705,5.733,5.889,5.926,5.958,6.125,6.196,6.309,6.361,6.398,6.431,6.501,6.708,6.873,6.953,7.005,7.032,7.29,7.372,7.457,7.516,7.563,7.597,7.756,7.882,7.961,8.027,8.043,8.098,8.11,8.14,8.155,8.192,8.216,8.265,8.315,8.418,8.472,8.526,8.549,8.577,8.611,8.724,8.819,8.881,8.981,9.003,9.103,9.148,9.179,9.202,9.25,9.289,9.347,9.532,9.553,9.567,9.639,9.674,9.726,9.835,9.882,9.977,10.014,10.069,10.087,10.129,10.16,10.223,10.274,10.331,10.379,10.607,10.644,10.672,10.743,10.817,10.895,10.942,11.177,11.21,11.338,11.442,11.492,11.677,11.77,11.819,11.956,12.01,12.068,12.102,12.189,12.382,12.473,12.559,12.661,12.7,12.781,12.841,12.992,13.143,13.202,13.236,13.277,13.305,13.321,13.468,13.552,13.616,13.644,13.805,14.036,14.158,14.25,14.397,14.612,14.649,14.701,14.806,14.862,14.88,14.965,15.0,15.134,15.251,15.303,15.337,15.444,15.503,15.624,15.656,15.751,15.806,15.876,15.955,16.043,16.124,16.226,16.255,16.447,16.543,16.661,16.703,16.77,16.805,16.873,16.926,17.111,17.139,17.203,17.229,17.279,17.31,17.371,17.391,17.45,17.48,17.501,17.525,17.554,17.572,17.603,17.684,17.719,17.841,17.924,17.95,18.013,18.06,18.142,18.213,18.233,18.309,18.412,18.511,18.672,18.976,19.285,19.424,19.526,19.586,19.611,19.666,19.698,19.795,19.871,19.895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.163,0.187,0.301,0.334,0.371,0.413,0.439,0.514,0.569,0.736,0.767,0.828,0.98,1.051,1.075,1.101,1.191,1.217,1.243,1.303,1.334,1.397,1.5,1.806,1.876,1.968,2.072,2.143,2.232,2.317,2.357,2.416,2.447,2.471,2.588,2.624,2.73,2.824,2.917,3.094,3.203,3.376,3.44,3.513,3.566,3.592,3.68,3.831,3.96,4.005,4.119,4.154,4.252,4.271,4.312,4.356,4.453,4.506,4.553,4.622,4.818,4.909,4.928,5.043,5.088,5.127,5.271,5.293,5.326,5.348,5.384,5.408,5.486,5.56,5.605,5.707,5.721,5.743,5.769,5.871,5.93,5.946,6.026,6.076,6.134,6.182,6.217,6.326,6.379,6.422,6.476,6.513,6.549,6.733,6.936,6.982,7.02,7.075,7.118,7.136,7.494,7.518,7.629,7.705,7.858,7.878,7.954,8.12,8.218,8.31,8.367,8.522,8.559,8.712,8.757,8.849,8.901,8.946,8.992,9.033,9.062,9.093,9.153,9.223,9.239,9.265,9.336,9.383,9.406,9.446,9.488,9.535,9.693,9.81,9.891,10.022,10.093,10.163,10.272,10.405,10.45,10.477,10.599,10.706,10.741,10.847,10.907,10.988,11.075,11.123,11.206,11.254,11.311,11.327,11.369,11.401,11.45,11.498,11.571,11.622,11.674,11.729,11.788,11.907,12.059,12.122,12.182,12.208,12.241,12.348,12.388,12.485,12.578,12.625,12.684,12.761,12.815,12.919,12.974,13.019,13.108,13.137,13.214,13.248,13.282,13.319,13.434,13.498,13.527,13.557,13.696,13.852,14.001,14.025,14.128,14.19,14.236,14.288,14.394,14.462,14.519,14.626,14.645,14.663,14.804,14.897,14.955,15.008,15.098,15.136,15.209,15.25,15.467,15.545,15.675,15.714,15.89,15.918,15.988,16.106,16.158,16.232,16.288,16.349,16.381,16.448,16.481,16.507,16.608,16.644,16.678,16.712,16.755,16.853,16.914,16.963,17.067,17.106,17.138,17.182,17.21,17.24,17.267,17.462,17.543,17.606,17.678,17.729,17.828,17.871,17.901,17.963,18.027,18.123,18.53,18.547,18.603,18.631,18.857,19.008,19.048,19.117,19.274,19.31,19.363,19.488,19.509,19.813,19.858,19.892,19.921,19.973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.131,0.181,0.314,0.404,0.454,0.487,0.525,0.58,0.645,0.703,0.724,0.828,0.931,0.982,1.0,1.054,1.077,1.099,1.166,1.239,1.324,1.358,1.375,1.386,1.404,1.467,1.482,1.576,1.687,1.762,1.809,1.861,1.885,1.918,1.945,1.965,1.997,2.059,2.14,2.171,2.224,2.262,2.298,2.38,2.439,2.526,2.67,2.683,2.908,3.295,3.675,3.709,3.769,3.806,3.902,3.964,4.0,4.19,4.291,4.38,4.425,4.499,4.527,4.552,4.596,4.614,4.655,4.69,4.711,4.76,4.831,4.878,4.955,4.997,5.057,5.124,5.156,5.244,5.342,5.429,5.478,5.567,5.595,5.673,5.737,5.782,5.975,6.02,6.05,6.09,6.117,6.138,6.176,6.232,6.365,6.416,6.555,6.582,6.624,6.689,6.793,6.83,6.93,7.04,7.118,7.163,7.462,7.566,7.607,7.664,7.811,7.859,7.955,8.042,8.087,8.178,8.202,8.237,8.267,8.357,8.382,8.458,8.479,8.572,8.627,8.684,8.746,8.945,9.051,9.132,9.212,9.238,9.346,9.431,9.548,9.584,9.604,9.661,9.681,9.75,9.896,9.956,10.007,10.028,10.095,10.161,10.327,10.398,10.419,10.483,10.526,10.588,10.612,10.694,10.712,10.799,10.856,10.88,10.913,10.952,11.148,11.267,11.329,11.409,11.455,11.562,11.678,11.778,11.826,11.864,11.922,11.977,12.021,12.164,12.208,12.227,12.271,12.308,12.344,12.366,12.395,12.623,12.839,12.857,12.903,12.987,13.014,13.059,13.112,13.138,13.167,13.219,13.246,13.263,13.284,13.427,13.494,13.56,13.663,13.722,13.845,13.94,14.01,14.051,14.156,14.352,14.408,14.436,14.563,14.608,14.711,14.911,15.147,15.198,15.236,15.42,15.455,15.581,15.644,15.768,15.81,15.832,15.874,15.91,15.97,16.103,16.124,16.194,16.249,16.435,16.72,16.762,16.795,16.892,16.961,16.993,17.034,17.058,17.107,17.134,17.157,17.324,17.36,17.441,17.478,17.573,17.709,17.783,17.926,18.0,18.158,18.202,18.221,18.283,18.298,18.316,18.355,18.47,18.529,18.543,18.739,18.84,18.856,18.943,19.015,19.077,19.217,19.231,19.256,19.346,19.406,19.491,19.711,19.771,19.921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062,0.089,0.135,0.223,0.286,0.309,0.344,0.383,0.433,0.509,0.539,0.566,0.587,0.711,0.768,0.833,0.859,0.919,0.979,1.016,1.051,1.209,1.281,1.374,1.429,1.487,1.508,1.707,1.853,1.881,2.031,2.069,2.095,2.134,2.181,2.272,2.493,2.566,2.654,2.706,2.791,2.818,2.851,2.911,3.086,3.135,3.165,3.213,3.318,3.384,3.593,3.758,3.802,3.923,4.086,4.132,4.234,4.277,4.299,4.331,4.421,4.476,4.514,4.532,4.58,4.637,4.709,4.867,4.889,4.982,4.999,5.03,5.064,5.098,5.199,5.265,5.383,5.423,5.477,5.571,5.652,5.695,5.812,5.849,5.875,5.963,5.993,6.077,6.112,6.232,6.323,6.363,6.446,6.485,6.547,6.6,6.734,6.775,6.911,6.931,7.286,7.542,7.753,7.781,7.81,7.847,7.972,8.026,8.098,8.135,8.345,8.433,8.484,8.542,8.56,8.708,8.764,8.876,8.914,8.936,9.01,9.081,9.106,9.171,9.195,9.211,9.289,9.326,9.517,9.581,9.604,9.654,9.729,9.779,9.821,9.885,9.921,9.952,9.985,10.103,10.169,10.183,10.378,10.432,10.465,10.523,10.565,10.738,10.865,10.948,11.005,11.068,11.178,11.233,11.267,11.3,11.366,11.685,11.71,11.95,11.989,12.03,12.068,12.215,12.309,12.556,12.652,12.696,12.723,12.748,12.779,12.821,12.979,13.048,13.112,13.202,13.256,13.329,13.373,13.401,13.465,13.526,13.791,13.807,13.874,13.919,13.937,14.018,14.093,14.119,14.164,14.213,14.335,14.442,14.466,14.598,14.691,14.771,14.967,15.036,15.104,15.126,15.221,15.302,15.437,15.473,15.527,15.563,15.615,15.663,15.723,15.922,16.14,16.172,16.294,16.319,16.359,16.407,16.571,16.676,16.808,16.821,16.953,16.983,17.057,17.133,17.168,17.259,17.318,17.358,17.458,17.479,17.552,17.662,17.809,17.851,17.987,18.033,18.172,18.28,18.336,18.401,18.609,18.683,18.845,18.973,18.989,19.01,19.036,19.155,19.341,19.424,19.456,19.52,19.606,19.84,19.869,19.902,19.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.148,0.169,0.206,0.24,0.287,0.347,0.403,0.5,0.531,0.573,0.604,0.62,0.754,0.777,0.804,0.855,0.921,0.981,1.029,1.159,1.266,1.301,1.374,1.481,1.512,1.561,1.598,1.655,1.708,1.794,1.817,1.841,1.855,1.943,1.995,2.022,2.096,2.12,2.309,2.41,2.663,2.851,3.062,3.077,3.118,3.141,3.175,3.279,3.363,3.43,3.624,3.699,3.729,3.913,4.096,4.13,4.181,4.267,4.374,4.445,4.514,4.531,4.574,4.719,4.769,4.806,4.871,4.957,4.998,5.068,5.138,5.198,5.236,5.329,5.403,5.434,5.456,5.513,5.532,5.663,5.707,5.744,5.806,5.879,5.982,6.07,6.187,6.262,6.297,6.327,6.405,6.433,6.563,6.768,6.816,6.924,6.956,7.001,7.103,7.192,7.239,7.318,7.506,7.549,7.582,7.671,7.705,7.738,7.85,7.942,8.0,8.057,8.147,8.173,8.202,8.249,8.3,8.335,8.381,8.452,8.55,8.644,8.689,8.727,8.75,8.773,8.834,8.846,8.92,8.961,8.993,9.011,9.055,9.079,9.117,9.22,9.522,9.602,9.64,9.729,9.756,9.833,9.869,9.923,9.949,10.067,10.129,10.215,10.263,10.291,10.334,10.386,10.777,10.845,11.028,11.163,11.235,11.294,11.408,11.482,11.526,11.558,11.593,11.751,11.785,11.811,11.884,11.992,12.052,12.168,12.206,12.232,12.313,12.33,12.394,12.553,12.597,12.617,12.685,12.732,12.83,12.851,12.866,12.976,13.097,13.119,13.226,13.265,13.294,13.398,13.412,13.437,13.472,13.495,13.536,13.668,13.713,13.798,13.813,13.847,13.886,13.961,14.075,14.238,14.318,14.337,14.354,14.47,14.493,14.743,14.883,15.037,15.087,15.118,15.142,15.287,15.478,15.574,15.862,16.014,16.134,16.178,16.333,16.361,16.459,16.551,16.595,16.64,16.668,16.755,16.785,16.831,16.943,16.968,17.039,17.076,17.209,17.248,17.307,17.363,17.47,17.551,17.578,17.663,17.753,17.866,17.942,18.021,18.112,18.191,18.309,18.368,18.441,18.499,18.595,18.659,18.723,18.788,18.909,18.978,19.087,19.195,19.471,19.521,19.547,19.599,19.698,19.779,19.826,19.862,19.894,19.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.056,0.155,0.179,0.281,0.333,0.411,0.437,0.455,0.499,0.532,0.573,0.611,0.692,0.798,0.912,0.952,1.002,1.074,1.127,1.194,1.218,1.318,1.354,1.384,1.469,1.509,1.672,1.852,2.043,2.119,2.146,2.184,2.225,2.342,2.411,2.438,2.663,2.729,2.821,2.864,2.976,3.025,3.126,3.162,3.197,3.466,3.479,3.575,3.715,3.738,3.753,3.767,4.001,4.077,4.306,4.373,4.424,4.495,4.539,4.592,4.641,4.669,4.76,4.801,4.822,4.857,4.917,5.014,5.081,5.143,5.193,5.22,5.361,5.385,5.396,5.43,5.467,5.515,5.581,5.662,5.695,5.841,5.909,5.992,6.034,6.056,6.094,6.121,6.132,6.161,6.228,6.41,6.498,6.561,6.703,6.731,6.893,7.119,7.291,7.342,7.461,7.577,7.623,7.64,7.677,7.75,7.775,7.805,7.951,8.074,8.087,8.251,8.273,8.32,8.432,8.463,8.495,8.531,8.569,8.612,8.695,8.921,8.945,9.03,9.063,9.146,9.261,9.29,9.313,9.333,9.353,9.431,9.479,9.522,9.709,9.776,9.808,9.903,9.947,9.979,10.212,10.343,10.373,10.423,10.514,10.633,10.651,10.669,10.686,10.735,10.807,10.898,11.008,11.037,11.191,11.294,11.362,11.392,11.493,11.644,11.703,11.769,11.83,11.947,11.992,12.017,12.072,12.107,12.155,12.201,12.246,12.346,12.451,12.505,12.571,12.748,12.79,12.853,12.901,12.926,12.99,13.039,13.095,13.131,13.16,13.219,13.27,13.315,13.35,13.388,13.401,13.444,13.473,13.503,13.519,13.552,13.597,13.625,13.653,13.704,13.748,13.853,14.04,14.086,14.333,14.394,14.448,14.484,14.529,14.666,14.7,14.728,14.803,14.837,14.889,14.918,14.94,15.017,15.19,15.31,15.343,15.506,15.558,15.609,15.639,15.678,15.704,15.833,15.966,16.006,16.068,16.156,16.194,16.307,16.372,16.392,16.47,16.489,16.535,16.559,16.738,16.833,16.87,16.897,16.931,17.038,17.121,17.16,17.245,17.291,17.356,17.44,17.46,17.531,17.621,17.641,17.695,17.718,17.792,17.82,17.91,17.955,17.985,18.028,18.079,18.143,18.181,18.203,18.241,18.282,18.326,18.355,18.411,18.524,18.775,18.955,18.999,19.035,19.154,19.216,19.259,19.275,19.323,19.431,19.685,19.713,19.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.276,0.311,0.326,0.425,0.516,0.551,0.624,0.704,0.722,0.737,0.784,0.838,0.861,0.882,0.983,1.003,1.027,1.041,1.176,1.237,1.263,1.314,1.381,1.446,1.48,1.507,1.551,1.602,1.67,1.729,1.823,2.066,2.174,2.271,2.321,2.422,2.489,2.54,2.646,3.007,3.061,3.158,3.324,3.371,3.447,3.486,3.54,3.574,3.604,3.66,3.764,3.805,3.83,3.927,3.957,3.973,4.11,4.282,4.403,4.488,4.59,4.624,4.672,4.724,4.803,4.88,4.907,4.964,5.12,5.143,5.177,5.427,5.463,5.531,5.644,5.735,5.758,5.883,6.25,6.284,6.474,6.58,6.713,6.878,6.972,6.998,7.1,7.222,7.384,7.475,7.5,7.541,7.589,7.613,7.63,7.8,7.941,8.109,8.137,8.171,8.295,8.326,8.37,8.402,8.565,8.6,8.728,8.761,8.801,8.825,8.857,8.918,9.156,9.18,9.213,9.323,9.398,9.46,9.499,9.595,9.711,9.854,9.92,9.986,10.017,10.081,10.112,10.147,10.212,10.258,10.347,10.399,10.417,10.437,10.492,10.519,10.796,10.827,10.85,10.894,11.038,11.124,11.184,11.219,11.232,11.403,11.522,11.596,11.618,11.972,12.046,12.116,12.205,12.267,12.443,12.471,12.506,12.536,12.622,12.676,12.719,12.811,12.855,12.893,12.929,12.963,13.161,13.209,13.234,13.263,13.343,13.45,13.513,13.582,13.599,13.644,13.682,13.726,13.789,13.826,13.95,14.038,14.126,14.245,14.408,14.444,14.483,14.538,14.573,14.786,14.995,15.054,15.139,15.158,15.187,15.24,15.299,15.407,15.552,15.605,15.68,15.71,15.74,15.771,15.816,15.849,15.926,16.083,16.232,16.261,16.29,16.367,16.459,16.481,16.564,16.593,16.636,16.668,16.718,16.735,16.798,16.85,17.021,17.047,17.241,17.274,17.411,17.442,17.503,17.528,17.652,17.682,17.716,17.744,17.909,17.985,18.041,18.163,18.223,18.254,18.269,18.374,18.401,18.462,18.488,18.553,18.828,18.937,18.997,19.023,19.095,19.335,19.379,19.427,19.455,19.525,19.624,19.766,19.813,19.915,19.962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.133,0.165,0.338,0.391,0.408,0.466,0.503,0.561,0.636,0.697,0.788,0.808,0.855,0.885,0.942,1.062,1.135,1.195,1.273,1.292,1.324,1.415,1.476,1.503,1.55,1.596,1.707,1.721,1.75,1.798,1.835,1.868,1.933,1.964,2.071,2.276,2.295,2.365,2.443,2.555,2.645,2.686,2.75,2.789,2.82,2.956,3.038,3.074,3.257,3.422,3.475,3.535,3.556,3.591,3.748,3.786,3.825,3.885,3.981,4.034,4.059,4.105,4.556,4.585,4.68,4.733,4.786,4.839,5.046,5.096,5.16,5.269,5.337,5.387,5.419,5.467,5.629,5.663,5.692,5.745,5.827,5.867,5.903,6.198,6.249,6.333,6.384,6.416,6.514,6.869,7.013,7.092,7.296,7.375,7.415,7.517,7.566,7.606,7.625,7.681,7.867,8.062,8.127,8.142,8.202,8.227,8.275,8.311,8.41,8.439,8.611,8.686,8.718,8.736,8.755,8.833,8.867,8.925,8.958,9.05,9.086,9.308,9.359,9.455,9.466,9.489,9.531,9.639,9.718,9.75,9.811,9.924,10.002,10.05,10.16,10.26,10.362,10.455,10.577,10.64,10.682,10.72,10.745,10.775,10.95,11.015,11.066,11.086,11.267,11.358,11.385,11.471,11.95,12.103,12.164,12.243,12.286,12.355,12.429,12.492,12.642,12.672,12.749,12.775,12.813,12.832,12.896,12.976,13.061,13.145,13.196,13.223,13.239,13.419,13.444,13.468,13.559,13.619,13.674,13.809,13.88,13.91,13.959,13.978,14.05,14.096,14.124,14.222,14.388,14.603,14.723,14.768,14.832,14.933,15.08,15.113,15.339,15.448,15.511,15.733,15.75,15.82,15.898,16.017,16.138,16.238,16.298,16.349,16.375,16.404,16.445,16.489,16.519,16.568,16.591,16.621,16.699,16.736,16.89,16.935,17.015,17.038,17.226,17.291,17.33,17.356,17.403,17.464,17.49,17.595,17.62,17.664,17.704,17.831,17.885,17.919,18.092,18.128,18.258,18.381,18.423,18.506,18.592,18.645,18.726,18.753,18.858,18.901,18.96,19.019,19.188,19.202,19.36,19.421,19.436,19.485,19.571,19.625,19.748,19.818,19.905,19.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
