0.034,0.057,0.077,0.11,0.144,0.173,0.195,0.253,0.281,0.311,0.372,0.483,0.508,0.587,0.631,0.663,0.735,0.818,0.847,0.883,0.917,0.934,1.0,1.019,1.046,1.088,1.111,1.185,1.29,1.343,1.428,1.455,1.483,1.504,1.63,1.677,1.875,1.909,1.928,1.954,2.105,2.272,2.333,2.56,2.58,2.715,3.045,3.209,3.225,3.285,3.309,3.479,3.594,3.624,3.696,3.943,3.978,4.005,4.033,4.105,4.23,4.342,4.443,4.487,4.59,4.705,4.716,4.753,4.837,4.864,4.933,4.955,4.978,5.107,5.176,5.215,5.246,5.29,5.336,5.363,5.448,5.508,5.537,5.565,5.628,5.66,5.722,5.75,5.806,5.855,5.877,5.925,5.988,6.011,6.051,6.101,6.173,6.322,6.39,6.68,6.743,6.788,6.829,7.016,7.051,7.148,7.245,7.274,7.332,7.438,7.615,7.653,7.679,7.698,7.763,7.91,7.943,7.996,8.062,8.093,8.122,8.256,8.334,8.524,8.566,8.608,8.634,8.695,8.748,8.773,8.79,8.813,8.87,8.896,8.952,8.986,9.024,9.12,9.141,9.197,9.222,9.311,9.335,9.485,9.572,9.65,9.682,9.733,9.864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.124,0.164,0.181,0.251,0.382,0.517,0.547,0.593,0.735,0.762,0.838,0.884,0.922,0.947,0.963,1.016,1.083,1.144,1.186,1.287,1.317,1.347,1.384,1.408,1.431,1.476,1.589,1.616,1.63,1.653,1.747,1.85,1.908,1.962,1.992,2.014,2.104,2.125,2.174,2.238,2.311,2.331,2.357,2.539,2.653,2.712,2.772,2.9,3.003,3.08,3.225,3.27,3.311,3.364,3.418,3.486,3.81,3.892,3.918,3.968,4.064,4.143,4.18,4.242,4.321,4.372,4.405,4.469,4.504,4.528,4.548,4.575,4.635,4.709,4.767,4.809,4.923,4.964,5.032,5.057,5.118,5.162,5.225,5.266,5.307,5.348,5.482,5.505,5.626,5.65,5.701,5.742,5.861,5.937,5.967,6.228,6.327,6.368,6.464,6.686,6.887,6.915,6.999,7.092,7.139,7.38,7.421,7.691,7.861,7.918,8.141,8.227,8.337,8.366,8.403,8.628,8.676,8.715,8.748,8.8,8.837,8.865,8.915,8.961,9.005,9.081,9.126,9.146,9.194,9.267,9.309,9.323,9.337,9.4,9.495,9.522,9.561,9.599,9.692,9.841,9.854,9.885,9.915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.034,0.08,0.109,0.22,0.262,0.385,0.484,0.662,0.719,0.749,0.855,0.924,1.016,1.035,1.06,1.098,1.152,1.19,1.216,1.242,1.285,1.399,1.488,1.534,1.562,1.587,1.61,1.657,1.679,1.714,1.767,1.934,1.972,1.99,2.043,2.091,2.346,2.449,2.766,2.897,2.995,3.186,3.291,3.397,3.471,3.504,3.601,3.761,3.793,3.886,3.969,4.135,4.167,4.233,4.268,4.326,4.362,4.41,4.447,4.503,4.539,4.666,4.719,4.744,4.785,4.846,4.962,4.992,5.059,5.102,5.129,5.203,5.254,5.301,5.325,5.353,5.39,5.452,5.639,5.681,5.797,5.837,5.919,5.993,6.023,6.071,6.188,6.203,6.422,6.507,6.557,6.638,6.85,6.891,6.94,6.98,7.101,7.219,7.346,7.365,7.402,7.732,7.875,7.927,8.101,8.251,8.406,8.435,8.49,8.513,8.593,8.638,8.674,8.747,8.803,8.893,8.933,8.975,8.993,9.086,9.223,9.248,9.268,9.31,9.343,9.383,9.397,9.434,9.473,9.538,9.563,9.6,9.629,9.648,9.723,9.739,9.827,9.862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.172,0.19,0.257,0.29,0.436,0.505,0.536,0.552,0.64,0.701,0.875,0.935,0.993,1.105,1.138,1.178,1.211,1.228,1.257,1.284,1.346,1.366,1.425,1.472,1.544,1.622,1.756,1.804,1.872,1.943,1.962,2.046,2.106,2.177,2.264,2.376,2.523,2.658,2.725,2.771,2.963,3.114,3.145,3.209,3.355,3.379,3.415,3.552,3.609,3.736,3.843,3.872,3.897,3.923,4.005,4.049,4.1,4.219,4.321,4.353,4.418,4.573,4.608,4.799,4.841,4.932,4.978,5.001,5.018,5.037,5.166,5.32,5.462,5.505,5.597,5.65,5.681,5.709,5.736,5.786,6.059,6.133,6.186,6.228,6.289,6.343,6.392,6.51,6.558,6.613,6.68,6.736,6.786,6.833,6.892,6.948,7.118,7.161,7.219,7.252,7.41,7.592,7.705,7.752,7.905,7.946,7.968,8.028,8.055,8.101,8.159,8.223,8.308,8.326,8.392,8.418,8.44,8.513,8.582,8.613,8.727,8.777,8.876,8.951,8.98,9.004,9.065,9.098,9.131,9.22,9.338,9.416,9.437,9.564,9.643,9.702,9.737,9.752,9.807,9.827,9.847,9.904,9.954,9.986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.131,0.179,0.207,0.297,0.35,0.388,0.563,0.679,0.744,0.868,0.925,0.951,1.008,1.039,1.096,1.111,1.162,1.203,1.261,1.337,1.406,1.44,1.488,1.529,1.645,1.679,1.774,1.839,1.865,1.905,1.932,2.055,2.077,2.104,2.158,2.178,2.404,2.477,2.497,2.582,2.62,2.706,2.726,3.08,3.252,3.295,3.565,3.656,3.76,3.852,3.875,3.936,3.97,4.015,4.052,4.143,4.337,4.373,4.457,4.499,4.524,4.543,4.559,4.605,4.697,4.72,4.739,4.769,4.787,4.847,4.903,4.985,5.079,5.144,5.29,5.349,5.4,5.484,5.513,5.59,5.609,5.788,5.803,5.84,5.896,6.032,6.101,6.19,6.235,6.299,6.319,6.404,6.428,6.582,6.608,6.63,6.688,6.744,6.816,6.851,6.923,6.957,7.086,7.156,7.239,7.446,7.484,7.526,7.608,7.717,7.873,7.914,7.972,8.008,8.087,8.13,8.218,8.253,8.361,8.391,8.443,8.581,8.616,8.682,8.806,8.853,8.974,9.114,9.138,9.192,9.221,9.308,9.431,9.453,9.504,9.542,9.643,9.683,9.747,9.766,9.788,9.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.061,0.088,0.188,0.237,0.272,0.457,0.519,0.532,0.603,0.628,0.677,0.749,0.789,0.83,0.864,0.892,0.95,0.984,1.066,1.156,1.251,1.287,1.397,1.44,1.5,1.541,1.568,1.594,1.625,1.664,1.708,1.727,1.751,1.783,1.9,1.978,2.221,2.347,2.389,2.438,2.506,2.614,2.724,2.944,3.177,3.343,3.42,3.467,3.53,3.563,3.651,3.818,3.833,3.873,3.911,3.979,4.025,4.04,4.057,4.127,4.179,4.261,4.303,4.353,4.442,4.473,4.557,4.643,4.686,4.722,4.76,4.789,4.815,4.883,4.946,4.958,4.998,5.131,5.185,5.241,5.326,5.358,5.419,5.806,5.896,5.943,6.013,6.153,6.179,6.308,6.389,6.556,6.664,6.753,6.834,6.908,6.976,7.015,7.042,7.188,7.254,7.284,7.357,7.387,7.496,7.647,7.715,7.814,7.937,7.99,8.059,8.163,8.205,8.229,8.307,8.409,8.44,8.494,8.541,8.6,8.627,8.708,8.76,8.829,8.888,8.911,8.975,9.002,9.063,9.079,9.166,9.212,9.405,9.559,9.612,9.663,9.723,9.782,9.812,9.835,9.933,9.949,9.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.101,0.138,0.224,0.254,0.273,0.289,0.374,0.579,0.671,0.755,0.77,0.839,0.942,0.992,1.03,1.124,1.148,1.167,1.209,1.316,1.382,1.423,1.454,1.481,1.785,1.859,1.982,2.078,2.205,2.237,2.262,2.294,2.592,2.795,2.841,2.886,2.915,3.068,3.159,3.181,3.198,3.252,3.387,3.45,3.623,3.671,3.813,3.971,3.996,4.081,4.144,4.265,4.301,4.345,4.399,4.442,4.481,4.579,4.832,4.858,4.891,4.941,5.003,5.026,5.089,5.166,5.283,5.305,5.345,5.36,5.404,5.476,5.544,5.613,5.674,5.711,5.764,5.783,5.862,6.014,6.044,6.227,6.273,6.322,6.473,6.496,6.786,6.838,6.957,7.01,7.114,7.129,7.153,7.342,7.424,7.568,7.608,7.689,7.726,7.788,7.917,7.945,7.98,8.062,8.087,8.112,8.156,8.224,8.28,8.315,8.352,8.377,8.479,8.554,8.662,8.747,8.883,8.911,8.968,8.991,9.018,9.032,9.061,9.079,9.132,9.173,9.198,9.267,9.314,9.341,9.421,9.438,9.51,9.539,9.632,9.662,9.768,9.798,9.911,9.967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.035,0.075,0.131,0.17,0.342,0.376,0.447,0.465,0.504,0.538,0.557,0.625,0.667,0.681,0.794,0.832,0.913,0.941,0.984,1.074,1.136,1.158,1.205,1.26,1.283,1.334,1.455,1.476,1.55,1.632,1.702,1.766,1.819,1.849,1.89,1.932,2.132,2.176,2.234,2.274,2.362,2.431,2.478,2.597,2.707,2.903,3.244,3.37,3.485,3.544,3.573,3.623,3.665,3.762,3.888,3.965,4.049,4.201,4.267,4.395,4.487,4.534,4.591,4.665,4.731,4.771,4.81,4.878,4.916,4.952,5.058,5.119,5.166,5.203,5.244,5.304,5.361,5.454,5.487,5.562,5.614,5.647,5.685,5.709,5.756,5.79,5.975,6.262,6.351,6.51,6.639,6.76,7.015,7.054,7.109,7.196,7.247,7.433,7.521,7.601,7.628,7.695,7.861,7.894,7.948,8.012,8.086,8.222,8.258,8.278,8.34,8.375,8.404,8.465,8.515,8.595,8.623,8.649,8.679,8.757,8.81,8.835,8.9,8.959,8.982,9.042,9.091,9.149,9.193,9.23,9.258,9.278,9.301,9.389,9.42,9.441,9.49,9.508,9.577,9.628,9.728,9.755,9.853,9.88,9.917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.029,0.054,0.076,0.137,0.25,0.379,0.412,0.452,0.538,0.648,0.685,0.843,0.956,0.981,1.098,1.128,1.163,1.177,1.238,1.374,1.425,1.455,1.532,1.566,1.627,1.672,1.784,1.907,1.933,2.012,2.098,2.155,2.216,2.276,2.471,2.557,2.663,2.848,2.976,3.03,3.209,3.275,3.311,3.407,3.519,3.546,3.585,3.624,3.767,3.793,3.835,3.857,3.903,4.034,4.149,4.195,4.29,4.328,4.369,4.629,4.831,5.045,5.115,5.136,5.306,5.4,5.418,5.471,5.525,5.55,5.613,5.63,5.664,5.705,5.907,5.946,5.959,6.135,6.237,6.303,6.363,6.396,6.543,6.569,6.602,6.789,6.848,6.915,7.046,7.217,7.327,7.402,7.438,7.544,7.578,7.655,7.678,7.763,7.791,7.863,7.964,8.023,8.066,8.221,8.282,8.443,8.518,8.56,8.641,8.814,8.858,8.893,8.967,9.009,9.046,9.086,9.192,9.213,9.257,9.288,9.32,9.463,9.476,9.508,9.549,9.598,9.618,9.669,9.724,9.8,9.821,9.863,9.886,9.926,9.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.255,0.336,0.447,0.482,0.554,0.612,0.633,0.738,0.803,0.83,0.89,0.929,0.986,1.004,1.051,1.1,1.126,1.145,1.192,1.4,1.439,1.534,1.594,1.647,1.709,1.968,2.025,2.077,2.275,2.34,2.445,2.518,2.584,2.642,2.674,2.822,3.088,3.186,3.291,3.508,3.879,4.067,4.113,4.206,4.243,4.351,4.435,4.46,4.503,4.543,4.586,4.634,4.677,4.701,4.759,4.87,4.996,5.033,5.09,5.158,5.215,5.226,5.269,5.337,5.375,5.461,5.527,5.614,5.701,5.784,5.843,5.995,6.043,6.113,6.231,6.294,6.314,6.381,6.468,6.539,6.611,6.65,6.72,6.748,6.775,6.807,6.967,6.994,7.025,7.087,7.213,7.401,7.424,7.708,7.74,7.818,7.952,7.985,8.091,8.147,8.171,8.241,8.35,8.432,8.451,8.517,8.559,8.585,8.632,8.743,8.824,8.85,8.94,9.019,9.066,9.079,9.151,9.172,9.285,9.333,9.355,9.377,9.457,9.48,9.494,9.532,9.562,9.574,9.609,9.631,9.656,9.679,9.791,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
