0.061,0.159,0.209,0.269,0.315,0.337,0.377,0.49,0.514,0.533,0.76,0.806,0.861,0.904,0.983,1.037,1.07,1.122,1.146,1.267,1.295,1.339,1.365,1.396,1.444,1.559,1.658,1.76,1.799,1.846,1.861,1.925,1.981,2.099,2.152,2.247,2.537,2.64,2.79,2.842,2.893,3.06,3.166,3.235,3.311,3.442,3.495,3.548,3.613,3.785,3.811,3.859,3.971,3.992,4.029,4.07,4.164,4.258,4.397,4.469,4.497,4.52,4.747,4.778,4.817,4.949,4.98,5.026,5.058,5.092,5.121,5.178,5.257,5.27,5.299,5.445,5.51,5.55,5.626,5.655,5.676,5.705,5.85,6.013,6.056,6.19,6.233,6.388,6.449,6.493,6.52,6.579,6.678,6.779,6.827,6.896,6.938,7.011,7.111,7.287,7.341,7.384,7.41,7.452,7.674,7.721,7.759,7.884,7.906,7.983,8.161,8.317,8.357,8.453,8.567,8.6,8.678,8.737,8.835,8.914,9.001,9.05,9.204,9.302,9.354,9.519,9.549,9.652,9.669,9.719,9.792,9.825,9.892,9.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.072,0.148,0.278,0.34,0.479,0.549,0.595,0.65,0.679,0.76,0.909,0.935,0.994,1.112,1.154,1.167,1.252,1.275,1.305,1.323,1.351,1.426,1.471,1.504,1.527,1.598,1.619,1.654,1.736,1.821,1.855,1.898,1.939,1.989,2.13,2.208,2.286,2.342,2.381,2.554,2.629,2.793,2.928,3.0,3.188,3.207,3.237,3.289,3.385,3.689,3.716,3.988,4.1,4.156,4.189,4.248,4.289,4.374,4.402,4.432,4.449,4.583,4.642,4.664,4.709,4.757,4.773,4.803,4.837,4.881,4.956,5.005,5.045,5.093,5.145,5.161,5.183,5.212,5.255,5.333,5.416,5.436,5.474,5.495,5.559,5.65,5.737,5.84,5.977,6.045,6.073,6.176,6.219,6.303,6.318,6.403,6.434,6.472,6.692,6.722,6.782,6.808,6.96,6.996,7.017,7.09,7.136,7.181,7.313,7.409,7.489,7.503,7.657,7.718,7.783,7.884,7.907,7.945,7.968,7.986,8.035,8.066,8.15,8.339,8.407,8.443,8.483,8.533,8.619,8.674,8.694,8.725,8.788,8.861,8.973,8.992,9.03,9.067,9.107,9.15,9.185,9.232,9.304,9.336,9.407,9.424,9.479,9.508,9.53,9.636,9.701,9.775,9.876,9.957,9.988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.119,0.163,0.206,0.272,0.462,0.519,0.589,0.62,0.638,0.726,0.94,0.971,1.016,1.092,1.142,1.251,1.282,1.298,1.373,1.441,1.462,1.488,1.554,1.706,1.769,1.818,1.971,2.04,2.121,2.145,2.288,2.401,2.506,2.563,2.678,2.799,2.856,2.962,3.125,3.246,3.332,3.392,3.424,3.456,3.487,3.647,3.691,3.763,3.863,3.921,3.95,3.966,4.001,4.076,4.102,4.142,4.201,4.253,4.268,4.322,4.433,4.477,4.51,4.54,4.561,4.715,4.746,4.774,4.907,5.001,5.092,5.118,5.168,5.254,5.379,5.425,5.447,5.531,5.624,5.655,5.751,5.81,5.836,5.886,5.923,5.94,5.98,6.009,6.054,6.245,6.292,6.374,6.416,6.471,7.0,7.156,7.307,7.434,7.466,7.504,7.556,7.586,7.668,7.843,7.902,8.132,8.265,8.32,8.405,8.442,8.515,8.607,8.635,8.737,8.906,8.971,9.122,9.143,9.196,9.262,9.304,9.343,9.388,9.427,9.475,9.492,9.542,9.572,9.609,9.741,9.856,9.938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.085,0.152,0.182,0.222,0.269,0.407,0.463,0.55,0.643,0.667,0.722,0.835,0.941,1.061,1.09,1.25,1.275,1.29,1.403,1.441,1.487,1.515,1.62,1.715,1.834,1.917,2.111,2.22,2.357,2.496,2.603,2.747,2.797,2.847,2.915,2.988,3.028,3.053,3.134,3.273,3.315,3.353,3.444,3.514,3.685,3.819,3.878,3.945,4.034,4.085,4.245,4.27,4.301,4.371,4.417,4.487,4.514,4.524,4.55,4.615,4.694,4.745,4.846,4.876,4.921,4.961,4.994,5.042,5.067,5.126,5.147,5.194,5.244,5.427,5.489,5.553,5.714,5.825,5.884,5.971,6.01,6.066,6.241,6.255,6.391,6.483,6.527,6.592,6.629,6.751,6.865,6.899,7.08,7.165,7.185,7.218,7.363,7.591,7.792,7.836,7.883,7.91,8.0,8.13,8.286,8.331,8.368,8.403,8.426,8.473,8.49,8.529,8.601,8.626,8.711,8.754,8.78,8.819,8.875,8.932,8.951,9.004,9.086,9.125,9.194,9.219,9.292,9.318,9.37,9.399,9.433,9.523,9.55,9.605,9.73,9.764,9.824,9.868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.1,0.242,0.274,0.317,0.344,0.444,0.505,0.532,0.574,0.634,0.659,0.678,0.701,0.746,0.77,0.897,0.939,1.013,1.08,1.132,1.162,1.524,1.549,1.654,1.671,1.702,1.749,1.792,1.819,1.87,1.918,1.936,2.031,2.15,2.198,2.295,2.31,2.331,2.361,2.438,2.557,2.597,2.749,2.807,2.898,2.924,2.968,3.02,3.284,3.357,3.376,3.479,3.498,3.578,3.925,3.995,4.013,4.093,4.223,4.271,4.462,4.504,4.615,4.676,4.732,4.793,4.85,4.913,4.938,5.056,5.095,5.135,5.154,5.196,5.279,5.312,5.351,5.369,5.402,5.451,5.47,5.668,5.7,5.734,5.829,5.993,6.049,6.089,6.12,6.35,6.382,6.463,6.517,6.764,6.785,6.838,6.868,7.145,7.253,7.443,7.467,7.638,7.693,7.871,7.95,8.101,8.265,8.328,8.411,8.497,8.529,8.555,8.589,8.625,8.671,8.737,8.858,8.886,9.016,9.064,9.135,9.17,9.264,9.593,9.676,9.724,9.803,9.905,9.945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052,0.113,0.196,0.224,0.29,0.323,0.352,0.456,0.478,0.52,0.58,0.609,0.644,0.665,0.786,0.833,0.856,0.885,0.961,1.112,1.145,1.179,1.213,1.294,1.356,1.429,1.464,1.745,2.045,2.081,2.126,2.173,2.215,2.254,2.344,2.385,2.422,2.452,2.738,2.814,2.955,2.994,3.058,3.092,3.222,3.285,3.322,3.392,3.488,3.52,3.615,3.776,4.005,4.057,4.136,4.209,4.245,4.26,4.312,4.33,4.429,4.516,4.608,4.643,4.679,4.701,4.737,4.754,4.784,4.804,4.977,5.081,5.12,5.191,5.22,5.279,5.323,5.386,5.409,5.494,5.607,5.642,5.662,5.679,5.734,5.758,5.799,6.299,6.34,6.369,6.434,6.532,6.567,6.617,6.777,6.807,6.877,6.925,7.006,7.075,7.193,7.236,7.369,7.559,7.593,7.666,7.711,7.869,8.005,8.078,8.122,8.221,8.252,8.364,8.39,8.423,8.482,8.702,8.731,8.832,8.915,8.927,8.949,8.972,9.053,9.089,9.118,9.146,9.194,9.227,9.536,9.693,9.726,9.782,9.968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.027,0.067,0.146,0.181,0.283,0.313,0.333,0.361,0.394,0.426,0.467,0.53,0.58,0.691,0.741,0.762,0.796,0.826,0.896,0.941,1.036,1.065,1.102,1.124,1.138,1.236,1.274,1.359,1.389,1.506,1.538,1.579,1.645,1.77,1.839,1.981,2.062,2.1,2.202,2.253,2.305,2.383,2.46,2.491,2.588,2.648,2.735,2.764,2.831,2.912,3.065,3.17,3.353,3.492,3.542,3.571,3.655,3.717,3.852,3.922,4.025,4.067,4.089,4.146,4.168,4.24,4.457,4.55,4.583,4.609,4.636,4.662,4.701,4.769,4.823,4.84,4.958,4.975,5.028,5.086,5.152,5.235,5.275,5.316,5.341,5.382,5.429,5.532,5.565,5.625,5.676,5.699,5.728,5.75,5.801,5.883,5.948,5.97,6.02,6.044,6.091,6.148,6.38,6.486,6.52,6.6,6.646,6.714,6.764,6.811,6.847,6.967,7.09,7.24,7.286,7.359,7.434,7.473,7.608,7.668,7.786,7.876,7.912,7.976,8.028,8.08,8.114,8.149,8.437,8.47,8.49,8.574,8.592,8.619,8.645,8.701,8.716,8.746,8.814,8.853,8.955,9.092,9.152,9.174,9.282,9.316,9.427,9.465,9.54,9.561,9.609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.065,0.126,0.178,0.194,0.3,0.375,0.412,0.449,0.481,0.622,0.658,0.687,0.938,0.98,1.116,1.194,1.304,1.349,1.364,1.427,1.481,1.548,1.582,1.607,1.647,1.707,1.718,1.77,1.887,1.915,2.063,2.126,2.24,2.268,2.359,2.518,2.827,3.129,3.172,3.193,3.259,3.32,3.366,3.399,3.42,3.473,3.503,3.557,3.585,3.658,3.725,3.789,3.874,3.909,3.947,4.091,4.134,4.194,4.24,4.439,4.454,4.562,4.612,4.676,4.835,4.865,4.879,4.914,4.953,4.982,4.996,5.04,5.07,5.086,5.114,5.204,5.245,5.344,5.374,5.401,5.442,5.506,5.578,5.651,5.691,5.743,5.773,5.816,5.861,5.947,6.057,6.095,6.137,6.185,6.211,6.232,6.292,6.355,6.44,6.578,6.637,6.695,6.837,6.887,7.046,7.072,7.105,7.291,7.328,7.409,7.567,7.655,7.717,7.832,7.97,8.007,8.12,8.151,8.236,8.286,8.393,8.487,8.506,8.531,8.555,8.599,8.672,8.72,8.762,8.803,8.892,8.954,8.986,9.011,9.029,9.043,9.11,9.137,9.175,9.203,9.224,9.309,9.335,9.357,9.394,9.47,9.506,9.546,9.627,9.671,9.753,9.812,9.841,9.885,9.93,9.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.058,0.092,0.21,0.302,0.334,0.389,0.474,0.488,0.522,0.548,0.668,0.706,0.719,0.803,0.828,0.976,1.031,1.058,1.082,1.107,1.147,1.265,1.29,1.461,1.519,1.588,1.625,1.669,1.759,1.864,1.96,2.025,2.059,2.099,2.21,2.259,2.503,2.573,2.831,2.962,3.08,3.106,3.138,3.211,3.246,3.275,3.415,3.514,3.587,3.626,3.837,3.887,3.998,4.049,4.077,4.135,4.165,4.28,4.337,4.417,4.479,4.604,4.643,4.657,4.713,4.755,4.781,4.838,4.995,5.013,5.082,5.225,5.253,5.276,5.344,5.388,5.472,5.564,5.594,5.686,5.735,5.799,5.905,5.978,5.99,6.03,6.075,6.137,6.174,6.262,6.342,6.504,6.774,6.865,6.996,7.082,7.335,7.38,7.483,7.568,7.607,7.912,7.953,7.998,8.046,8.198,8.282,8.304,8.337,8.511,8.551,8.608,8.647,8.672,8.798,8.834,8.896,8.95,9.017,9.213,9.339,9.391,9.457,9.483,9.512,9.634,9.668,9.79,9.831,9.905,9.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.045,0.103,0.14,0.281,0.317,0.375,0.507,0.618,0.697,0.735,0.76,0.779,0.801,0.876,0.903,0.982,1.023,1.13,1.184,1.231,1.378,1.408,1.466,1.478,1.517,1.533,1.58,1.669,1.738,1.815,1.869,1.912,2.03,2.082,2.149,2.245,2.303,2.398,2.514,2.535,2.591,2.668,2.824,2.963,3.365,3.444,3.524,3.578,3.608,3.774,3.808,3.862,4.038,4.074,4.181,4.264,4.301,4.448,4.525,4.597,4.73,4.747,4.836,4.87,4.904,4.948,4.977,5.004,5.072,5.119,5.141,5.192,5.237,5.269,5.295,5.321,5.351,5.386,5.48,5.555,5.632,5.661,5.709,5.745,5.772,5.875,5.915,5.975,6.111,6.123,6.168,6.291,6.33,6.381,6.406,6.527,6.568,6.596,6.65,6.749,6.815,6.884,6.995,7.135,7.179,7.206,7.281,7.374,7.422,7.495,7.63,7.708,7.809,7.998,8.026,8.077,8.116,8.182,8.233,8.264,8.312,8.363,8.39,8.42,8.453,8.494,8.524,8.619,8.719,8.752,8.805,8.877,8.902,8.922,8.944,8.972,8.999,9.074,9.111,9.145,9.175,9.224,9.296,9.384,9.399,9.433,9.451,9.499,9.547,9.618,9.655,9.733,9.789,9.882,9.921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.07,0.112,0.135,0.161,0.189,0.261,0.283,0.321,0.438,0.462,0.508,0.551,0.578,0.602,0.642,0.724,0.759,0.785,0.826,0.903,0.959,0.999,1.023,1.04,1.086,1.128,1.224,1.267,1.35,1.414,1.442,1.471,1.489,1.586,1.629,1.733,1.81,1.827,1.868,1.934,2.165,2.179,2.217,2.254,2.291,2.405,2.461,2.506,2.561,2.666,2.747,2.829,2.915,3.001,3.051,3.069,3.465,3.512,3.618,3.745,3.833,3.848,3.875,3.909,3.934,3.966,4.05,4.095,4.155,4.27,4.316,4.375,4.418,4.492,4.532,4.558,4.619,4.69,4.758,4.779,4.815,4.874,4.9,4.937,4.986,5.011,5.06,5.099,5.173,5.21,5.226,5.273,5.287,5.32,5.398,5.484,5.508,5.543,5.632,5.659,5.689,5.718,5.748,5.78,5.962,6.067,6.179,6.205,6.286,6.364,6.429,6.466,6.516,6.681,6.709,6.77,6.86,6.882,6.936,7.02,7.157,7.234,7.362,7.555,7.57,7.75,7.801,7.877,7.989,8.08,8.108,8.166,8.218,8.241,8.419,8.442,8.475,8.499,8.599,8.634,8.804,8.842,8.865,8.922,8.948,9.039,9.062,9.114,9.132,9.344,9.37,9.446,9.473,9.564,9.598,9.648,9.678,9.709,9.758,9.791,9.85,9.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
