0.187,0.366,0.442,0.514,0.739,0.798,1.084,1.117,1.321,1.488,1.665,1.729,2.042,2.096,2.119,2.484,2.846,2.875,2.952,3.004,3.084,3.157,3.64,3.939,4.045,4.126,4.534,4.86,5.105,5.226,5.363,5.46,5.51,5.664,5.799,5.967,6.016,6.149,6.199,6.369,6.392,6.455,6.534,6.959,7.139,7.237,7.525,7.771,7.88,8.139,8.267,8.324,8.718,8.851,8.884,9.119,9.308,9.4,9.519,9.559,9.652,9.684,nan,nan,nan,nan
0.353,0.474,0.63,0.793,0.822,0.911,0.951,1.086,1.383,1.467,1.713,1.78,1.869,2.083,2.261,2.748,2.907,3.111,3.288,3.475,4.009,4.143,4.216,4.26,4.504,4.604,4.751,4.775,4.813,4.966,5.129,5.189,5.25,5.341,5.897,6.093,6.178,6.62,6.751,7.146,7.236,7.454,7.905,7.919,7.979,8.333,8.384,8.419,8.561,8.729,8.858,9.066,9.214,9.51,9.663,9.869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.086,0.121,0.213,0.66,0.715,0.763,0.848,0.91,0.986,1.264,1.42,1.563,1.767,1.847,1.955,2.301,2.336,3.05,3.396,3.741,3.81,4.073,4.134,4.212,4.318,4.352,4.645,4.875,4.963,5.004,5.036,5.299,5.36,5.449,5.648,6.008,6.124,6.455,6.537,6.789,6.879,7.081,7.353,7.612,7.666,7.964,8.032,8.151,8.216,8.302,8.412,8.484,8.531,8.662,8.935,8.967,9.009,9.102,9.19,9.226,9.5,9.556,9.691,9.879,nan,nan
0.287,0.404,0.81,0.842,1.03,1.131,1.506,1.524,1.926,2.11,2.16,2.699,2.947,3.091,3.129,3.338,3.454,3.581,3.72,3.934,4.053,4.373,4.579,4.71,4.818,5.079,5.407,5.426,5.464,6.02,6.118,6.634,6.741,6.811,6.863,7.179,7.347,7.526,7.569,7.889,7.957,8.005,8.212,8.372,8.422,8.909,8.999,9.394,9.532,9.767,9.823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.185,0.21,0.275,0.476,0.581,0.669,0.855,1.093,1.182,1.278,1.497,1.947,2.041,2.151,2.41,2.664,2.851,3.056,3.178,3.959,4.165,4.492,4.926,5.055,5.321,5.458,5.78,5.817,6.183,7.094,7.506,7.632,7.96,8.217,8.556,8.709,9.118,9.196,9.256,9.281,9.315,9.637,9.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08,0.139,0.161,0.25,0.301,0.377,0.467,0.59,0.664,0.846,0.916,0.943,1.237,1.494,1.544,1.691,2.05,2.3,2.563,3.395,3.573,3.764,3.795,4.033,4.137,4.3,4.724,5.073,5.115,5.375,5.426,5.537,5.673,5.69,6.15,6.183,6.328,6.549,6.728,6.835,7.252,7.449,7.665,7.872,8.035,8.212,8.25,8.281,8.355,8.44,8.581,8.784,8.835,8.956,9.644,9.673,9.963,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.093,0.473,0.522,0.643,0.924,0.993,1.026,1.427,1.591,1.693,1.815,1.931,2.071,2.124,2.444,3.046,3.193,3.256,3.826,4.115,4.43,4.507,4.648,4.884,4.924,4.976,5.059,5.262,5.356,5.541,5.595,5.634,5.656,5.787,5.822,6.249,6.31,7.008,7.109,7.159,7.602,7.714,8.043,8.115,8.542,8.856,8.888,8.935,9.345,9.857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.113,0.6,0.66,0.699,0.908,0.961,1.214,1.35,1.503,1.613,1.673,1.988,2.343,2.931,3.115,3.639,3.707,3.74,3.974,4.057,4.145,4.387,4.43,4.6,4.826,4.94,5.104,5.435,5.708,5.805,5.853,6.012,6.055,6.228,6.543,6.768,7.321,7.519,7.586,7.857,8.385,8.489,8.785,8.895,9.131,9.249,9.522,9.592,9.648,9.878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.111,0.142,0.452,0.639,0.781,0.875,0.978,1.025,1.081,1.148,1.245,1.295,1.344,1.449,1.794,1.892,2.255,2.33,2.646,2.791,3.088,3.489,3.778,4.093,4.334,4.429,4.681,4.71,4.814,5.447,5.762,5.975,6.313,6.523,6.873,7.068,7.738,7.844,8.019,8.058,8.242,8.324,8.38,8.927,9.082,9.413,9.466,9.571,9.679,9.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.314,0.467,0.499,0.525,1.047,1.205,1.294,1.559,1.662,1.725,1.83,2.17,2.235,2.909,3.007,3.512,4.069,4.612,4.694,4.817,4.867,5.008,5.269,5.31,5.364,5.477,5.538,5.601,5.805,6.317,6.357,6.664,6.793,7.137,7.288,7.617,7.687,7.788,8.008,8.236,8.283,8.456,8.487,8.558,8.604,8.713,8.742,8.855,8.88,8.907,8.957,9.092,9.351,9.455,9.503,9.785,9.85,nan,nan,nan,nan,nan,nan,nan,nan
