0.345,0.427,0.511,0.594,0.795,0.959,1.157,1.366,1.543,1.749,1.824,1.923,1.978,2.06,2.393,3.306,3.499,3.745,4.148,4.208,4.556,4.598,4.649,5.025,5.062,5.15,5.431,5.48,5.628,5.756,5.973,6.075,6.173,6.728,7.031,7.293,7.598,7.781,8.154,8.277,8.373,8.463,8.486,8.557,8.667,8.815,8.993,9.152,9.341,9.618,9.645,9.887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15,0.283,0.38,0.413,0.571,0.601,0.825,0.918,1.275,1.465,1.726,1.772,1.797,1.924,2.131,2.194,2.284,2.356,2.43,2.792,3.266,3.838,3.918,4.31,4.33,4.412,4.659,4.787,4.874,5.143,5.299,5.401,6.503,6.69,7.423,7.525,7.615,7.865,7.981,8.251,8.602,8.677,8.719,8.887,8.959,9.052,9.254,9.355,9.726,9.894,9.913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.221,0.271,0.372,0.399,0.492,0.636,0.697,0.743,1.137,1.156,1.295,1.426,1.48,1.69,1.8,2.607,2.769,3.011,3.446,3.953,4.233,4.364,4.581,4.624,4.656,5.046,5.131,5.278,5.382,6.037,6.342,6.963,7.277,7.388,7.548,7.741,8.135,8.268,8.305,8.537,8.597,8.639,8.676,8.717,9.059,9.368,9.575,9.603,9.646,9.792,9.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.385,0.62,0.698,0.881,0.909,1.079,1.25,1.493,1.528,1.656,1.693,1.966,2.707,3.066,3.287,3.514,3.634,3.882,4.287,4.319,4.471,4.848,4.886,5.019,5.136,5.395,5.489,5.609,5.831,5.92,5.972,6.81,6.861,6.964,7.035,7.607,7.746,7.761,7.788,7.876,8.001,8.39,8.452,8.535,8.666,8.801,8.835,9.199,9.615,9.901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.088,0.132,0.287,0.412,0.619,1.046,1.239,1.411,1.612,2.184,2.371,3.473,3.525,3.544,3.602,3.818,4.152,4.623,4.674,4.749,5.02,5.326,5.372,5.408,5.467,5.608,5.854,5.88,5.969,6.245,6.558,6.72,7.028,7.619,7.818,8.089,8.213,8.251,8.437,8.633,8.713,8.731,8.873,8.969,9.085,9.122,9.338,9.379,9.532,9.586,9.785,9.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.219,0.442,0.487,0.711,0.808,0.872,1.143,1.236,1.311,1.615,1.651,1.837,2.207,3.317,3.769,3.807,3.961,4.129,4.2,4.309,4.479,4.593,4.629,4.702,4.853,4.927,4.986,5.118,5.284,5.375,5.443,5.603,5.821,5.853,5.903,6.176,6.527,6.675,6.709,6.79,6.945,7.2,7.367,8.144,8.427,8.486,8.531,8.564,8.734,8.84,9.01,9.188,9.543,9.595,9.669,9.756,9.825,9.886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.192,0.569,0.731,1.029,1.177,1.204,1.259,1.295,1.588,1.624,1.702,1.772,1.877,1.978,2.285,2.574,2.716,2.936,3.736,3.976,4.15,4.206,4.274,4.622,5.03,5.095,5.578,5.707,5.972,6.011,6.338,6.535,6.66,7.183,7.873,7.942,8.197,8.272,8.315,8.454,8.693,8.748,8.781,8.822,9.027,9.093,9.165,9.292,9.353,9.523,9.596,9.693,9.973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.057,0.368,0.432,0.475,0.506,0.537,0.723,0.855,0.975,1.015,1.086,1.267,1.409,1.429,1.529,1.558,1.668,1.866,2.117,2.214,2.753,2.924,3.074,3.351,3.465,3.688,4.346,4.469,4.592,4.816,5.132,5.556,5.636,5.755,5.934,5.96,6.082,6.283,6.338,6.665,7.629,7.737,7.769,7.905,8.021,8.112,8.172,8.316,8.387,8.461,8.489,8.935,9.47,9.603,9.714,9.763,9.8,9.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05,0.074,0.355,0.466,0.633,0.708,0.851,0.909,1.036,1.167,1.203,1.444,1.69,1.778,1.827,1.913,2.05,2.163,2.21,2.281,2.343,2.646,2.875,3.255,3.733,3.871,4.402,4.503,4.749,4.821,4.905,4.977,5.087,5.197,5.327,5.376,5.664,5.89,5.935,6.073,6.32,6.908,7.313,7.403,7.438,7.637,7.865,7.887,7.967,8.479,8.609,8.766,8.909,9.063,9.116,9.279,9.349,9.393,9.49,9.544,9.819,nan,nan,nan,nan,nan,nan,nan,nan
0.039,0.226,0.599,0.658,0.73,0.749,0.856,1.026,1.311,1.412,2.015,2.122,2.466,2.846,3.078,3.334,4.26,4.307,4.361,4.465,4.839,4.914,5.116,5.138,5.647,5.742,5.786,5.959,6.001,6.499,6.652,7.083,8.661,8.689,8.851,9.107,9.356,9.582,9.739,9.862,9.916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
