0.145,0.389,0.558,0.572,0.599,1.016,1.214,1.532,1.682,1.743,1.854,1.939,2.164,2.201,2.347,2.425,2.465,2.51,2.721,3.008,3.103,3.161,3.282,3.445,3.518,3.76,4.072,4.252,4.307,4.365,4.433,4.547,4.609,4.806,5.06,5.154,5.244,5.54,5.681,5.87,6.583,6.821,6.915,7.55,7.752,7.901,8.035,8.254,8.546,8.69,8.839,9.103,9.499,9.797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.2,0.594,0.646,0.727,0.781,0.984,1.245,1.295,1.461,1.525,1.695,1.801,1.944,2.158,2.221,2.264,2.761,3.106,3.546,3.962,4.023,4.462,4.636,4.714,4.786,4.857,5.028,5.171,5.215,5.237,5.275,5.457,5.482,5.805,5.894,6.08,6.189,6.386,6.543,6.747,6.96,7.647,7.937,7.991,8.069,8.141,8.244,8.382,8.906,9.52,9.666,9.761,9.783,9.848,9.976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.21,0.246,0.278,0.295,0.467,0.51,0.722,0.839,0.951,1.408,1.443,1.52,2.506,2.958,3.231,3.362,3.749,3.875,3.967,4.015,4.409,4.433,4.461,4.494,4.533,4.663,4.741,5.34,5.454,5.516,5.599,6.066,6.259,6.402,6.49,6.57,6.875,6.972,7.132,7.328,7.581,7.853,8.024,8.361,8.512,8.744,8.874,8.896,9.212,9.321,9.617,9.697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.053,0.254,0.668,0.841,1.208,1.37,1.504,1.57,2.028,2.199,2.432,2.65,3.447,3.586,3.631,3.652,3.832,3.995,4.184,4.218,4.41,4.54,4.935,5.236,5.291,5.361,5.701,6.061,6.105,6.536,6.81,7.468,7.901,7.97,8.941,8.996,9.064,9.168,9.522,9.764,9.903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.136,0.668,0.734,0.799,1.057,1.259,1.66,1.689,1.855,1.944,2.322,2.385,2.474,2.857,3.095,3.126,3.543,4.123,4.233,4.328,4.462,4.817,4.854,4.923,5.095,5.115,5.179,5.355,5.407,5.428,5.767,5.999,6.093,6.128,6.211,6.291,6.686,6.82,7.37,7.565,7.773,8.314,8.393,8.517,8.555,8.834,8.867,8.965,9.009,9.081,9.324,9.587,9.698,9.729,9.777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.024,0.195,0.28,0.508,0.639,0.922,1.003,1.306,1.36,1.407,1.513,1.673,1.716,1.824,1.93,2.874,2.923,3.013,3.576,3.808,3.877,4.185,4.264,4.53,4.813,4.942,5.155,5.246,5.728,5.775,6.288,6.372,6.497,7.114,7.848,8.336,8.437,8.616,8.809,8.918,9.073,9.262,9.311,9.856,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.144,0.246,0.302,0.656,0.738,0.807,1.197,1.335,1.505,1.537,1.712,1.795,1.929,2.007,2.027,2.079,2.817,3.057,3.108,4.036,4.14,4.276,4.512,4.602,4.644,4.92,5.002,5.032,5.099,5.18,5.363,5.596,5.716,5.851,5.959,6.375,6.512,6.64,7.62,7.782,7.898,8.809,8.892,9.052,9.079,9.142,9.158,9.374,9.913,9.946,9.994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.134,0.222,0.294,0.393,0.505,0.601,0.644,0.732,0.829,0.897,0.967,1.04,1.341,1.372,1.58,1.678,2.127,2.168,2.475,2.952,3.091,3.169,4.013,4.084,4.213,4.233,4.458,4.483,4.512,4.569,4.741,4.904,5.095,5.137,5.169,5.198,5.448,5.752,6.115,6.263,6.349,6.381,7.303,7.332,7.908,8.226,8.383,8.402,8.439,8.759,8.816,8.911,9.01,9.338,9.416,9.938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.292,0.73,0.992,1.063,1.306,1.335,1.365,1.536,1.925,1.999,2.249,2.432,2.737,3.344,3.436,3.688,3.749,4.427,4.502,4.637,4.664,4.732,4.79,4.821,5.055,5.329,5.497,5.938,6.479,6.741,6.869,7.071,7.214,7.552,7.756,7.953,8.362,8.432,8.585,8.625,8.732,8.846,9.118,9.289,9.572,9.868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.167,0.548,0.64,0.759,0.839,0.975,1.023,1.053,1.176,1.253,1.457,1.495,1.575,1.901,1.929,2.058,2.237,2.289,2.31,2.338,2.774,2.806,3.075,3.594,3.809,4.296,4.487,5.104,5.166,5.236,5.447,5.473,5.554,5.675,5.876,6.053,6.307,6.328,6.797,6.868,7.329,7.455,7.517,7.616,7.738,7.79,8.232,8.454,8.609,8.779,8.938,9.083,9.129,9.259,9.276,9.367,9.527,9.712,9.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.075,0.127,0.328,0.548,1.049,1.082,1.793,1.858,2.01,2.183,2.686,2.9,3.688,3.824,4.156,4.31,4.645,4.973,5.031,5.391,6.238,6.434,6.452,6.553,6.755,7.812,7.985,8.364,8.584,8.642,8.808,8.835,8.864,8.925,9.17,9.262,9.35,9.658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.158,0.512,0.69,0.735,0.794,0.809,0.934,0.99,1.049,1.116,1.253,1.448,1.558,1.576,1.6,1.904,1.959,2.111,2.671,3.037,3.111,3.316,3.351,3.876,3.917,3.948,4.08,4.507,4.531,4.716,4.814,4.877,4.894,4.963,5.605,6.113,6.227,6.655,7.178,7.261,7.539,7.573,7.737,7.915,7.995,8.367,8.4,8.579,8.612,8.677,8.764,8.965,9.064,9.196,9.302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.127,0.187,0.47,0.53,0.716,0.766,0.788,0.905,1.059,1.494,1.584,1.99,2.031,2.145,2.557,2.904,3.076,3.194,3.691,4.003,4.28,4.429,4.485,4.669,4.703,4.834,5.053,5.533,5.603,5.894,6.055,6.662,6.701,6.937,7.293,7.575,7.735,7.781,8.58,8.769,8.814,8.984,9.093,9.155,9.183,9.636,9.68,9.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.059,0.163,0.235,0.331,0.424,0.572,0.616,0.71,1.001,1.038,1.243,1.34,1.489,1.588,1.657,1.76,1.807,1.837,2.002,2.123,2.592,3.316,3.579,3.666,4.475,4.498,4.547,4.574,4.784,4.858,5.008,5.196,5.622,5.682,5.739,6.344,6.427,6.747,6.987,7.279,7.558,7.817,7.936,8.017,8.12,8.507,8.603,8.632,8.811,8.926,9.022,9.058,9.142,9.287,9.434,9.663,9.863,9.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.198,0.256,0.296,0.356,0.622,0.682,0.778,0.925,1.048,1.349,1.419,1.482,1.678,1.959,2.132,2.414,2.496,2.547,2.869,3.173,3.218,3.295,3.633,3.742,4.029,4.418,4.476,4.516,4.68,4.759,5.172,5.235,5.461,5.88,6.325,6.818,6.996,7.147,7.518,7.684,7.897,7.975,8.092,8.157,8.348,8.573,8.618,8.697,8.777,8.805,8.902,8.941,9.27,9.748,9.802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18,0.319,0.531,0.577,0.662,0.849,0.986,1.177,1.371,1.435,1.497,1.539,1.577,1.868,1.943,2.045,2.821,2.89,2.98,3.285,3.568,3.823,3.913,4.029,4.076,4.168,4.331,4.433,4.671,4.873,4.982,5.108,5.36,5.456,5.474,5.524,5.617,5.688,6.282,6.409,6.436,6.789,7.697,7.865,7.902,8.156,8.201,8.402,8.564,8.715,8.83,8.921,9.037,9.09,9.182,9.314,9.644,9.722,9.894,9.977,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.045,0.246,0.436,0.655,0.747,0.841,0.955,0.979,1.164,1.273,1.603,1.739,1.761,1.798,1.876,2.302,2.423,2.643,2.884,3.149,3.18,3.352,3.411,3.557,3.606,3.694,4.127,4.185,4.329,4.553,4.7,4.801,4.854,5.139,5.226,5.317,5.493,5.89,5.926,6.174,6.263,6.658,7.195,7.788,8.032,8.19,8.278,8.314,8.388,8.473,8.627,8.658,8.703,8.734,8.799,8.942,9.296,9.339,9.424,9.511,9.527,9.804,nan,nan,nan,nan,nan,nan,nan
0.087,0.138,0.352,0.458,0.576,0.767,0.88,0.983,1.194,1.383,1.669,1.766,1.935,2.069,2.413,2.96,3.238,3.289,3.832,3.884,4.069,4.321,4.422,4.529,5.16,5.243,5.527,5.576,5.803,5.859,5.903,6.015,6.441,6.851,7.287,8.638,8.708,8.779,8.8,8.897,8.974,9.014,9.327,9.452,9.697,9.911,9.946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.187,0.226,0.257,0.477,0.603,0.95,1.001,1.025,1.129,1.261,1.322,1.357,1.694,1.807,2.215,2.274,2.342,2.538,3.069,3.691,3.93,3.991,4.073,4.164,4.31,4.591,4.932,4.972,5.138,5.214,5.249,5.325,5.419,5.681,5.986,6.743,7.217,7.823,7.899,8.065,8.331,8.361,8.575,8.727,8.967,9.019,9.196,9.437,9.523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.09,0.258,0.764,0.845,1.004,1.05,1.263,1.491,1.574,1.653,1.815,1.984,2.274,3.262,3.292,3.541,4.002,4.549,4.762,4.792,4.912,5.054,5.397,5.584,5.719,5.952,5.966,6.144,6.222,6.561,7.328,7.466,7.565,8.241,8.335,8.414,8.634,8.826,8.848,9.081,9.164,9.223,9.362,9.462,9.669,9.896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
