0.028,0.045,0.123,0.183,0.217,0.3,0.356,0.368,0.413,0.474,0.529,0.6,0.635,0.721,0.777,0.795,0.941,1.076,1.175,1.207,1.257,1.34,1.395,1.518,1.559,1.608,1.681,1.745,1.776,1.819,1.864,1.944,1.985,2.047,2.213,2.259,2.347,2.422,2.512,2.607,2.643,2.801,2.903,3.0,3.041,3.065,3.192,3.223,3.376,3.441,3.468,3.553,3.673,3.716,3.795,3.822,3.959,4.047,4.071,4.092,4.111,4.226,4.352,4.407,4.447,4.571,4.601,4.663,4.741,4.761,4.789,4.882,4.895,4.93,4.961,4.986,5.006,5.095,5.188,5.223,5.333,5.372,5.417,5.454,5.476,5.505,5.54,5.572,5.643,5.667,5.684,5.706,5.757,5.783,5.826,5.9,5.97,6.115,6.189,6.227,6.315,6.373,6.406,6.429,6.467,6.637,6.658,6.672,6.73,6.748,6.795,6.902,6.939,6.991,7.028,7.529,7.609,7.629,7.679,7.718,7.825,7.863,7.882,7.919,7.952,8.233,8.295,8.32,8.375,8.4,8.437,8.489,8.527,8.543,8.572,8.597,8.676,8.718,8.744,8.846,8.869,8.931,8.999,9.038,9.061,9.085,9.305,9.32,9.394,9.484,9.511,9.598,9.625,9.79,9.834,nan,nan,nan,nan
0.103,0.126,0.171,0.193,0.241,0.305,0.334,0.394,0.425,0.46,0.516,0.657,0.734,0.762,0.781,0.864,0.901,0.988,1.058,1.081,1.129,1.155,1.21,1.401,1.439,1.471,1.512,1.677,1.719,1.876,2.091,2.291,2.446,2.487,2.55,2.932,2.947,3.019,3.067,3.112,3.174,3.234,3.277,3.359,3.424,3.492,3.516,3.638,3.669,3.691,3.811,3.898,4.019,4.094,4.159,4.178,4.206,4.299,4.329,4.371,4.387,4.411,4.446,4.475,4.51,4.57,4.615,4.671,4.726,4.818,4.906,4.953,4.984,5.118,5.16,5.286,5.353,5.391,5.443,5.56,5.639,5.663,5.7,5.791,5.878,5.933,6.092,6.113,6.144,6.157,6.337,6.43,6.49,6.607,6.724,6.808,6.855,7.227,7.349,7.411,7.501,7.662,7.77,7.83,7.856,7.888,7.943,7.986,8.27,8.316,8.364,8.436,8.578,8.684,8.712,8.759,8.779,8.823,8.862,8.887,8.965,9.02,9.041,9.066,9.108,9.133,9.17,9.227,9.253,9.462,9.529,9.57,9.689,9.737,9.998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.089,0.172,0.251,0.279,0.343,0.404,0.426,0.573,0.691,0.735,0.794,0.839,0.863,0.98,1.057,1.092,1.124,1.327,1.425,1.631,1.771,1.834,1.868,1.934,2.034,2.088,2.205,2.268,2.304,2.381,2.407,2.509,2.559,2.67,2.838,2.892,2.976,3.012,3.21,3.232,3.37,3.575,3.76,3.879,3.998,4.033,4.078,4.101,4.122,4.208,4.243,4.351,4.422,4.53,4.542,4.612,4.692,4.717,4.74,4.787,4.843,4.907,4.964,5.091,5.126,5.172,5.202,5.23,5.304,5.328,5.364,5.405,5.468,5.507,5.552,5.706,5.741,5.843,5.896,5.948,6.031,6.137,6.184,6.288,6.311,6.348,6.45,6.494,6.52,6.545,6.619,6.656,6.68,6.711,6.822,6.942,7.022,7.1,7.175,7.241,7.29,7.387,7.43,7.56,7.593,7.63,7.804,7.87,7.972,8.036,8.13,8.159,8.285,8.41,8.491,8.531,8.592,8.774,8.785,8.847,8.918,8.938,9.014,9.055,9.139,9.193,9.299,9.324,9.382,9.399,9.415,9.456,9.48,9.516,9.549,9.583,9.616,9.644,9.74,9.805,9.84,9.904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.104,0.174,0.263,0.312,0.349,0.371,0.39,0.415,0.461,0.609,0.651,0.68,0.72,0.758,0.799,0.822,0.915,0.957,0.99,1.021,1.046,1.099,1.141,1.168,1.29,1.378,1.417,1.433,1.458,1.497,1.572,1.822,1.897,1.967,2.108,2.181,2.23,2.289,2.432,2.675,2.846,3.023,3.233,3.287,3.347,3.378,3.524,3.539,3.826,3.853,3.913,3.944,3.964,4.008,4.099,4.125,4.202,4.226,4.337,4.357,4.372,4.438,4.46,4.543,4.587,4.604,4.708,4.746,4.778,4.887,4.933,4.976,5.017,5.052,5.178,5.322,5.345,5.365,5.461,5.581,5.641,5.696,5.751,5.769,5.805,5.837,5.878,5.96,5.994,6.044,6.071,6.106,6.171,6.228,6.272,6.296,6.337,6.563,6.699,6.748,6.912,6.984,7.321,7.439,7.463,7.498,7.558,7.625,7.651,7.788,7.898,7.944,8.035,8.126,8.205,8.336,8.375,8.449,8.472,8.653,8.71,8.747,8.88,8.893,8.932,8.948,9.006,9.026,9.083,9.135,9.188,9.312,9.378,9.412,9.451,9.56,9.59,9.62,9.745,9.808,9.838,9.986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.048,0.113,0.173,0.206,0.269,0.322,0.393,0.432,0.451,0.476,0.503,0.589,0.608,0.741,0.857,0.922,0.963,0.992,1.032,1.051,1.173,1.213,1.241,1.312,1.426,1.448,1.55,1.626,1.692,1.717,1.732,1.753,1.777,1.893,1.917,2.025,2.22,2.283,2.326,2.348,2.379,2.428,2.565,2.714,2.812,2.845,3.111,3.209,3.327,3.395,3.442,3.609,3.69,3.743,3.767,3.879,3.928,3.993,4.034,4.076,4.128,4.175,4.268,4.312,4.431,4.494,4.511,4.6,4.692,4.721,4.763,4.801,4.832,4.857,4.882,4.919,4.989,5.044,5.109,5.192,5.257,5.317,5.362,5.42,5.466,5.524,5.562,5.589,5.692,5.781,5.808,5.884,6.023,6.109,6.171,6.212,6.244,6.373,6.703,6.76,6.956,7.061,7.093,7.292,7.332,7.437,7.456,7.522,7.54,7.565,7.771,7.832,7.876,7.976,8.003,8.027,8.057,8.076,8.135,8.266,8.322,8.353,8.474,8.508,8.536,8.603,8.703,8.811,8.953,9.001,9.06,9.121,9.17,9.21,9.307,9.356,9.45,9.589,9.627,9.72,9.819,9.893,9.913,9.976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.047,0.109,0.162,0.234,0.318,0.354,0.511,0.527,0.643,0.679,0.747,0.813,0.951,0.997,1.02,1.074,1.094,1.149,1.229,1.318,1.348,1.436,1.515,1.802,1.873,1.921,2.02,2.206,2.38,2.469,2.523,2.585,2.646,2.707,2.758,2.785,2.81,2.889,2.974,3.048,3.2,3.274,3.324,3.409,3.44,3.561,3.599,3.626,3.667,3.778,3.793,3.867,3.888,3.961,3.992,4.019,4.047,4.088,4.323,4.399,4.436,4.455,4.528,4.583,4.617,4.646,4.666,4.692,4.709,4.743,4.766,4.825,4.863,4.961,5.014,5.069,5.137,5.178,5.216,5.263,5.351,5.379,5.452,5.704,5.736,5.767,5.793,5.876,5.919,5.94,6.007,6.111,6.131,6.195,6.242,6.291,6.369,6.419,6.448,6.472,6.618,6.66,6.748,6.816,6.966,7.015,7.09,7.262,7.297,7.369,7.536,7.6,7.625,7.659,7.684,7.78,7.89,7.92,7.996,8.147,8.204,8.319,8.366,8.405,8.424,8.456,8.622,8.638,8.652,8.688,8.722,8.777,8.797,8.869,8.937,8.968,9.019,9.152,9.193,9.282,9.357,9.491,9.656,9.699,9.74,9.786,9.905,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.126,0.159,0.189,0.227,0.313,0.371,0.397,0.416,0.533,0.647,0.786,0.809,0.843,1.062,1.141,1.168,1.18,1.235,1.258,1.287,1.35,1.415,1.462,1.499,1.568,1.585,1.646,1.69,1.784,1.814,1.859,1.894,1.982,2.014,2.074,2.162,2.208,2.235,2.29,2.352,2.392,2.452,2.531,2.577,2.625,2.671,2.733,2.791,2.878,3.004,3.079,3.222,3.312,3.347,3.427,3.498,3.524,3.584,3.619,3.677,3.759,3.837,4.028,4.063,4.145,4.178,4.325,4.37,4.422,4.449,4.528,4.564,4.597,4.73,4.742,4.78,4.839,4.863,4.926,4.966,5.084,5.125,5.148,5.248,5.317,5.346,5.441,5.526,5.599,5.653,5.711,5.732,5.77,5.821,5.943,6.048,6.08,6.192,6.251,6.519,6.565,6.599,6.678,6.746,6.817,6.919,7.232,7.266,7.308,7.422,7.454,7.485,7.582,7.597,7.725,7.822,7.912,7.956,8.014,8.039,8.078,8.127,8.175,8.399,8.42,8.47,8.637,8.693,8.722,8.778,8.82,8.946,9.01,9.039,9.083,9.153,9.198,9.291,9.321,9.366,9.381,9.48,9.56,9.596,9.665,9.725,9.849,9.912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08,0.224,0.293,0.393,0.406,0.513,0.537,0.589,0.625,0.759,0.86,0.934,0.971,1.011,1.074,1.099,1.151,1.197,1.262,1.284,1.309,1.331,1.357,1.418,1.451,1.512,1.562,1.619,1.766,1.822,1.863,1.984,2.064,2.086,2.173,2.441,2.491,2.542,2.59,2.692,2.768,3.04,3.109,3.248,3.366,3.403,3.49,3.551,3.663,3.702,3.774,3.798,4.019,4.068,4.252,4.274,4.355,4.416,4.456,4.515,4.627,4.668,4.709,4.725,4.761,4.797,4.852,4.892,4.917,4.934,4.966,5.116,5.207,5.327,5.347,5.49,5.641,5.672,5.852,5.87,5.902,5.98,6.012,6.033,6.099,6.156,6.262,6.32,6.466,6.522,6.776,7.105,7.162,7.264,7.365,7.419,7.437,7.664,7.791,7.877,7.98,8.078,8.134,8.265,8.524,8.586,8.629,8.703,8.726,8.836,8.899,8.926,8.958,8.983,9.044,9.137,9.215,9.267,9.481,9.494,9.583,9.613,9.666,9.789,9.83,9.877,9.886,9.953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.033,0.053,0.137,0.233,0.256,0.39,0.591,0.699,0.808,0.852,0.908,0.958,1.003,1.039,1.089,1.136,1.174,1.19,1.219,1.317,1.355,1.402,1.434,1.456,1.592,1.651,1.704,1.725,1.78,1.83,1.859,1.905,1.982,2.05,2.191,2.272,2.294,2.347,2.369,2.419,2.625,2.646,2.672,2.685,2.895,3.011,3.037,3.074,3.132,3.282,3.296,3.327,3.477,3.678,3.775,3.847,3.88,3.913,3.961,4.058,4.129,4.194,4.226,4.368,4.395,4.504,4.565,4.593,4.614,4.668,4.735,4.92,4.977,4.992,5.113,5.172,5.195,5.259,5.294,5.391,5.443,5.459,5.6,5.637,5.655,5.672,5.706,5.741,5.801,5.922,5.992,6.117,6.128,6.202,6.223,6.234,6.277,6.307,6.405,6.604,6.661,6.696,6.735,6.769,6.924,6.998,7.031,7.066,7.114,7.157,7.211,7.299,7.348,7.398,7.525,7.622,7.643,7.683,7.706,7.905,7.954,7.978,8.096,8.16,8.236,8.267,8.362,8.46,8.484,8.54,8.591,8.611,8.623,8.652,8.674,8.761,8.851,8.878,9.007,9.061,9.107,9.154,9.189,9.239,9.361,9.4,9.419,9.438,9.502,9.548,9.61,9.669,9.692,9.728,9.771,9.836,9.889,9.943,9.988
0.084,0.181,0.255,0.383,0.395,0.451,0.465,0.486,0.68,0.727,0.792,0.814,0.904,0.968,1.077,1.139,1.17,1.217,1.404,1.429,1.502,1.593,1.63,1.657,1.714,1.741,1.77,1.796,1.831,1.855,1.876,1.933,2.094,2.13,2.192,2.275,2.321,2.397,2.746,2.825,3.055,3.133,3.214,3.239,3.326,3.42,3.684,3.819,3.889,3.91,3.939,4.002,4.113,4.18,4.339,4.433,4.464,4.565,4.613,4.715,4.73,4.752,4.878,4.945,4.96,5.049,5.138,5.198,5.236,5.357,5.374,5.396,5.42,5.454,5.549,5.6,5.636,5.651,5.694,5.836,5.9,5.961,6.075,6.103,6.139,6.333,6.446,6.485,6.627,6.645,6.833,6.901,7.004,7.045,7.121,7.268,7.374,7.416,7.51,7.683,7.762,7.802,7.829,7.893,8.131,8.156,8.223,8.246,8.278,8.341,8.461,8.481,8.617,8.646,8.678,8.722,8.747,8.887,8.917,9.018,9.077,9.108,9.198,9.259,9.276,9.311,9.457,9.551,9.635,9.754,9.8,9.846,9.886,9.947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
