0.072,0.153,0.233,0.274,0.358,0.429,0.628,0.691,0.74,0.817,0.906,0.954,0.98,0.999,1.017,1.054,1.134,1.164,1.178,1.262,1.285,1.322,1.576,1.608,1.663,1.693,1.722,1.825,1.925,1.968,1.999,2.035,2.087,2.121,2.153,2.173,2.272,2.303,2.356,2.371,2.509,2.657,2.756,2.816,2.846,2.932,2.971,2.996,3.124,3.171,3.212,3.3,3.364,3.504,3.66,3.714,3.764,3.801,3.856,3.963,4.009,4.096,4.191,4.276,4.411,4.451,4.532,4.616,4.683,4.717,4.75,5.026,5.171,5.279,5.301,5.366,5.38,5.403,5.423,5.452,5.502,5.525,5.543,5.628,5.682,5.712,5.839,5.853,5.901,6.051,6.15,6.175,6.278,6.363,6.422,6.507,6.614,6.683,6.717,6.782,6.845,6.943,6.985,7.073,7.242,7.4,7.496,7.544,7.742,7.778,7.882,7.935,8.041,8.149,8.198,8.248,8.348,8.37,8.469,8.582,8.606,8.655,8.731,8.775,8.892,8.945,9.254,9.295,9.368,9.489,9.521,9.621,9.677,9.715,9.765,9.925,9.958,9.975,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.049,0.199,0.263,0.3,0.349,0.375,0.419,0.483,0.639,0.686,0.834,0.885,0.909,0.938,0.996,1.315,1.373,1.401,1.455,1.483,1.516,1.639,1.679,1.704,1.736,1.791,1.87,1.919,1.944,1.983,2.057,2.112,2.135,2.162,2.182,2.198,2.235,2.28,2.378,2.399,2.431,2.605,2.639,2.781,2.817,2.839,2.936,2.998,3.069,3.12,3.214,3.501,3.547,3.784,3.85,3.905,3.945,3.96,3.989,4.011,4.038,4.075,4.248,4.315,4.329,4.358,4.425,4.468,4.593,4.621,4.764,4.81,4.882,5.05,5.148,5.31,5.44,5.482,5.561,5.689,5.748,5.998,6.049,6.236,6.271,6.294,6.348,6.366,6.405,6.444,6.543,6.664,6.731,6.769,6.797,6.826,6.93,7.184,7.305,7.339,7.393,7.46,7.51,7.556,7.62,7.648,7.815,7.931,8.074,8.257,8.286,8.338,8.415,8.446,8.517,8.635,8.709,8.755,8.893,9.055,9.098,9.116,9.149,9.23,9.246,9.391,9.428,9.476,9.506,9.566,9.638,9.761,9.838,9.868,9.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.079,0.187,0.327,0.402,0.596,0.719,0.769,0.868,0.983,1.087,1.142,1.163,1.201,1.284,1.403,1.489,1.615,1.823,1.944,2.129,2.161,2.234,2.248,2.318,2.435,2.468,2.607,2.71,2.823,2.876,2.927,3.019,3.089,3.277,3.413,3.493,3.537,3.657,3.755,3.798,3.835,3.891,4.02,4.214,4.278,4.352,4.402,4.458,4.485,4.533,4.644,4.669,4.694,4.755,4.874,4.892,4.919,5.03,5.176,5.215,5.229,5.295,5.315,5.35,5.377,5.432,5.549,5.61,5.645,5.705,5.8,5.836,5.942,6.006,6.09,6.105,6.238,6.269,6.337,6.535,6.712,6.752,6.986,7.057,7.082,7.103,7.125,7.193,7.221,7.407,7.436,7.465,7.487,7.651,7.72,7.823,7.838,7.896,7.943,7.971,8.142,8.163,8.199,8.309,8.379,8.463,8.53,8.592,8.629,8.717,8.801,8.828,8.899,9.168,9.248,9.285,9.475,9.513,9.599,9.678,9.708,9.816,9.863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.022,0.046,0.08,0.111,0.144,0.197,0.23,0.306,0.385,0.487,0.514,0.533,0.621,0.65,0.716,0.748,0.763,0.838,0.933,1.01,1.052,1.087,1.151,1.3,1.465,1.506,1.621,1.777,1.831,1.859,1.887,1.973,2.006,2.023,2.101,2.122,2.189,2.283,2.344,2.381,2.44,2.561,2.575,2.642,2.679,2.776,2.904,2.926,2.986,3.023,3.101,3.132,3.17,3.204,3.276,3.292,3.334,3.407,3.435,3.507,3.636,3.695,3.728,3.886,3.906,4.006,4.055,4.118,4.143,4.18,4.235,4.288,4.372,4.43,4.556,4.66,4.696,4.73,4.762,4.788,4.829,4.876,4.979,5.145,5.183,5.213,5.375,5.461,5.542,5.577,5.597,5.634,5.708,5.754,5.888,5.952,6.167,6.236,6.256,6.313,6.35,6.372,6.407,6.483,6.51,6.533,6.619,6.648,6.677,6.806,6.91,6.94,7.075,7.098,7.14,7.239,7.272,7.41,7.441,7.515,7.753,7.795,7.822,7.864,7.974,8.018,8.096,8.337,8.37,8.429,8.538,8.66,8.724,8.755,8.805,8.833,8.942,9.006,9.053,9.078,9.094,9.234,9.264,9.374,9.501,9.561,9.635,9.661,9.69,9.872,9.898,9.914,nan,nan,nan,nan
0.054,0.123,0.167,0.258,0.385,0.407,0.464,0.55,0.601,0.704,0.76,0.786,0.82,0.873,0.924,0.956,1.011,1.053,1.112,1.149,1.217,1.242,1.31,1.389,1.42,1.547,1.571,1.606,1.645,1.696,1.77,1.83,1.963,2.024,2.128,2.166,2.189,2.204,2.219,2.265,2.313,2.364,2.46,2.605,2.694,2.725,2.843,2.915,3.064,3.157,3.178,3.395,3.42,3.477,3.579,3.616,3.812,3.888,3.953,4.029,4.054,4.114,4.379,4.523,4.549,4.793,4.874,4.906,4.924,4.992,5.099,5.147,5.338,5.373,5.419,5.44,5.529,5.549,5.581,5.601,5.637,5.803,5.865,5.965,6.126,6.174,6.231,6.316,6.441,6.467,6.537,6.582,6.74,6.773,6.815,6.952,7.013,7.045,7.165,7.19,7.27,7.315,7.461,7.514,7.61,7.762,7.806,7.936,8.014,8.2,8.234,8.264,8.291,8.623,8.729,8.771,8.878,8.951,8.987,9.019,9.166,9.197,9.273,9.406,9.456,9.565,9.615,9.64,9.684,9.822,9.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.107,0.219,0.345,0.504,0.585,0.638,0.689,0.741,0.758,0.809,0.847,0.891,0.929,0.956,1.052,1.097,1.126,1.149,1.353,1.46,1.512,1.544,1.575,1.603,1.731,1.805,1.898,1.949,2.048,2.066,2.11,2.219,2.249,2.304,2.358,2.574,2.666,2.758,2.804,3.146,3.226,3.403,3.427,3.459,3.486,3.591,3.636,3.781,3.836,3.975,4.015,4.03,4.046,4.066,4.123,4.211,4.291,4.366,4.476,4.582,4.619,4.66,4.682,4.78,5.001,5.061,5.142,5.294,5.334,5.374,5.391,5.447,5.517,5.581,5.663,5.704,5.768,5.827,5.843,5.912,5.944,6.015,6.046,6.079,6.221,6.263,6.395,6.485,6.675,6.753,6.8,6.845,6.876,6.893,7.003,7.029,7.071,7.124,7.182,7.245,7.293,7.321,7.342,7.368,7.421,7.465,7.502,7.534,7.666,7.687,7.772,7.814,7.918,7.955,8.098,8.247,8.275,8.324,8.367,8.464,8.499,8.848,8.888,9.042,9.102,9.182,9.227,9.359,9.44,9.464,9.511,9.611,9.649,9.731,9.76,9.867,9.904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.102,0.118,0.194,0.254,0.301,0.354,0.413,0.574,0.641,0.722,0.785,0.873,0.913,0.991,1.118,1.302,1.359,1.509,1.549,1.568,1.615,1.641,1.688,1.73,1.771,1.875,1.924,1.961,2.014,2.084,2.158,2.298,2.494,2.517,2.636,2.679,2.852,2.898,2.939,3.008,3.098,3.214,3.244,3.39,3.409,3.556,3.591,3.64,3.782,3.886,3.92,3.952,4.024,4.052,4.119,4.168,4.211,4.284,4.312,4.424,4.511,4.532,4.618,4.639,4.754,4.785,4.855,4.907,4.95,5.028,5.078,5.171,5.214,5.341,5.426,5.519,5.587,5.614,5.759,5.805,5.951,6.014,6.048,6.063,6.195,6.358,6.383,6.409,6.557,6.61,6.653,6.721,6.77,6.819,6.886,6.951,7.053,7.121,7.309,7.396,7.433,7.522,7.578,7.628,7.678,7.757,7.834,7.963,8.031,8.08,8.109,8.177,8.271,8.323,8.344,8.535,8.572,8.603,8.637,8.667,8.813,8.908,8.926,9.229,9.276,9.464,9.589,9.613,9.638,9.663,9.7,9.712,9.79,9.877,9.959,9.986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.139,0.155,0.176,0.213,0.227,0.401,0.467,0.556,0.626,0.742,0.818,0.97,1.114,1.154,1.233,1.308,1.335,1.382,1.434,1.47,1.499,1.544,1.625,1.697,1.846,1.864,1.95,2.058,2.093,2.132,2.145,2.181,2.29,2.421,2.456,2.49,2.538,2.597,2.655,2.75,3.042,3.115,3.175,3.204,3.377,3.404,3.499,3.559,3.593,3.675,3.751,3.862,3.921,3.943,3.996,4.014,4.109,4.337,4.421,4.432,4.517,4.546,4.577,4.725,4.77,5.067,5.169,5.227,5.265,5.302,5.392,5.481,5.536,5.565,5.601,5.741,5.772,5.827,5.853,5.893,5.911,6.011,6.055,6.074,6.105,6.167,6.235,6.289,6.391,6.427,6.484,6.549,6.602,6.662,6.711,6.742,6.792,6.847,6.916,6.948,6.982,7.032,7.06,7.089,7.156,7.222,7.466,7.48,7.549,7.638,7.692,7.766,7.813,7.891,8.015,8.092,8.149,8.219,8.305,8.347,8.362,8.467,8.542,8.574,8.587,8.607,8.678,8.739,8.817,8.841,8.883,8.91,8.931,8.983,9.014,9.153,9.266,9.326,9.355,9.463,9.498,9.555,9.582,9.695,9.739,9.797,9.83,9.857,9.964,9.986,nan,nan,nan,nan,nan,nan
0.121,0.192,0.252,0.391,0.438,0.5,0.555,0.675,0.762,0.83,0.994,1.13,1.174,1.227,1.306,1.414,1.463,1.499,1.522,1.555,1.68,1.905,2.008,2.041,2.091,2.214,2.259,2.302,2.377,2.438,2.601,2.665,2.795,2.836,2.889,2.945,2.985,3.034,3.098,3.191,3.308,3.357,3.419,3.501,3.551,3.576,3.615,3.672,3.75,3.799,3.849,3.914,3.981,4.041,4.164,4.206,4.325,4.35,4.426,4.492,4.726,4.764,4.8,4.823,4.962,5.097,5.114,5.142,5.193,5.208,5.244,5.283,5.35,5.505,5.607,5.691,5.781,5.815,5.846,5.935,5.99,6.03,6.057,6.124,6.184,6.285,6.44,6.575,6.602,6.734,6.765,6.807,6.949,6.969,7.002,7.216,7.284,7.34,7.437,7.465,7.544,7.589,7.612,7.667,7.766,7.79,7.825,7.899,7.972,8.115,8.227,8.292,8.42,8.446,8.54,8.56,8.641,8.679,8.716,8.731,8.76,8.8,8.871,8.911,9.034,9.243,9.443,9.461,9.534,9.627,9.692,9.747,9.773,9.798,9.862,9.907,9.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.095,0.185,0.279,0.328,0.346,0.384,0.422,0.491,0.6,0.681,0.718,0.74,0.859,0.927,1.01,1.036,1.185,1.404,1.539,1.646,1.686,1.892,1.938,1.983,2.138,2.314,2.514,2.539,2.573,2.637,2.677,2.708,2.807,2.89,2.924,3.015,3.045,3.11,3.158,3.325,3.37,3.387,3.421,3.478,3.711,3.731,3.813,3.827,3.919,4.049,4.101,4.127,4.147,4.2,4.328,4.43,4.485,4.515,4.585,4.615,4.662,4.687,4.707,4.759,4.868,4.911,5.103,5.135,5.253,5.368,5.412,5.559,5.597,5.849,5.869,5.971,6.017,6.112,6.175,6.476,6.604,6.7,6.763,6.792,6.896,6.934,6.944,7.069,7.159,7.262,7.356,7.426,7.609,7.633,7.662,7.707,7.768,7.822,7.939,7.962,8.041,8.109,8.138,8.189,8.249,8.319,8.341,8.374,8.468,8.543,8.601,8.759,8.79,8.864,8.953,8.99,9.017,9.078,9.106,9.231,9.279,9.46,9.482,9.523,9.623,9.728,9.767,9.881,9.932,9.968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
