0.282,0.346,0.403,0.537,0.693,0.722,0.796,1.061,1.121,1.561,1.741,1.848,2.063,2.176,2.246,2.37,2.535,2.967,3.026,3.074,3.203,3.501,4.123,4.22,4.285,4.736,4.815,4.941,5.026,5.165,5.272,6.22,6.304,6.345,6.522,6.566,6.793,7.157,7.284,7.46,8.108,8.215,8.729,8.816,8.895,9.086,9.218,9.574,9.688,10.08,10.263,10.84,10.911,11.518,11.548,11.63,12.054,12.601,12.805,12.871,12.952,12.995,13.388,13.631,13.703,13.805,13.949,14.057,14.297,15.041,15.103,15.29,15.914,16.07,16.263,16.336,17.01,17.121,17.585,17.867,18.005,18.966,19.468,19.772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.109,0.317,0.623,0.853,0.885,1.022,1.249,1.392,1.491,1.526,2.077,2.176,2.237,2.323,2.377,3.177,3.538,3.715,3.786,3.92,4.076,4.426,4.577,4.65,4.691,4.828,4.9,4.976,5.205,5.277,5.37,5.478,5.998,6.109,6.372,6.968,7.097,7.258,7.388,7.52,7.881,8.037,8.209,8.315,8.483,8.579,8.887,8.984,9.096,9.159,9.347,9.555,9.601,10.171,10.625,10.869,11.008,11.2,11.217,11.416,11.508,11.797,12.018,12.122,12.298,12.361,12.425,12.619,12.711,12.813,12.913,13.039,13.141,13.321,13.657,13.754,13.938,13.988,14.139,14.177,14.371,15.439,15.597,15.703,15.967,16.016,16.161,16.224,16.491,16.548,16.835,16.957,16.975,17.186,17.319,17.357,17.569,17.607,18.112,18.568,18.614,18.649,18.876,18.975,19.02,19.523,19.773,19.814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.1,0.127,0.26,0.354,0.448,0.612,0.811,0.86,0.927,1.029,1.233,1.298,1.348,1.452,1.677,1.797,2.044,2.205,2.277,2.297,2.475,3.717,3.988,4.085,4.17,4.279,4.336,4.37,4.725,4.759,4.942,5.204,5.347,5.784,5.897,6.183,6.498,6.611,6.658,7.007,7.86,8.029,8.132,8.288,8.547,8.64,8.676,8.743,8.897,9.034,9.208,9.388,9.424,9.631,9.688,9.732,10.203,10.488,10.557,11.074,11.269,11.518,11.61,12.058,12.266,12.71,13.276,13.701,13.997,14.092,14.32,14.436,14.703,15.069,15.586,15.879,16.21,16.508,16.544,16.82,16.916,16.974,17.008,17.042,17.073,17.302,17.425,17.693,17.784,17.812,17.903,18.004,19.129,19.419,19.741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.117,0.18,0.262,0.389,0.467,0.496,0.572,1.261,1.302,1.374,1.499,1.879,1.912,2.288,2.41,3.848,4.225,4.341,4.378,4.417,4.492,4.566,4.761,4.964,5.182,5.375,5.614,5.869,5.92,6.259,6.713,6.804,6.938,7.074,7.199,7.858,8.036,8.313,8.616,8.677,8.833,8.991,9.025,9.054,9.183,9.29,9.39,9.685,9.751,9.877,10.089,10.233,10.306,10.641,10.728,10.789,11.604,11.665,12.069,12.134,12.174,12.461,12.834,12.897,13.115,13.299,13.44,13.625,14.016,14.144,14.366,14.426,14.484,14.523,15.358,15.405,15.556,15.646,15.84,15.895,16.36,16.438,16.468,16.533,16.724,16.808,16.912,16.982,17.24,17.275,17.425,17.526,18.301,18.73,18.953,19.666,19.688,19.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.34,0.422,0.648,0.691,0.789,0.891,1.127,1.183,1.231,1.291,1.311,1.337,1.438,1.679,1.766,1.888,1.979,2.616,2.808,3.125,3.306,3.385,3.48,3.552,3.636,4.149,4.294,4.382,4.492,4.641,4.68,4.988,5.183,5.231,5.293,5.442,5.53,5.7,5.973,6.661,6.708,6.971,7.484,7.695,7.803,8.01,8.274,8.373,8.779,8.824,9.414,9.694,10.907,11.161,11.283,11.386,11.439,11.626,11.803,11.964,12.007,12.147,12.355,12.489,12.532,12.929,13.014,13.224,13.424,13.575,13.598,13.629,13.872,13.901,14.756,15.002,15.856,16.054,16.18,16.46,16.611,16.919,16.945,16.987,17.222,17.952,18.217,18.293,19.092,19.138,19.216,19.313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.18,0.317,0.647,0.777,0.86,1.109,1.336,1.42,1.871,1.965,2.054,2.304,2.386,2.508,2.605,3.358,3.679,4.001,4.104,4.513,4.674,4.749,4.769,4.868,5.222,5.395,5.626,6.127,6.19,6.249,6.359,6.966,7.294,7.527,8.163,8.24,8.762,8.821,9.065,9.194,9.348,9.471,9.938,10.316,10.374,10.424,10.773,11.165,11.755,11.799,11.865,11.981,12.086,12.371,12.917,13.133,13.318,13.577,13.83,13.958,14.18,14.745,15.048,15.135,15.397,15.731,15.899,16.414,16.478,16.52,16.558,16.654,16.706,17.081,17.246,17.334,17.381,17.481,17.676,17.729,17.806,17.832,18.063,18.94,19.188,19.293,19.533,19.609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.14,0.226,0.437,0.479,0.549,0.634,0.798,0.92,1.087,1.475,1.644,1.672,1.806,1.855,1.968,2.01,2.416,3.279,3.485,3.677,3.725,3.935,4.097,4.415,4.624,4.779,4.87,5.046,5.189,5.446,5.62,6.052,6.171,6.829,6.98,7.053,7.17,7.234,7.453,7.482,7.976,8.336,8.428,8.614,8.754,8.802,9.008,9.084,9.115,9.355,9.433,9.566,9.744,9.928,10.009,10.042,10.137,10.384,10.598,10.919,11.029,11.446,11.759,12.039,12.106,12.374,12.612,12.645,12.69,12.816,12.994,13.052,13.191,13.237,13.361,13.401,13.468,13.531,13.6,13.657,13.743,13.833,13.962,14.312,14.608,15.066,15.254,15.626,15.723,15.795,15.845,16.011,16.298,16.424,16.613,16.674,16.923,17.134,17.16,17.612,17.838,18.178,18.215,18.64,19.129,19.166,19.337,19.482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.042,0.321,0.401,0.439,0.512,0.685,0.719,0.743,0.779,0.818,1.051,1.2,1.225,1.448,1.575,1.936,2.121,2.385,2.761,3.193,3.238,3.661,3.74,4.071,4.287,4.611,4.671,4.698,4.853,5.068,5.183,5.257,5.305,5.468,5.542,5.964,6.156,6.196,6.598,6.737,7.46,7.541,7.865,7.958,7.998,8.163,8.374,8.644,8.821,8.872,9.181,9.332,9.549,9.743,9.806,10.065,10.115,10.472,10.563,10.885,11.043,11.073,12.037,12.335,12.749,12.841,12.942,13.148,13.216,13.252,13.289,13.447,13.718,13.892,14.192,14.378,14.506,14.71,15.134,15.174,15.325,15.378,15.721,15.991,16.148,16.188,16.245,16.574,16.613,16.827,16.911,16.952,17.18,17.269,17.351,17.373,17.39,17.541,17.78,18.231,18.406,18.458,18.672,18.84,19.315,19.349,19.542,19.598,19.847,19.914,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.087,0.345,0.417,0.49,0.669,0.741,0.856,1.326,1.42,1.462,1.491,1.611,1.745,1.781,1.862,1.975,2.064,2.14,2.513,3.015,3.307,3.382,3.63,3.785,3.868,4.068,4.135,4.248,4.322,4.376,4.433,4.495,4.568,4.616,4.645,4.735,4.81,4.88,5.036,5.622,5.668,6.238,6.38,6.566,6.692,7.031,7.625,7.664,7.859,7.932,8.476,8.714,9.087,9.386,9.92,10.119,10.744,11.006,11.556,11.773,11.843,11.947,12.05,12.262,12.395,12.48,12.639,12.767,13.079,13.111,13.173,13.389,13.867,13.93,13.945,14.0,14.055,14.199,14.271,14.614,14.663,14.853,14.873,15.219,15.75,15.767,16.023,16.057,16.114,16.402,16.567,16.615,16.651,16.854,17.123,17.159,17.247,17.495,17.981,18.811,19.907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.028,0.068,0.348,0.463,0.708,0.793,0.939,1.266,1.305,1.382,1.4,1.533,1.705,1.743,1.855,1.889,2.08,2.299,2.466,2.525,2.54,2.733,2.764,3.078,3.696,3.81,4.444,4.513,4.634,4.745,4.776,4.809,5.587,5.797,5.979,6.492,6.574,7.456,7.494,7.77,7.92,8.112,8.239,8.257,8.49,8.801,8.823,8.878,8.953,8.975,9.234,9.396,9.552,9.627,9.728,9.821,9.865,9.979,10.036,10.382,10.499,10.657,11.331,11.493,11.582,11.667,12.174,12.34,12.366,12.407,12.46,12.767,12.862,12.927,13.032,13.427,13.779,14.443,14.985,15.403,15.864,16.016,16.3,17.062,17.15,17.173,17.475,17.494,17.601,17.637,18.306,18.441,19.144,19.277,19.539,19.623,19.716,19.815,19.933,19.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.24,0.539,0.621,0.638,0.999,1.232,1.397,1.595,2.213,2.461,2.646,3.064,3.327,3.536,3.777,3.868,4.158,4.244,4.278,4.344,4.411,4.454,4.517,4.971,5.128,5.477,6.361,6.553,6.651,6.709,7.048,7.234,7.247,7.518,7.588,7.702,7.783,8.082,8.346,8.492,8.623,8.945,8.985,9.097,9.3,9.366,9.485,9.512,9.753,9.932,10.272,10.422,10.715,10.9,11.854,12.0,12.193,12.419,12.638,12.74,13.229,13.294,13.562,13.65,13.769,13.899,14.248,14.487,14.987,15.017,15.829,15.902,16.105,16.268,16.549,16.606,17.007,17.036,17.089,17.321,17.391,17.856,18.543,18.648,18.798,19.053,19.296,19.584,19.808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.619,0.707,0.74,0.9,0.924,1.14,1.247,1.628,1.698,1.816,1.883,1.947,2.619,3.039,3.095,3.209,3.667,3.986,4.259,4.606,5.106,5.168,5.235,5.272,5.302,5.353,5.464,5.594,5.807,6.292,6.403,6.868,7.258,7.511,7.682,8.089,8.34,8.449,8.671,8.837,8.998,9.385,10.011,10.034,10.319,10.396,11.382,11.461,11.996,12.064,12.115,12.391,12.476,12.537,12.965,13.049,13.071,13.105,13.141,13.194,13.236,13.479,13.505,13.802,13.87,14.124,14.646,14.705,14.796,15.191,15.278,15.445,15.61,15.668,16.079,16.316,16.424,16.474,16.662,16.859,16.888,16.956,16.995,17.282,17.351,17.712,17.932,18.193,19.321,19.457,19.901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.247,0.345,0.414,0.482,0.559,0.631,0.738,1.039,1.145,1.179,1.437,1.563,1.951,2.408,2.777,3.712,4.101,4.399,4.573,4.772,5.019,5.071,5.173,5.418,5.641,5.821,5.868,5.993,6.024,6.063,6.416,6.695,6.864,7.404,8.047,8.104,8.478,8.707,8.749,9.037,9.122,9.172,9.306,9.421,9.469,9.648,10.043,10.217,10.245,10.335,10.367,10.437,10.694,10.916,11.15,11.176,11.218,11.258,11.49,11.75,11.823,11.975,12.24,12.272,12.645,12.93,13.031,13.108,13.172,13.39,13.415,13.693,13.893,13.907,14.136,14.311,14.434,14.474,14.796,14.935,15.09,15.173,15.411,15.523,15.681,15.826,15.879,16.042,16.352,16.565,16.625,16.683,16.735,16.879,16.903,17.012,17.089,17.145,17.184,17.253,17.397,17.466,17.713,17.767,18.362,18.395,18.492,19.127,19.757,19.931,19.963,19.986,nan,nan,nan,nan,nan,nan,nan
0.44,0.623,0.733,0.924,1.265,1.31,1.414,1.788,2.191,2.282,2.317,2.378,2.558,3.251,3.947,3.989,4.205,4.547,4.576,4.718,4.766,4.999,5.053,5.09,5.471,5.574,6.048,6.12,6.255,6.35,6.702,7.202,7.688,8.121,8.318,8.451,8.508,8.555,8.654,8.896,8.917,9.118,9.16,9.416,9.715,10.223,10.392,10.45,10.658,10.7,11.051,11.186,11.777,12.034,12.217,12.458,12.598,12.626,12.687,12.75,12.768,12.858,12.887,13.08,13.302,13.393,13.421,13.757,13.81,13.876,13.918,14.087,14.296,14.873,15.533,15.998,16.091,16.185,16.425,16.451,16.531,16.733,16.772,16.932,16.99,17.132,17.201,17.353,17.882,17.965,19.002,19.071,19.555,19.848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.269,0.316,0.525,0.605,0.853,0.937,0.971,1.007,1.101,1.127,1.237,1.25,1.454,1.633,1.717,1.957,2.201,2.887,3.77,3.993,4.086,4.446,4.483,4.514,4.679,4.758,4.822,4.968,5.13,5.411,5.459,5.504,5.588,5.666,5.724,5.827,5.876,5.966,6.172,6.242,7.061,7.63,7.78,7.913,8.076,8.612,8.878,9.217,9.279,9.313,9.417,9.529,9.585,9.626,9.676,9.986,10.155,10.182,10.281,10.34,10.633,10.773,10.803,11.311,11.468,11.53,11.564,11.628,12.236,12.278,12.33,12.737,12.866,12.947,13.135,13.202,13.244,13.489,13.525,13.667,13.69,13.982,14.389,14.523,14.902,15.108,15.258,15.687,15.944,16.03,16.422,16.801,16.949,17.031,17.458,17.576,18.056,18.136,18.879,19.491,19.866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.396,0.461,0.479,0.626,0.71,0.839,0.89,0.938,0.999,1.097,1.458,1.52,1.815,2.29,2.572,2.686,2.715,3.01,3.092,3.398,3.649,4.775,4.834,4.926,5.137,5.376,5.5,5.588,5.621,5.727,6.076,6.397,6.594,6.705,7.617,7.687,7.812,7.855,7.898,7.936,8.033,8.091,8.327,8.627,8.704,8.743,8.873,8.917,8.97,9.298,9.333,9.369,9.927,10.032,10.242,10.908,11.003,11.091,11.188,11.463,11.94,12.052,12.41,12.524,12.776,13.103,13.457,13.596,13.715,13.811,13.882,13.945,14.381,14.501,15.071,15.181,15.355,15.886,15.981,16.038,16.167,16.194,16.288,16.335,16.689,16.847,16.897,17.083,17.191,17.311,17.361,17.4,17.446,17.48,17.569,17.706,17.745,17.853,17.937,17.979,18.381,19.077,19.216,19.274,19.325,19.636,19.722,19.784,19.891,19.983,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.196,0.319,0.387,0.574,0.619,0.688,0.752,0.909,1.154,1.519,1.571,2.019,2.12,2.638,2.74,3.037,3.229,3.93,3.965,4.076,4.115,4.35,4.393,4.74,4.968,5.217,5.525,5.996,6.253,6.335,6.802,7.183,7.445,8.023,8.475,8.532,8.621,8.66,8.691,8.806,8.839,8.883,9.044,9.093,9.206,9.385,9.418,9.526,9.82,9.939,10.118,10.361,10.492,10.739,10.96,11.715,11.775,11.882,11.954,12.226,12.289,12.308,12.423,12.499,12.641,12.797,12.918,13.349,13.503,13.527,13.579,13.688,13.824,13.975,14.404,14.554,14.632,14.901,15.016,15.566,16.028,16.064,16.119,16.345,16.472,16.582,16.735,16.9,16.962,16.991,17.076,17.249,17.289,17.426,17.449,17.713,17.917,18.14,18.245,18.635,19.433,19.479,19.632,19.668,19.882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.202,0.326,0.392,1.073,1.293,1.733,1.793,2.757,2.827,2.989,3.029,3.072,3.325,3.57,3.955,4.098,4.146,4.34,4.46,4.49,4.596,4.737,4.847,4.961,5.016,5.041,5.287,5.839,6.256,6.283,6.553,7.111,7.63,7.914,8.168,8.204,8.481,8.541,8.73,8.762,8.893,9.036,9.316,9.428,9.529,9.712,9.824,9.95,10.203,10.373,10.51,10.876,10.944,11.078,11.124,11.601,12.12,12.365,12.56,12.681,12.716,12.741,12.916,13.116,13.172,13.243,13.366,13.444,13.477,13.503,13.682,13.838,14.149,14.289,14.359,14.391,14.495,14.63,14.883,15.045,15.267,15.356,15.519,15.588,16.059,16.325,16.416,16.76,16.82,16.92,16.932,16.947,16.984,17.159,17.321,17.511,17.763,17.877,17.962,18.372,18.44,18.635,18.719,19.571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.088,0.58,0.857,1.258,1.412,1.668,1.902,2.593,2.649,2.79,3.319,3.515,4.362,4.608,4.696,4.822,4.911,5.223,5.262,5.563,5.756,5.881,5.928,6.689,6.772,6.798,6.857,7.239,7.594,7.74,7.83,7.913,8.094,8.303,8.415,8.437,9.054,9.205,9.276,9.348,9.417,9.512,9.715,9.74,9.933,10.417,10.899,11.53,11.708,11.904,12.43,12.686,12.727,12.759,13.054,13.117,13.162,13.199,13.235,13.675,13.82,13.966,14.051,14.094,14.139,14.772,14.995,15.168,15.643,15.914,16.217,16.271,16.301,16.411,16.461,16.515,16.84,16.959,17.519,17.782,18.202,18.278,18.293,18.547,19.24,19.304,19.714,19.757,19.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.093,0.166,0.263,0.605,0.657,0.941,1.065,1.207,1.23,1.387,1.694,1.714,1.775,2.262,2.459,2.798,2.876,3.354,3.639,4.327,4.36,4.375,4.547,4.71,4.794,4.913,5.454,5.682,5.896,6.05,6.326,6.742,6.804,7.209,7.364,7.64,7.843,8.321,8.641,8.703,8.868,8.903,8.957,9.315,9.4,9.433,9.67,9.804,9.865,9.89,10.043,10.152,10.181,10.376,10.458,10.694,11.566,11.844,12.141,12.184,12.24,12.542,12.618,12.643,12.754,12.869,12.968,13.08,13.149,13.234,13.273,13.386,13.492,13.669,13.865,14.148,14.359,14.408,14.509,14.836,14.898,15.18,15.263,15.533,15.777,16.074,16.105,16.144,16.414,16.559,16.615,16.662,16.864,16.885,16.925,17.073,17.106,17.294,17.336,17.471,17.608,18.126,18.24,18.421,19.072,19.431,19.755,19.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
