0.089,0.118,0.335,0.635,0.675,0.713,0.741,0.847,1.017,1.051,1.121,1.166,1.35,1.474,1.484,1.551,1.877,2.008,2.052,2.195,2.46,2.535,2.604,2.805,3.112,3.353,3.805,3.89,4.095,4.49,4.554,4.954,5.068,5.111,5.184,5.551,5.751,5.832,5.94,7.097,7.175,7.417,7.459,7.831,7.886,7.951,7.991,8.36,8.616,8.832,8.941,9.116,9.159,9.399,9.468,9.643,9.674,10.096,10.431,10.75,10.776,10.954,10.998,11.187,12.023,12.108,12.169,12.256,12.381,12.547,12.629,12.737,12.913,13.105,13.374,13.432,13.665,13.87,14.267,14.398,14.445,14.499,14.689,15.038,15.565,15.665,15.851,15.926,16.212,16.871,16.939,17.137,17.241,17.392,17.444,17.46,17.538,17.817,18.054,18.298,18.401,18.487,18.772,19.224,19.272,19.331,19.402,19.607,19.75,19.882,19.965,19.997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.073,0.277,0.626,0.726,0.964,1.63,1.691,1.784,1.825,1.861,1.895,1.943,2.26,2.641,2.741,2.846,3.13,3.294,3.384,3.733,3.784,3.823,4.207,4.42,4.662,4.759,4.799,4.965,5.055,5.082,5.336,5.429,5.664,5.712,5.881,5.906,6.146,6.297,6.55,6.63,7.162,7.241,7.282,7.332,7.642,7.926,8.02,8.152,8.252,8.653,8.979,9.324,9.877,10.511,10.818,11.009,11.464,11.589,12.042,12.22,12.309,12.748,12.86,13.242,13.423,13.47,13.633,13.782,13.826,13.895,14.146,14.18,14.792,14.937,15.046,15.111,15.153,15.25,15.3,15.363,15.478,15.584,15.663,15.808,15.835,16.125,16.172,16.648,16.838,17.026,17.302,17.531,17.723,18.006,18.26,18.394,18.499,18.663,18.846,19.115,19.156,19.206,19.492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.171,0.326,0.388,0.424,0.606,0.658,0.702,0.795,0.921,0.952,1.049,1.175,1.303,1.403,1.754,1.804,1.867,1.931,2.087,2.131,2.342,2.507,2.655,2.826,2.916,3.021,3.058,3.292,3.386,3.769,3.838,4.067,4.1,4.221,4.321,4.648,4.915,4.955,5.013,5.066,5.277,5.341,5.662,6.03,6.083,6.112,6.412,6.451,6.793,6.828,6.88,6.961,7.059,7.471,7.602,7.949,8.03,8.211,8.276,8.573,8.658,8.96,9.186,9.398,9.644,9.787,9.962,10.052,10.307,10.423,11.159,11.506,11.679,11.718,11.767,11.84,12.015,12.155,12.217,12.267,12.327,13.648,13.829,13.993,14.697,14.781,14.867,14.917,15.118,15.349,15.632,15.942,16.091,16.155,16.375,16.406,16.577,16.658,16.83,17.102,17.196,17.415,17.775,18.17,18.335,18.401,18.472,18.502,18.654,18.709,19.047,19.745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.182,0.206,0.316,0.46,0.529,0.713,1.065,1.092,1.262,1.322,1.698,1.748,2.355,2.433,2.645,2.825,2.88,2.919,2.959,2.995,3.426,3.742,3.796,4.064,4.171,4.279,4.495,4.612,4.721,4.833,4.876,5.127,5.277,5.356,5.468,5.615,5.896,6.012,6.165,6.278,6.5,6.574,6.705,6.999,7.189,7.881,8.074,8.282,8.392,8.503,8.823,8.92,9.161,9.36,9.403,9.786,9.981,10.029,10.069,10.228,10.559,10.604,10.719,10.861,11.081,11.202,11.286,11.382,12.09,12.145,12.383,12.482,12.968,13.279,13.493,13.533,13.833,14.135,14.403,14.484,14.719,15.118,15.339,15.372,15.47,15.553,15.6,15.656,16.165,16.535,16.605,16.68,16.752,17.035,17.194,17.4,17.636,17.713,17.78,17.91,18.286,18.357,18.491,18.599,18.793,19.052,19.34,19.497,19.637,19.851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.191,0.352,0.601,0.804,1.239,1.295,1.421,1.929,2.117,2.514,2.559,2.604,2.758,2.881,3.111,3.197,3.414,3.759,3.879,3.922,3.994,4.534,4.987,5.115,5.149,5.466,5.878,5.923,6.248,6.69,6.746,6.969,7.659,7.851,8.105,8.142,8.56,8.9,9.443,9.819,9.978,10.354,11.023,11.08,11.134,11.303,11.439,11.763,11.875,12.298,12.421,12.667,12.761,13.045,13.097,13.319,13.534,13.737,13.901,13.936,14.577,14.708,14.865,15.157,15.257,15.357,15.441,15.797,16.107,16.733,16.834,17.048,17.125,17.18,17.218,17.388,17.44,17.541,18.079,18.246,18.506,18.853,19.059,19.2,19.286,19.68,19.844,19.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.055,0.394,0.64,0.883,1.007,1.065,1.223,1.289,1.519,1.923,2.106,2.165,2.206,2.403,2.676,2.808,2.994,3.168,3.329,3.766,4.143,4.542,4.653,4.684,4.863,5.127,5.27,6.104,6.181,6.853,6.903,7.042,7.238,7.651,7.694,7.898,8.2,8.261,8.355,8.398,8.685,9.093,9.198,9.413,9.554,9.741,9.944,9.977,10.265,10.966,11.13,11.277,11.423,11.507,11.629,11.961,11.998,12.027,12.051,12.181,12.249,12.498,12.684,12.893,13.095,13.172,13.446,13.547,13.793,14.347,14.614,14.782,14.824,14.966,15.032,15.274,15.599,15.783,15.939,16.005,16.191,16.218,16.374,16.527,16.562,16.704,17.079,17.256,17.325,17.496,17.569,17.847,17.876,17.899,17.917,18.343,18.556,18.585,18.849,19.128,19.46,19.483,19.527,19.683,19.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06,0.159,0.24,0.294,0.339,0.383,0.445,0.617,0.738,1.162,1.939,2.232,2.657,2.929,3.212,3.36,3.415,3.754,3.784,4.074,4.146,4.203,4.328,4.542,4.71,4.996,5.083,5.287,5.33,5.367,5.474,5.702,5.763,5.809,6.013,6.053,6.477,7.002,7.098,7.357,7.423,7.749,7.98,8.256,8.32,8.447,8.698,8.838,9.204,9.311,9.481,9.583,9.924,10.077,10.121,10.198,10.433,10.564,10.652,10.68,10.819,11.062,11.118,11.17,11.203,11.586,11.664,11.697,12.034,12.118,12.189,12.497,12.884,12.983,13.16,13.233,13.357,13.379,13.478,13.521,13.761,13.936,14.715,15.079,15.57,15.91,15.977,16.404,16.782,17.117,17.245,17.343,17.376,17.531,17.773,17.802,17.944,18.051,18.49,18.615,18.813,18.948,19.001,19.099,19.283,19.453,19.518,19.704,19.832,19.864,19.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.25,0.286,0.52,0.787,1.16,2.357,2.57,2.638,2.875,3.097,3.295,3.443,3.575,3.789,4.338,4.806,4.861,4.917,4.953,5.337,5.599,6.031,6.104,6.167,6.266,6.901,6.971,7.046,7.103,7.141,7.181,7.233,7.352,7.405,7.759,7.792,8.089,8.126,8.399,8.479,8.611,8.913,9.119,9.244,9.426,9.52,9.886,9.936,10.192,10.761,10.81,10.935,11.19,12.115,12.306,12.531,12.791,12.845,13.113,13.154,13.405,13.505,13.545,13.598,13.753,13.918,14.032,14.061,14.099,14.406,14.993,15.199,15.754,15.894,16.134,16.473,16.533,16.619,16.659,16.981,17.071,17.269,17.306,17.876,18.09,18.282,18.511,18.627,18.695,19.243,19.263,19.289,19.422,19.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.2,0.33,0.596,0.759,0.864,1.171,1.236,1.564,1.758,1.796,1.923,2.22,2.416,2.47,2.524,2.582,3.028,3.176,3.302,3.427,3.662,3.989,4.029,4.916,5.023,5.355,5.421,5.557,5.592,5.671,5.753,6.207,6.367,6.434,6.742,6.773,6.786,7.404,7.448,7.524,7.775,7.864,7.899,8.135,8.236,8.382,8.632,8.809,8.884,9.095,9.153,9.394,9.505,9.972,10.436,10.593,10.952,11.196,11.384,11.711,11.969,12.096,12.446,12.919,13.331,14.274,14.442,14.573,14.962,15.551,15.665,16.106,16.157,16.231,16.324,16.665,16.997,17.271,17.681,17.753,18.006,18.22,18.486,18.522,18.585,18.724,18.923,18.985,19.181,19.396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.383,0.762,0.906,0.988,1.164,1.211,1.23,1.329,1.8,1.863,1.989,2.285,2.38,2.608,2.867,3.26,3.307,3.512,3.548,3.594,3.966,4.011,4.097,4.356,4.577,4.638,4.849,5.237,5.336,5.775,6.073,6.107,6.23,6.451,6.558,6.97,7.163,7.459,7.574,7.697,7.832,7.862,8.295,8.519,8.652,8.779,8.901,8.959,9.144,9.191,9.305,9.46,9.557,9.711,10.059,10.335,10.564,10.722,10.885,11.801,11.886,12.113,12.55,12.87,13.247,13.345,13.415,13.531,14.033,14.066,14.123,14.291,14.321,14.396,14.464,14.735,15.019,15.25,15.549,15.722,16.515,16.815,16.944,17.115,17.177,17.226,17.795,18.411,18.761,18.781,19.024,19.565,19.65,19.768,19.918,19.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.117,0.314,0.661,0.78,1.02,1.58,1.844,1.879,2.008,2.4,2.439,2.8,2.908,3.208,3.364,3.406,3.519,3.704,3.756,4.133,4.5,4.676,4.975,5.213,5.292,5.337,5.579,5.649,6.066,6.294,6.738,6.783,7.1,7.452,7.656,7.852,7.974,8.161,8.199,8.874,9.313,9.701,9.911,10.205,10.282,10.387,10.445,10.544,11.342,11.369,11.403,11.726,11.849,12.012,12.191,12.493,12.947,12.979,13.048,13.113,13.137,13.269,13.666,13.722,13.805,13.895,14.046,14.334,14.427,14.827,14.914,15.185,15.618,15.714,15.783,15.882,16.166,16.284,16.366,16.488,16.509,16.612,16.804,16.837,17.251,17.327,17.424,17.537,17.645,17.822,18.044,18.449,18.747,18.915,18.961,19.199,19.498,19.534,19.626,19.849,19.976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025,0.125,0.15,0.551,0.67,0.704,1.33,1.426,1.552,2.126,2.245,2.421,2.6,2.624,2.749,3.138,3.226,3.788,3.827,4.017,4.105,4.182,4.262,4.398,5.043,5.301,5.437,5.528,5.644,5.747,5.805,6.039,6.34,6.798,7.273,7.643,7.956,8.133,8.226,8.278,8.308,8.358,8.758,8.892,8.94,9.293,9.485,9.599,9.645,9.846,10.017,10.044,10.728,10.877,10.975,11.096,11.277,11.347,11.444,11.706,11.815,12.013,12.434,12.453,12.849,12.966,13.116,13.287,13.395,13.432,13.506,13.973,14.035,14.266,14.338,14.461,14.496,14.655,14.752,15.229,15.403,15.464,16.023,16.327,16.681,16.743,16.888,17.032,17.067,17.106,17.204,17.254,17.307,17.479,17.746,18.283,18.462,18.723,18.937,18.974,19.39,19.61,19.808,19.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.419,0.46,0.606,0.645,1.013,1.182,1.365,1.576,1.993,2.271,2.782,2.978,3.297,3.89,4.131,4.194,4.438,4.651,4.957,5.107,5.369,5.406,5.448,5.528,5.561,5.69,6.26,6.37,6.447,6.526,6.568,6.688,6.827,7.311,7.494,7.767,7.855,7.883,8.347,8.397,8.444,8.598,8.739,9.166,9.608,10.124,10.196,10.461,10.956,11.056,11.147,11.217,11.596,11.765,11.924,12.296,12.493,12.644,13.05,13.211,13.705,13.836,14.408,14.459,15.625,15.955,16.146,16.316,16.605,16.723,16.813,16.925,17.146,17.48,17.598,17.724,17.975,18.205,18.259,18.614,18.938,19.039,19.087,19.236,19.29,19.324,19.463,19.615,19.636,19.885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.097,0.12,0.253,0.288,0.528,0.666,0.746,0.81,0.999,1.311,1.386,1.442,1.722,1.775,2.198,2.23,2.27,2.317,2.479,2.687,2.872,3.005,3.109,3.143,3.178,3.253,3.432,3.948,4.087,4.867,5.008,5.131,5.208,5.247,5.305,5.344,5.401,5.487,5.613,5.825,6.116,6.34,6.719,6.988,7.091,7.118,7.204,7.407,7.478,7.582,8.907,9.037,9.133,9.26,9.602,9.923,10.26,10.393,10.683,10.744,10.884,10.994,11.042,11.568,11.711,11.885,12.23,12.272,12.366,12.41,12.477,12.759,12.806,13.032,13.183,13.261,13.334,13.648,14.26,14.448,14.618,14.863,15.028,15.089,15.179,15.394,15.554,15.933,16.421,16.49,16.602,16.703,16.858,17.278,17.376,17.52,17.934,18.02,18.159,18.188,18.277,18.401,18.432,18.56,18.696,18.764,18.803,19.132,19.537,19.803,19.944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.154,0.384,0.422,0.82,1.004,1.225,1.48,1.548,1.703,1.889,2.058,2.491,2.551,2.805,3.05,3.411,3.479,3.522,3.735,3.95,4.138,4.3,4.42,5.205,5.342,5.4,5.424,5.567,5.654,5.917,6.039,6.518,7.312,7.632,7.788,7.921,8.466,8.717,8.754,8.777,9.082,9.171,9.255,9.357,9.41,9.686,9.764,9.971,10.388,10.669,10.87,10.977,11.049,11.316,11.368,11.445,11.522,11.574,11.63,11.656,11.949,12.169,12.271,12.378,12.419,12.472,12.93,13.142,13.192,13.237,13.393,13.445,13.489,13.543,14.133,14.168,14.517,14.698,14.74,14.799,14.839,14.873,14.938,14.962,15.041,15.08,15.297,15.389,15.537,16.032,16.104,16.148,16.289,16.591,16.735,16.873,16.954,17.18,17.208,17.515,17.931,18.147,18.429,18.505,18.615,19.45,19.619,19.742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
