0.227,0.267,0.359,0.611,0.867,0.911,0.944,1.181,1.298,1.401,1.437,1.674,1.907,2.469,2.998,3.174,3.756,3.971,4.013,4.197,4.355,4.402,4.805,4.98,5.102,5.239,5.873,5.988,6.023,6.059,6.191,6.755,6.985,7.008,7.103,7.165,7.761,7.801,8.136,8.18,8.229,8.351,8.457,8.486,8.626,8.756,8.817,8.882,8.985,9.552,9.647,9.763,9.937,10.04,10.188,10.328,10.96,11.681,12.306,12.436,12.629,13.242,13.297,13.418,13.823,13.945,14.044,14.113,14.165,14.19,14.351,14.382,14.499,14.812,14.941,15.178,15.851,15.932,16.334,16.407,16.507,16.858,16.991,17.309,17.692,17.807,17.947,18.261,18.503,18.652,18.783,18.942,19.002,19.236,19.497,19.831,19.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.089,0.121,0.31,0.617,0.653,0.694,0.741,0.982,1.621,1.654,2.15,2.454,2.588,2.652,2.711,2.847,2.916,2.96,3.638,3.808,3.867,3.99,4.086,4.674,4.748,4.908,5.561,5.631,5.945,6.342,6.401,6.496,6.996,7.135,7.334,7.401,7.515,7.559,7.832,7.91,8.045,8.223,8.57,8.821,9.09,9.984,10.175,10.373,11.013,11.147,11.188,11.249,11.406,11.441,12.375,12.553,12.812,13.152,13.267,13.308,13.695,14.117,14.157,14.795,14.898,14.983,15.224,15.27,15.344,15.391,15.828,16.087,16.147,16.295,16.423,16.46,16.566,17.357,17.426,17.766,18.158,18.297,18.375,18.619,18.985,19.4,19.675,19.753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.064,0.227,0.332,0.385,0.45,0.59,0.645,0.706,1.41,1.441,1.46,1.887,1.941,2.129,2.336,2.365,2.502,2.554,2.581,2.649,2.729,2.831,2.895,3.171,3.223,3.281,3.424,3.618,3.887,3.906,4.449,4.523,4.706,4.951,6.047,6.265,6.324,6.541,6.8,6.891,6.954,7.01,7.1,7.167,7.604,7.639,8.062,8.144,8.23,8.274,8.484,9.065,9.461,9.682,9.938,10.013,10.146,10.338,10.448,10.573,10.791,11.028,11.1,11.27,11.461,11.558,11.7,11.825,11.935,12.253,12.302,12.469,12.504,12.714,12.907,12.943,13.226,13.431,13.603,13.937,14.067,14.255,14.348,14.445,14.55,14.823,14.857,15.025,15.045,15.426,15.583,15.876,16.394,16.458,16.73,17.101,17.133,17.267,17.498,17.609,18.131,18.163,18.213,18.241,18.308,18.419,18.496,19.601,19.808,nan,nan,nan,nan,nan,nan,nan
0.226,0.43,0.49,0.675,0.845,0.99,1.177,1.532,1.682,1.717,1.784,1.944,2.017,2.072,2.109,2.321,2.367,2.441,3.242,3.404,3.503,3.606,4.035,4.066,4.471,4.576,4.746,5.064,5.511,5.603,5.79,6.078,6.321,6.624,6.905,7.079,7.479,8.192,8.532,8.696,8.969,9.286,9.509,9.766,9.98,10.139,10.247,10.709,10.783,10.928,11.045,11.285,11.443,11.516,11.61,11.778,11.813,12.135,12.184,12.556,12.607,12.761,12.799,12.875,12.918,13.132,13.187,13.672,13.885,13.934,13.991,14.042,14.357,14.76,14.826,14.918,15.194,15.267,15.758,15.883,16.023,16.133,16.45,16.681,16.719,17.344,17.371,17.482,17.629,17.677,17.896,18.094,18.18,18.318,18.408,18.835,19.34,19.45,19.586,19.775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.228,0.324,0.371,0.55,0.594,0.665,0.728,0.754,1.004,1.028,1.147,1.223,1.382,1.538,1.735,2.053,2.22,2.374,2.529,2.683,2.711,2.773,2.969,3.039,3.434,3.66,3.776,3.855,4.299,4.409,4.718,4.813,5.101,5.385,5.521,5.761,5.841,5.999,6.4,6.455,6.59,6.715,7.023,7.17,7.27,7.318,7.665,7.691,7.74,8.123,8.201,8.271,8.381,8.821,8.906,9.299,9.492,9.765,9.831,9.977,10.272,10.356,10.615,10.668,10.959,11.055,11.165,11.272,11.505,11.77,12.334,12.703,12.844,12.941,13.048,13.181,13.444,13.609,13.875,13.94,14.025,14.143,14.36,14.538,14.589,14.762,14.889,15.062,15.133,15.271,15.36,15.615,15.918,15.999,16.359,16.462,16.574,16.748,16.902,17.21,17.337,17.41,17.592,17.723,17.834,17.885,17.968,18.067,18.457,18.887,18.934,19.226,19.358,19.521,19.645,19.856
0.076,0.29,0.558,0.651,1.014,1.139,1.917,1.955,2.028,2.198,2.352,2.635,2.767,3.065,3.351,3.72,3.781,3.884,4.08,4.777,4.873,4.921,4.993,5.249,5.405,5.678,6.337,6.39,6.425,6.832,6.864,6.94,7.045,7.352,7.842,7.914,8.061,8.226,8.33,8.369,8.889,8.983,9.127,9.738,9.766,10.506,10.714,10.847,11.015,11.243,11.739,11.97,12.019,12.589,12.67,12.717,12.803,12.922,12.971,12.994,13.026,13.442,13.547,13.733,14.043,14.12,14.269,14.464,14.694,14.853,14.883,14.925,15.272,15.561,15.757,15.915,16.035,16.61,16.63,16.741,16.795,17.081,17.165,17.318,18.0,18.631,18.684,19.105,19.406,19.666,19.698,19.875,19.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.134,0.764,0.963,1.333,1.421,1.581,1.735,1.764,1.857,1.977,2.033,2.225,2.586,2.729,3.14,3.8,3.981,4.156,4.202,4.647,5.123,5.582,5.763,5.795,5.841,6.097,6.189,6.28,6.69,6.752,6.841,7.034,7.325,7.475,7.74,7.93,7.959,8.318,9.712,9.893,10.083,10.374,10.601,10.884,10.977,11.018,11.125,11.163,11.324,11.436,11.659,11.682,12.015,12.124,12.199,12.738,13.078,13.179,13.252,13.466,13.934,14.037,14.119,14.268,14.296,14.438,14.603,15.023,15.255,15.743,15.806,15.905,15.957,16.152,16.252,16.412,16.499,16.515,17.015,17.103,17.472,17.581,17.636,17.742,17.762,17.793,17.898,18.202,18.584,18.627,18.823,19.04,19.094,19.284,19.343,19.478,19.546,19.879,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.368,0.615,0.683,0.722,0.787,0.845,0.909,0.946,1.042,1.396,1.627,1.738,1.761,2.524,2.557,2.645,2.87,3.198,3.39,3.577,3.643,4.115,4.15,4.658,4.685,4.911,4.998,5.075,5.449,5.57,5.626,5.653,6.017,6.107,6.283,6.397,6.438,6.764,6.855,6.9,7.139,7.793,8.265,8.36,8.446,8.581,8.608,8.845,9.064,9.212,9.315,9.348,9.521,9.726,9.816,10.182,10.275,10.334,10.479,10.574,10.819,11.059,11.127,11.407,11.661,11.684,11.989,12.008,12.541,12.71,12.964,13.144,13.202,13.417,13.974,14.115,14.185,14.426,14.541,14.892,15.113,15.168,15.462,15.849,16.055,16.187,16.37,16.78,16.891,17.228,17.311,17.387,17.485,17.914,18.006,18.032,18.072,18.128,18.309,18.332,18.606,18.661,18.717,18.91,18.98,19.08,19.129,19.547,nan,nan,nan,nan,nan,nan,nan,nan
0.091,0.623,0.768,0.95,1.093,1.489,1.58,1.823,1.886,1.966,2.021,2.105,2.212,2.599,2.642,2.905,2.974,3.042,3.086,3.15,3.42,3.663,3.757,3.834,3.868,3.896,4.047,4.748,4.853,5.046,5.195,5.313,5.578,5.664,5.882,5.922,5.98,6.215,6.257,6.329,6.544,6.9,7.037,7.084,7.188,7.331,7.573,7.873,7.915,8.121,8.272,8.832,8.892,9.043,9.794,9.895,10.02,10.252,10.357,10.424,10.606,10.651,10.75,10.807,10.87,10.992,11.16,11.267,11.33,11.716,11.932,12.047,12.119,12.953,13.064,13.114,13.238,13.362,13.682,13.715,13.9,13.987,14.034,14.255,14.403,14.585,14.644,14.702,14.821,14.852,15.219,15.258,15.337,15.455,15.484,15.657,15.727,15.788,16.04,16.459,16.591,16.949,17.046,17.172,17.228,17.396,17.79,18.234,18.361,18.39,18.487,18.94,19.459,19.539,19.593,nan
0.149,0.22,0.276,0.319,0.439,1.29,1.456,1.529,1.584,1.825,1.915,2.094,2.386,2.486,2.767,2.857,2.98,3.628,3.713,3.837,3.94,4.122,4.263,4.389,5.002,5.432,5.499,5.603,5.77,5.978,6.32,6.72,6.825,7.204,7.412,7.435,7.513,7.651,7.711,7.788,7.924,8.086,8.353,8.392,8.589,8.924,9.157,9.79,9.89,10.163,10.493,10.562,10.709,11.109,11.465,11.646,11.687,12.133,12.309,12.542,12.635,12.707,12.777,12.87,12.972,13.011,13.247,13.507,13.736,13.902,13.928,14.118,14.181,14.241,14.854,14.917,15.379,15.472,15.514,15.691,15.718,15.762,15.777,15.831,16.095,16.269,16.39,16.587,16.677,16.787,16.89,17.029,17.202,17.483,17.535,17.919,18.337,18.622,18.639,18.744,19.049,19.337,19.404,19.594,19.825,19.902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.121,0.217,0.489,0.523,0.605,0.716,0.751,1.098,1.181,1.217,1.497,1.793,1.827,2.035,2.406,2.534,2.707,2.941,3.245,3.297,3.789,4.057,4.107,4.596,4.642,4.762,4.859,5.165,5.19,5.296,5.628,5.697,5.759,5.841,5.976,6.074,6.436,6.676,7.018,7.1,7.527,7.927,7.986,8.53,8.786,8.951,9.14,9.167,9.286,9.35,10.061,10.541,10.605,10.694,11.119,11.609,11.76,12.248,12.272,12.343,12.565,12.872,12.894,12.927,13.006,13.204,13.371,13.447,13.486,14.055,14.224,14.905,15.081,15.706,15.806,15.916,16.007,16.187,16.321,16.529,16.767,16.832,17.033,17.142,17.447,17.569,17.752,18.209,18.39,18.778,19.066,19.483,19.662,19.756,19.776,19.887,19.977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
